unit,worktime,isco08,isced11,mgstatus,time\geo	BE 	BG 	CZ 	DE 	EE 	EL 	ES 	FR 	HR 	IT 	CY 	LV 	LT 	LU 	HU 	MT 	AT 	PL 	PT 	RO 	SI 	SK 	FI 	SE 	UK 	NO 	CH 
THS_PER,TOTAL,NRP,TOTAL,NBO_IMGFOR,2014	: 	: 	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: c	: 	: 	: 	: 	: 	: 	: u	: 	: 	: c	: c	: 	: c
THS_PER,TOTAL,NRP,TOTAL,NBO_IMGMIX,2014	: 	: 	: 	: 	: c	: 	: 	: u	: c	: 	: 	: 	: 	: c	: 	: 	: 	: 	: 	: 	: u	: c	: 	: u	: c	: 	: c
THS_PER,TOTAL,NRP,TOTAL,NBO_NAT,2014	: 	: 	: 	: u	: u	: 	: 	114.6 	: c	: 	: 	: u	: 	: u	: 	: 	: 	21.2 	: 	: 	7.9 u	: 	2.4 u	27.2 	37.8 	: 	2.8 u
THS_PER,TOTAL,NRP,TOTAL,NRP,2014	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: 	: 
THS_PER,TOTAL,NRP,TOTAL,TOTAL,2014	: 	: 	: 	: u	: u	: 	: 	166.3 	: c	: 	: 	4.0 u	: 	: u	: 	: 	: 	21.2 	: 	: 	9.9 u	: c	2.4 u	40.3 	57.6 	: 	8.2 
THS_PER,TOTAL,NRP,TOTAL,UNK,2014	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: 	: 
THS_PER,TOTAL,OC0,ED0-2,FBO,2014	: 	: 	: 	: c	: 	: 	: c	: 	: 	4.1 u	: 	: 	: 	: c	: 	: 	: 	: 	: c	: 	: 	: 	: 	: 	: c	: c	: 
THS_PER,TOTAL,OC0,ED0-2,IMG,2014	: c	: 	: 	: c	: 	: 	: c	: 	: c	4.1 u	: 	: 	: 	: u	: 	: 	: c	: 	: c	: 	: 	: 	: 	: 	: c	1.4 u	: 
THS_PER,TOTAL,OC0,ED0-2,NBO,2014	8.6 u	: c	: 	: u	: c	1.8 u	13.8 	: c	: c	44.9 	: 	: 	: 	: u	: c	: u	: u	: c	: u	: c	: 	: 	: 	: c	: u	2.4 u	: 
THS_PER,TOTAL,OC0,ED0-2,NBO_IMG,2014	: c	: 	: 	: 	: 	: 	: c	: 	: c	: 	: 	: 	: 	: c	: 	: 	: c	: 	: c	: 	: 	: 	: 	: 	: c	: c	: 
THS_PER,TOTAL,OC0,ED0-2,NBO_IMGFOR,2014	: 	: 	: 	: 	: 	: 	: c	: 	: c	: 	: 	: 	: 	: c	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_PER,TOTAL,OC0,ED0-2,NBO_IMGMIX,2014	: c	: 	: 	: 	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: 	: c	: 	: 	: 	: 	: 	: c	: c	: 
THS_PER,TOTAL,OC0,ED0-2,NBO_NAT,2014	7.6 u	: c	: 	: u	: c	1.8 u	13.3 	: c	: c	44.9 	: 	: 	: 	: c	: c	: u	: c	: c	: u	: c	: 	: 	: 	: c	: u	1.9 u	: 
THS_PER,TOTAL,OC0,ED0-2,NRP,2014	: c	: 	: 	: 	: 	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: 	: 	: 	: 	: 	: 	: c	: 
THS_PER,TOTAL,OC0,ED0-2,TOTAL,2014	9.1 u	: c	: 	: u	: c	1.8 u	14.7 	: u	: c	49.0 	: 	: 	: 	: u	: c	: u	: u	: c	: u	: c	: 	: 	: 	: c	: u	3.6 u	: 
THS_PER,TOTAL,OC0,ED3_4,FBO,2014	: c	: 	: c	: u	: 	: c	: u	: u	: c	3.6 u	: u	: 	: 	: 	: 	: 	: 	: 	: c	: 	: 	: 	: c	: 	: u	1.5 u	: 
THS_PER,TOTAL,OC0,ED3_4,IMG,2014	: u	: 	1.2 u	: u	: c	: u	2.1 u	: u	: c	7.5 u	0.5 u	: c	: 	: 	: 	: 	: u	: 	: u	: 	: c	: 	: c	: c	: u	1.7 u	: 
THS_PER,TOTAL,OC0,ED3_4,NBO,2014	17.1 	15.7 	10.8 	120.1 	: u	24.8 	29.5 	: u	7.0 u	152.9 	1.2 u	: u	: u	: c	12.7 	: u	8.2 u	67.2 	11.8 	39.0 	2.3 u	9.0 	2.3 u	7.4 u	32.1 	7.2 	: 
THS_PER,TOTAL,OC0,ED3_4,NBO_IMG,2014	: u	: 	: c	: c	: c	: c	: c	: u	: c	3.8 u	: c	: c	: 	: 	: 	: 	: u	: 	: u	: 	: c	: 	: c	: c	: c	: c	: 
THS_PER,TOTAL,OC0,ED3_4,NBO_IMGFOR,2014	: 	: 	: c	: c	: 	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: 	: 	: 	: 	: c	: 
THS_PER,TOTAL,OC0,ED3_4,NBO_IMGMIX,2014	: u	: 	: c	: c	: c	: 	: 	: u	: c	3.8 u	: c	: c	: 	: 	: 	: 	: u	: 	: u	: 	: 	: 	: c	: c	: c	: 	: 
THS_PER,TOTAL,OC0,ED3_4,NBO_NAT,2014	15.1 	15.7 	10.2 	116.8 	: u	24.6 	28.8 	: u	6.4 u	149.1 	1.2 u	: u	: u	: c	12.7 	: u	7.3 u	67.2 	10.8 	39.0 	2.2 u	9.0 	2.1 u	: u	30.5 	7.0 	: 
THS_PER,TOTAL,OC0,ED3_4,NRP,2014	: 	: c	: 	: 	: 	: c	: 	: 	: 	: 	: 	: c	: 	: c	: 	: 	: 	: c	: 	: c	: 	: 	: 	: 	: 	: 	: 
THS_PER,TOTAL,OC0,ED3_4,TOTAL,2014	18.1 	16.0 	11.4 	130.1 	: u	26.3 	30.9 	: u	7.5 u	156.6 	1.7 	: u	: u	: c	12.7 	: u	8.2 u	67.8 	12.8 	39.7 	2.3 u	9.0 	2.5 u	7.4 u	37.6 	8.7 	: 
THS_PER,TOTAL,OC0,ED5-8,FBO,2014	: c	: c	: c	: 	: 	: c	: c	: c	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	3.2 u	: 
THS_PER,TOTAL,OC0,ED5-8,IMG,2014	: c	: c	: c	: c	: c	: c	: u	: u	: c	: c	: u	: 	: c	: c	: 	: 	: 	: 	: 	: 	: c	: c	: 	: c	: u	3.8 u	: 
THS_PER,TOTAL,OC0,ED5-8,NBO,2014	: u	6.8 u	5.4 u	: u	: u	28.9 	31.7 	66.5 u	: u	28.0 	2.4 	: u	: u	: c	5.3 	: c	: u	25.2 	: u	27.3 	1.6 u	: u	4.6 	8.3 u	25.0 	12.2 	: 
THS_PER,TOTAL,OC0,ED5-8,NBO_IMG,2014	: 	: 	: c	: c	: c	: 	: c	: u	: c	: c	: c	: 	: c	: c	: 	: 	: 	: 	: 	: 	: c	: c	: 	: c	: c	: c	: 
THS_PER,TOTAL,OC0,ED5-8,NBO_IMGFOR,2014	: 	: 	: 	: 	: 	: 	: 	: c	: c	: 	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 	: c	: 	: 	: 	: 	: c	: 
THS_PER,TOTAL,OC0,ED5-8,NBO_IMGMIX,2014	: 	: 	: c	: c	: c	: 	: c	: c	: 	: c	: c	: 	: 	: c	: 	: 	: 	: 	: 	: 	: c	: c	: 	: c	: c	: c	: 
THS_PER,TOTAL,OC0,ED5-8,NBO_NAT,2014	: u	6.8 u	5.1 u	: u	: u	28.9 	31.0 	60.1 u	: u	27.8 	2.3 	: u	: u	: 	5.3 	: c	: u	25.2 	: u	27.3 	1.2 u	: u	4.6 	8.1 u	24.3 	11.5 	: 
THS_PER,TOTAL,OC0,ED5-8,NRP,2014	: 	: 	: 	: 	: 	1.9 u	: 	: c	: 	: 	: 	: 	: c	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: 
THS_PER,TOTAL,OC0,ED5-8,TOTAL,2014	: u	6.9 u	5.6 u	: u	: u	31.0 	32.2 	74.9 u	: u	28.0 	2.7 	: u	: u	: c	5.8 	: c	: u	25.2 	: u	27.3 	1.6 u	: u	4.6 	8.3 u	30.5 	15.5 	: 
THS_PER,TOTAL,OC0,NRP,FBO,2014	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: 
THS_PER,TOTAL,OC0,NRP,IMG,2014	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: 
THS_PER,TOTAL,OC0,NRP,NBO,2014	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: 	: 
THS_PER,TOTAL,OC0,NRP,NBO_NAT,2014	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: 	: 
THS_PER,TOTAL,OC0,NRP,TOTAL,2014	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: c	: 
THS_PER,TOTAL,OC0,NRP,UNK,2014	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: 	: 
THS_PER,TOTAL,OC0,TOTAL,FBO,2014	: u	: c	: c	: u	: 	: u	2.7 u	: u	: c	7.7 u	0.7 u	: 	: 	: c	: 	: 	: 	: 	: u	: 	: 	: 	: c	: 	11.8 u	6.6 	: 
THS_PER,TOTAL,OC0,TOTAL,IMG,2014	: u	: c	1.8 u	: u	: c	: u	4.7 u	: u	: u	11.7 	0.9 u	: c	: c	: u	: 	: 	: u	: 	: u	: 	: u	: c	: c	: u	14.9 u	8.0 	: 
THS_PER,TOTAL,OC0,TOTAL,NBO,2014	29.4 	23.0 	16.2 	164.3 	2.6 u	55.5 	75.1 	110.4 	11.8 u	225.8 	3.7 	: u	4.7 u	: u	18.1 	1.7 u	11.8 	93.0 	18.8 	66.6 	4.0 u	11.5 	6.9 	16.3 	66.5 	21.7 	: 
THS_PER,TOTAL,OC0,TOTAL,NBO_IMG,2014	: u	: 	: c	: c	: c	: c	: u	: u	: c	4.0 u	: c	: c	: c	: u	: 	: 	: u	: 	: u	: 	: u	: c	: c	: u	: u	1.3 u	: 
THS_PER,TOTAL,OC0,TOTAL,NBO_IMGFOR,2014	: 	: 	: c	: c	: 	: c	: c	: c	: c	: 	: 	: 	: c	: c	: 	: 	: c	: 	: 	: 	: c	: 	: 	: 	: 	: c	: 
THS_PER,TOTAL,OC0,TOTAL,NBO_IMGMIX,2014	: u	: 	: c	: c	: c	: 	: c	: u	: c	4.0 u	: c	: c	: 	: c	: 	: 	: u	: 	: u	: 	: c	: c	: c	: u	: u	: u	: 
THS_PER,TOTAL,OC0,TOTAL,NBO_NAT,2014	26.4 	23.0 	15.3 	156.8 	2.3 u	55.4 	73.1 	98.1 u	9.8 u	221.9 	3.5 	: u	: u	: c	18.1 	1.7 u	10.0 u	93.0 	17.7 	66.6 	3.4 u	10.9 	6.7 	15.1 	63.5 	20.4 	: 
THS_PER,TOTAL,OC0,TOTAL,NRP,2014	: c	: c	: 	: 	: 	2.5 u	: 	: c	: 	: 	: 	: c	: c	: c	: c	: 	: 	: c	: c	: c	: 	: 	: 	: 	: 	: c	: 
THS_PER,TOTAL,OC0,TOTAL,TOTAL,2014	31.0 	23.5 	17.1 	176.1 	2.6 u	59.1 	77.8 	132.2 	12.3 u	233.5 	4.3 	: u	5.4 u	: u	18.6 	1.7 u	11.8 	93.5 	20.5 	67.4 	4.0 u	11.5 	7.1 	16.3 	79.7 	28.8 	: 
THS_PER,TOTAL,OC0,TOTAL,UNK,2014	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: 	: 
THS_PER,TOTAL,OC1,ED0-2,FBO,2014	: u	: 	: 	: c	: 	: 	: c	: c	: 	: 	: 	: 	: 	: 	: 	: u	: c	: 	: c	: 	: 	: 	: c	: c	18.2 u	1.3 u	3.1 u
THS_PER,TOTAL,OC1,ED0-2,IMG,2014	: u	: 	: 	: c	: c	: 	: c	: u	: 	: c	: 	: 	: 	: c	: 	: u	: c	: 	: u	: 	: 	: 	: c	: u	35.9 	1.5 u	5.4 
THS_PER,TOTAL,OC1,ED0-2,NBO,2014	10.9 	: c	: c	: u	: u	: c	21.0 	: u	: 	9.5 	: u	: 	: 	: c	: u	1.8 u	: u	: c	19.4 	: c	: c	: 	: u	8.0 u	248.3 	13.0 	6.8 
THS_PER,TOTAL,OC1,ED0-2,NBO_IMG,2014	: u	: 	: 	: 	: c	: 	: 	: u	: 	: c	: 	: 	: 	: c	: 	: 	: c	: 	: c	: 	: 	: 	: 	: u	17.7 u	: c	2.3 u
THS_PER,TOTAL,OC1,ED0-2,NBO_IMGFOR,2014	: c	: 	: 	: 	: c	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: c	: 	: 	: 	: 	: 	: 	: c	11.5 u	: 	: c
THS_PER,TOTAL,OC1,ED0-2,NBO_IMGMIX,2014	: c	: 	: 	: 	: c	: 	: 	: u	: 	: c	: 	: 	: 	: c	: 	: 	: c	: 	: c	: 	: 	: 	: 	: c	: u	: c	: c
THS_PER,TOTAL,OC1,ED0-2,NBO_NAT,2014	9.3 u	: c	: c	: u	: u	: c	21.0 	: u	: 	8.1 u	: u	: 	: 	: 	: u	1.8 u	: u	: c	18.7 	: c	: c	: 	: u	7.1 u	230.6 	12.8 	4.5 u
THS_PER,TOTAL,OC1,ED0-2,NRP,2014	: 	: 	: 	: 	: 	: 	: 	: c	: 	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: 	: 
THS_PER,TOTAL,OC1,ED0-2,TOTAL,2014	12.9 	: c	: c	: u	: u	: c	21.4 	51.8 u	: 	9.5 	: u	: c	: 	: c	: u	2.1 u	: u	: c	20.4 	: c	: c	: 	: u	8.4 u	267.9 	14.3 	9.9 
THS_PER,TOTAL,OC1,ED3_4,FBO,2014	: u	: 	: c	: u	: u	: c	: u	: u	: 	4.7 u	: c	: u	: u	: u	: c	: u	: u	: 	: u	: 	: u	: 	: c	: u	65.0 	5.9 	24.4 
THS_PER,TOTAL,OC1,ED3_4,IMG,2014	10.8 	: 	3.1 u	: u	2.7 u	: c	: u	50.1 u	: 	6.1 u	: c	5.2 u	: u	: u	: u	: u	10.8 	: u	: u	: 	1.3 u	: c	: c	15.3 	142.4 	9.1 	41.6 
THS_PER,TOTAL,OC1,ED3_4,NBO,2014	57.2 	22.7 	62.8 	516.8 	15.1 	6.0 	47.3 	218.5 	: u	59.2 	1.3 u	11.6 	13.9 	: u	58.3 	2.8 u	55.8 	207.3 	34.1 	15.0 	6.9 u	14.4 	3.7 u	62.6 	768.1 	52.8 	69.7 
THS_PER,TOTAL,OC1,ED3_4,NBO_IMG,2014	6.9 u	: 	2.3 u	: u	: u	: 	: c	: u	: 	: u	: 	: u	: u	: c	: u	: 	7.2 u	: u	: u	: 	: c	: c	: 	8.5 u	77.4 	3.2 u	17.3 
THS_PER,TOTAL,OC1,ED3_4,NBO_IMGFOR,2014	: c	: 	: c	: u	: u	: 	: 	: u	: 	: c	: 	: c	: 	: c	: c	: 	: u	: u	: c	: 	: c	: c	: 	: c	35.1 	: c	7.8 
THS_PER,TOTAL,OC1,ED3_4,NBO_IMGMIX,2014	6.2 u	: 	1.7 u	: u	: u	: 	: c	: u	: 	: c	: 	: u	: u	: c	: u	: 	: u	: u	: c	: 	: c	: 	: 	7.1 u	42.3 	3.0 u	9.4 
THS_PER,TOTAL,OC1,ED3_4,NBO_NAT,2014	50.3 	22.7 	60.5 	488.7 	13.3 	6.0 	46.7 	187.5 	: u	57.9 	1.3 u	8.9 	13.3 	: c	57.6 	2.8 u	48.7 	202.3 	32.8 	15.0 	6.7 u	14.2 	3.7 u	54.0 	690.7 	49.5 	52.5 
THS_PER,TOTAL,OC1,ED3_4,NRP,2014	: 	: 	: 	: 	: 	: c	: 	: c	: 	: 	: 	: c	: c	: 	: 	: 	: 	: 	: c	: c	: 	: 	: 	: 	10.0 u	: 	: 
THS_PER,TOTAL,OC1,ED3_4,TOTAL,2014	61.2 	22.7 	63.6 	537.3 	16.1 	7.1 	48.7 	239.8 	: u	63.9 	1.5 	14.6 	14.8 	: u	58.5 	3.1 u	59.5 	207.3 	36.0 	15.7 	7.9 u	14.4 	4.1 	69.3 	843.1 	58.6 	94.1 
THS_PER,TOTAL,OC1,ED3_4,UNK,2014	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: 	: 	: 	: 
THS_PER,TOTAL,OC1,ED5-8,FBO,2014	26.1 	: c	7.1 	51.1 	2.8 u	: u	28.0 	101.5 	: c	4.6 u	2.4 	: u	: u	3.6 u	3.1 u	1.6 u	13.4 	: u	8.4 	: c	3.2 u	: u	: u	15.2 	249.2 	7.8 	81.7 
THS_PER,TOTAL,OC1,ED5-8,IMG,2014	40.9 	: c	12.5 	70.7 	8.2 	: u	32.5 	289.2 	: u	10.0 	2.6 	6.9 	5.4 u	4.0 u	5.8 	2.1 u	23.5 	16.2 u	9.6 	: c	7.4 u	: u	2.4 u	26.6 	379.3 	12.3 	113.8 
THS_PER,TOTAL,OC1,ED5-8,NBO,2014	184.3 	71.7 	117.7 	670.1 	26.9 	27.3 	307.4 	858.5 	16.1 u	136.6 	5.6 	34.4 	74.0 	: u	101.1 	6.5 	78.7 	483.1 	75.7 	86.0 	41.2 	48.8 	42.9 	100.7 	1038.7 	94.4 	138.0 
THS_PER,TOTAL,OC1,ED5-8,NBO_IMG,2014	14.7 	: c	5.4 u	: u	5.5 	: c	4.5 u	187.7 	: u	5.4 u	: c	4.4 u	: u	: u	2.7 u	: u	10.1 	12.9 u	: u	: 	4.2 u	: u	: u	11.4 u	130.1 	4.5 u	32.1 
THS_PER,TOTAL,OC1,ED5-8,NBO_IMGFOR,2014	: u	: 	1.9 u	: c	2.5 u	: 	: c	64.9 u	: c	: 	: 	: c	: u	: u	: c	: c	: u	: u	: 	: 	1.8 u	: c	: 	: u	51.5 	: c	14.4 
THS_PER,TOTAL,OC1,ED5-8,NBO_IMGMIX,2014	12.7 	: c	3.5 u	: u	3.0 u	: c	4.1 u	122.8 	: c	5.4 u	: c	: u	: u	: u	: u	: c	7.9 u	10.2 u	: u	: 	2.4 u	: u	: u	9.3 u	78.6 	3.9 u	17.7 
THS_PER,TOTAL,OC1,ED5-8,NBO_NAT,2014	169.5 	71.4 	112.3 	650.6 	21.4 	27.2 	302.9 	670.8 	13.2 u	131.3 	5.4 	30.0 	70.6 	: u	98.4 	6.1 	68.6 	470.2 	74.6 	86.0 	37.1 	47.5 	42.1 	89.3 	908.7 	89.8 	105.8 
THS_PER,TOTAL,OC1,ED5-8,NRP,2014	: 	: c	: c	: 	: 	1.8 u	: 	: u	: 	: 	: 	: c	: c	: c	: 	: 	: 	: c	: c	: c	: 	: 	: 	: 	: u	: 	: c
THS_PER,TOTAL,OC1,ED5-8,TOTAL,2014	210.4 	73.0 	125.0 	721.3 	29.7 	29.8 	335.4 	986.3 	17.2 u	141.3 	8.0 	37.3 	76.1 	4.7 	104.2 	8.2 	92.1 	486.9 	85.2 	87.0 	44.5 	49.7 	44.5 	116.8 	1294.5 	102.2 	221.9 
THS_PER,TOTAL,OC1,ED5-8,UNK,2014	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: 	: 	: c
THS_PER,TOTAL,OC1,NRP,FBO,2014	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: c	: c
THS_PER,TOTAL,OC1,NRP,IMG,2014	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	11.5 u	: c	: c
THS_PER,TOTAL,OC1,NRP,NBO,2014	: 	: 	: 	: 	: 	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	38.7 	: 	: c
THS_PER,TOTAL,OC1,NRP,NBO_IMG,2014	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 
THS_PER,TOTAL,OC1,NRP,NBO_IMGFOR,2014	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: 	: 
THS_PER,TOTAL,OC1,NRP,NBO_IMGMIX,2014	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 
THS_PER,TOTAL,OC1,NRP,NBO_NAT,2014	: 	: 	: 	: 	: 	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	31.0 	: 	: c
THS_PER,TOTAL,OC1,NRP,NRP,2014	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 
THS_PER,TOTAL,OC1,NRP,TOTAL,2014	: 	: 	: 	: 	: 	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	48.5 	: c	: c
THS_PER,TOTAL,OC1,TOTAL,FBO,2014	32.0 	: c	7.9 	76.1 	3.7 u	: u	29.8 	123.2 	: c	9.4 	2.6 	5.0 u	: u	3.8 u	3.4 u	2.2 u	17.1 	: u	11.0 	: c	4.2 u	: u	2.0 u	22.3 	336.1 	15.7 	109.6 
THS_PER,TOTAL,OC1,TOTAL,IMG,2014	55.3 	: c	15.6 	123.8 	11.3 	: u	35.0 	357.4 	: u	17.5 	2.8 	12.0 	6.6 u	4.4 	6.7 	2.6 u	34.6 	21.1 	14.0 	: c	8.7 u	: u	2.8 u	43.2 	569.1 	23.6 	161.3 
THS_PER,TOTAL,OC1,TOTAL,NBO,2014	252.4 	94.6 	181.5 	1213.1 	42.7 	33.4 	375.7 	1132.8 	18.3 u	205.3 	7.2 	46.0 	88.0 	: u	160.0 	11.1 	137.8 	690.7 	129.2 	101.2 	48.3 	63.2 	47.8 	171.4 	2093.9 	160.1 	215.1 
THS_PER,TOTAL,OC1,TOTAL,NBO_IMG,2014	23.2 	: c	7.7 	: u	7.6 	: c	5.2 u	234.3 	: u	8.2 u	: c	7.0 	: u	: u	3.3 u	: u	17.5 	17.8 u	: u	: 	4.5 u	: u	: u	20.9 	233.0 	8.0 	51.7 
THS_PER,TOTAL,OC1,TOTAL,NBO_IMGFOR,2014	: u	: 	2.5 u	: u	3.2 u	: 	: c	84.1 u	: c	: c	: 	: u	: u	: u	: c	: c	: u	: u	: c	: 	1.9 u	: c	: 	: u	99.1 	: u	23.9 
THS_PER,TOTAL,OC1,TOTAL,NBO_IMGMIX,2014	19.3 	: c	5.2 u	: u	4.4 u	: c	4.7 u	150.2 	: c	7.8 u	: c	5.2 u	: u	: u	3.0 u	: c	12.7 	13.0 u	: u	: 	2.6 u	: u	: u	17.2 	133.9 	7.1 	27.8 
THS_PER,TOTAL,OC1,TOTAL,NBO_NAT,2014	229.2 	94.3 	173.9 	1165.4 	35.1 	33.3 	370.5 	898.5 	15.3 u	197.2 	7.1 	39.0 	83.8 	: u	156.7 	10.7 	120.2 	672.9 	126.1 	101.2 	43.9 	61.8 	47.0 	150.5 	1860.9 	152.2 	163.4 
THS_PER,TOTAL,OC1,TOTAL,NRP,2014	: 	: c	: c	: 	: 	2.5 u	: 	: u	: 	: 	: 	: u	: c	: c	: 	: 	: 	: c	: u	: c	: 	: 	: 	: 	24.1 	: 	: c
THS_PER,TOTAL,OC1,TOTAL,TOTAL,2014	284.4 	95.8 	189.7 	1289.2 	46.4 	37.0 	405.5 	1287.6 	19.4 u	214.7 	9.9 	52.1 	90.9 	5.1 	163.4 	13.3 	154.8 	694.5 	141.6 	102.9 	52.6 	64.1 	50.1 	194.7 	2454.1 	175.8 	326.9 
THS_PER,TOTAL,OC1,TOTAL,UNK,2014	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: c	: 	: 	: c
THS_PER,TOTAL,OC2,ED0-2,FBO,2014	: u	: 	: 	: c	: 	: c	: c	: c	: 	: c	: 	: 	: 	: c	: 	: c	: u	: 	: c	: 	: c	: 	: c	: u	17.4 u	3.1 u	6.5 
THS_PER,TOTAL,OC2,ED0-2,IMG,2014	: u	: 	: 	: c	: 	: c	: c	: u	: 	: c	: 	: 	: c	: u	: 	: c	: u	: 	: c	: 	: c	: 	: u	: u	42.0 	3.7 u	13.8 
THS_PER,TOTAL,OC2,ED0-2,NBO,2014	8.0 u	: c	: 	: u	: c	2.0 u	6.1 u	57.7 u	: 	11.9 	: 	: 	: c	: u	: c	: u	5.9 u	: 	8.0 	: u	: c	: c	8.7 	15.3 	193.1 	11.3 	22.1 
THS_PER,TOTAL,OC2,ED0-2,NBO_IMG,2014	: c	: 	: 	: 	: 	: c	: c	: u	: 	: 	: 	: 	: c	: c	: 	: 	: u	: 	: 	: 	: 	: 	: c	: u	24.6 	: c	7.4 
THS_PER,TOTAL,OC2,ED0-2,NBO_IMGFOR,2014	: 	: 	: 	: 	: 	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: c	: 	: 	: 	: 	: 	: 	: c	10.2 u	: 	4.7 u
THS_PER,TOTAL,OC2,ED0-2,NBO_IMGMIX,2014	: c	: 	: 	: 	: 	: c	: c	: u	: 	: 	: 	: 	: c	: c	: 	: 	: c	: 	: 	: 	: 	: 	: c	: u	14.4 u	: c	2.7 u
THS_PER,TOTAL,OC2,ED0-2,NBO_NAT,2014	7.1 u	: c	: 	: u	: c	1.9 u	5.8 u	: u	: 	11.9 	: 	: 	: 	: u	: c	: u	: u	: 	8.0 	: u	: c	: c	8.4 	13.1 	168.4 	10.6 	14.7 
THS_PER,TOTAL,OC2,ED0-2,NRP,2014	: 	: 	: 	: 	: 	: c	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: 	: 
THS_PER,TOTAL,OC2,ED0-2,TOTAL,2014	10.3 	: c	: 	: u	: c	2.6 u	6.4 u	74.0 u	: 	12.7 	: 	: 	: c	: u	: c	: u	6.8 u	: 	9.0 	: u	: u	: c	9.2 	18.6 	212.2 	14.3 	28.6 
THS_PER,TOTAL,OC2,ED3_4,FBO,2014	7.0 u	: 	1.6 u	64.9 	: u	2.1 u	5.3 u	: u	: c	18.0 	: c	: u	: u	: u	: c	: c	13.7 	: c	: u	: 	1.3 u	: c	6.9 	19.7 	86.2 	9.2 	46.8 
