unit,worktime,isco08,isced11,mgstatus,time\geo	BE 	BG 	CZ 	DE 	EE 	EL 	ES 	FR 	HR 	IT 	CY 	LV 	LT 	LU 	HU 	MT 	AT 	PL 	PT 	RO 	SI 	SK 	FI 	SE 	UK 	NO 	CH 
THS_PER,ATYP,OC1,NRP,TOTAL,2014	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	24.4 	: c	: c
THS_PER,ATYP,OC1,TOTAL,FBO,2014	16.5 	: 	2.0 u	50.4 	: u	: u	16.4 	: u	: 	5.6 u	1.0 u	: u	: u	2.0 u	: u	: u	11.5 	: c	: u	: c	3.1 u	: c	: u	: u	201.0 	6.9 	67.2 
THS_PER,ATYP,OC1,TOTAL,IMG,2014	28.7 	: 	6.4 u	80.9 	5.0 u	: u	18.7 	151.0 	: c	9.3 	1.0 u	: u	: u	2.3 u	2.8 u	: u	22.7 	9.4 u	7.8 	: c	5.2 u	: u	2.1 u	10.0 u	337.4 	10.3 	98.4 
THS_PER,ATYP,OC1,TOTAL,NBO,2014	127.9 	20.7 	52.9 	872.8 	16.2 	15.3 	157.2 	452.7 	7.4 u	94.3 	3.2 	7.9 	20.9 	: u	63.4 	5.0 	79.9 	357.1 	69.0 	34.9 	25.4 	25.9 	34.6 	48.7 	1235.7 	60.9 	143.7 
THS_PER,ATYP,OC1,TOTAL,NBO_IMG,2014	12.2 	: 	4.4 u	: u	3.2 u	: 	: c	108.6 	: c	3.7 u	: c	: u	: c	: u	: u	: c	11.2 	7.7 u	: u	: 	2.1 u	: c	: u	: u	136.4 	3.4 u	31.1 
THS_PER,ATYP,OC1,TOTAL,NBO_IMGFOR,2014	: u	: 	1.5 u	: c	: u	: 	: 	: u	: c	: 	: 	: c	: c	: c	: c	: c	: u	: c	: c	: 	: c	: 	: 	: u	55.5 	: c	13.6 
THS_PER,ATYP,OC1,TOTAL,NBO_IMGMIX,2014	10.0 u	: 	3.0 u	: u	: u	: 	: c	65.9 u	: c	3.7 u	: c	: u	: c	: u	: u	: 	7.4 u	7.0 u	: u	: 	1.6 u	: c	: u	: u	81.0 	3.0 u	17.6 
THS_PER,ATYP,OC1,TOTAL,NBO_NAT,2014	115.7 	20.7 	48.5 	842.4 	13.0 	15.3 	154.9 	344.1 	6.7 u	90.6 	3.1 	6.5 	20.3 	: u	62.0 	4.9 	68.7 	349.4 	67.3 	34.9 	23.3 	25.1 	33.8 	44.2 	1099.3 	57.5 	112.6 
THS_PER,ATYP,OC1,TOTAL,NRP,2014	: 	: 	: 	: 	: 	: u	: 	: u	: 	: 	: 	: c	: 	: c	: 	: 	: 	: c	: c	: 	: 	: 	: 	: 	14.5 u	: 	: c
THS_PER,ATYP,OC1,TOTAL,TOTAL,2014	144.4 	20.7 	54.9 	923.3 	18.1 	16.9 	173.7 	513.6 	7.4 u	99.9 	4.2 	10.2 	22.2 	2.7 u	64.9 	6.1 	91.4 	359.3 	76.1 	35.6 	28.5 	26.6 	36.1 	54.2 	1451.2 	67.8 	212.6 
THS_PER,ATYP,OC1,TOTAL,UNK,2014	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: 	: 	: 	: c
THS_PER,ATYP,OC2,ED0-2,FBO,2014	: c	: 	: 	: c	: 	: c	: c	: c	: 	: c	: 	: 	: 	: c	: 	: c	: c	: 	: c	: 	: 	: 	: c	: u	: u	: c	5.0 
THS_PER,ATYP,OC2,ED0-2,IMG,2014	: c	: 	: 	: c	: 	: c	: c	: c	: 	: c	: 	: 	: 	: c	: 	: c	: c	: 	: c	: 	: 	: 	: c	: u	17.1 u	1.0 u	6.3 
THS_PER,ATYP,OC2,ED0-2,NBO,2014	: u	: 	: 	: u	: c	1.5 u	4.3 u	: u	: 	4.2 u	: 	: 	: 	: c	: 	: u	: u	: 	: u	: c	: c	: 	5.1 	: u	76.1 	3.7 u	3.1 u
THS_PER,ATYP,OC2,ED0-2,NBO_IMG,2014	: c	: 	: 	: 	: 	: 	: c	: 	: 	: 	: 	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: c	: c	: u	: c	: c
THS_PER,ATYP,OC2,ED0-2,NBO_IMGFOR,2014	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: 	: c
THS_PER,ATYP,OC2,ED0-2,NBO_IMGMIX,2014	: c	: 	: 	: 	: 	: 	: c	: 	: 	: 	: 	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: c	: c	: u	: c	: c
THS_PER,ATYP,OC2,ED0-2,NBO_NAT,2014	: u	: 	: 	: u	: c	1.5 u	3.9 u	: u	: 	4.2 u	: 	: 	: 	: c	: 	: u	: u	: 	: u	: c	: c	: 	4.9 	: u	67.0 	3.2 u	1.9 u
THS_PER,ATYP,OC2,ED0-2,NRP,2014	: 	: 	: 	: 	: 	: c	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: 	: 
THS_PER,ATYP,OC2,ED0-2,TOTAL,2014	: u	: 	: 	: u	: c	1.8 u	4.5 u	: u	: 	4.7 u	: 	: 	: 	: u	: 	: u	: u	: 	: u	: c	: c	: 	5.4 	: u	85.1 	4.3 u	8.1 
THS_PER,ATYP,OC2,ED3_4,FBO,2014	: u	: 	1.3 u	: u	: u	: u	3.6 u	: u	: c	6.8 u	: 	: c	: c	: u	: c	: c	: u	: 	: u	: 	: c	: c	4.3 	: u	32.4 	3.1 u	26.1 
THS_PER,ATYP,OC2,ED3_4,IMG,2014	6.1 u	: 	3.4 u	70.2 	: u	1.3 u	3.6 u	: u	: c	10.2 	: 	: u	: u	: u	: c	: c	7.2 u	6.1 u	: u	: 	: u	: c	5.0 	8.6 u	71.8 	3.1 u	41.4 
THS_PER,ATYP,OC2,ED3_4,NBO,2014	30.2 	6.6 u	46.9 	464.3 	5.5 	17.0 	13.6 	141.8 	5.7 u	174.0 	: c	5.1 u	7.6 u	: u	10.2 	: u	34.3 	156.9 	: u	64.2 	7.5 u	16.2 	31.9 	23.6 	335.8 	15.7 	91.9 
THS_PER,ATYP,OC2,ED3_4,NBO_IMG,2014	5.1 u	: 	2.1 u	: u	: u	: c	: 	: u	: c	: u	: 	: c	: c	: u	: 	: 	: u	6.1 u	: 	: 	: u	: c	: c	: u	39.4 	: 	15.3 
THS_PER,ATYP,OC2,ED3_4,NBO_IMGFOR,2014	: u	: 	: c	: u	: u	: 	: 	: u	: 	: c	: 	: c	: c	: c	: 	: 	: 	: u	: 	: 	: 	: 	: 	: c	14.7 u	: 	6.6 
THS_PER,ATYP,OC2,ED3_4,NBO_IMGMIX,2014	: u	: 	1.6 u	: u	: c	: c	: 	: u	: c	: u	: 	: c	: 	: c	: 	: 	: u	: u	: 	: 	: u	: c	: c	: u	24.7 	: 	8.7 
THS_PER,ATYP,OC2,ED3_4,NBO_NAT,2014	25.1 	6.6 u	44.9 	428.5 	4.6 u	16.8 	13.6 	108.2 	4.9 u	170.6 	: c	4.2 u	7.2 u	: u	10.2 	: u	31.5 	150.8 	: u	64.2 	6.8 u	15.7 	31.3 	18.0 	296.3 	15.7 	76.6 
THS_PER,ATYP,OC2,ED3_4,NRP,2014	: 	: 	: c	: 	: c	: c	: 	: c	: 	: 	: 	: 	: c	: c	: 	: 	: 	: c	: 	: 	: 	: 	: 	: 	: u	: 	: 
THS_PER,ATYP,OC2,ED3_4,TOTAL,2014	31.2 	6.6 u	48.7 	498.8 	6.1 	18.9 	17.3 	168.6 	6.0 u	180.8 	: c	5.6 u	8.3 	: u	10.7 	: u	38.7 	158.0 	8.7 	64.2 	7.6 u	16.4 	36.2 	26.5 	370.8 	19.1 	118.1 
THS_PER,ATYP,OC2,ED3_4,UNK,2014	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: 
THS_PER,ATYP,OC2,ED5-8,FBO,2014	38.2 	: c	5.2 u	265.1 	2.4 u	3.7 	64.5 	177.1 	4.7 u	24.5 	2.4 	: u	: u	20.6 	3.7 u	: u	37.7 	5.9 u	28.6 	: 	4.6 u	: c	7.9 	43.0 	466.9 	27.1 	155.5 
THS_PER,ATYP,OC2,ED5-8,IMG,2014	62.6 	: c	9.2 	375.0 	5.8 	5.1 	81.7 	395.3 	12.5 u	32.3 	2.6 	6.8 	5.1 u	23.8 	6.8 	: u	58.7 	34.1 	39.6 	: c	13.9 	: u	10.8 	69.9 	717.9 	36.4 	207.1 
THS_PER,ATYP,OC2,ED5-8,NBO,2014	296.1 	84.9 	113.7 	2376.4 	24.5 	138.7 	791.7 	1317.6 	83.7 	569.1 	9.9 	19.1 	63.1 	14.1 	125.8 	4.8 	191.0 	1008.1 	228.6 	207.5 	64.4 	45.6 	198.4 	204.0 	1907.6 	173.5 	255.4 
THS_PER,ATYP,OC2,ED5-8,NBO_IMG,2014	24.4 	: c	4.0 u	109.9 	3.4 u	1.4 u	17.2 	218.2 	7.7 u	7.8 u	: c	5.1 u	: u	3.1 u	3.1 u	: c	21.0 	28.2 	11.0 	: c	9.3 u	: u	2.9 u	26.8 	251.0 	9.3 	51.6 
THS_PER,ATYP,OC2,ED5-8,NBO_IMGFOR,2014	6.1 u	: 	: c	: u	: u	: c	: 	72.8 u	: u	: 	: 	: u	: u	: u	: c	: 	5.4 u	: u	: u	: c	3.8 u	: c	: 	7.2 u	110.2 	: c	17.6 
THS_PER,ATYP,OC2,ED5-8,NBO_IMGMIX,2014	18.3 	: c	3.8 u	61.7 	: u	: u	17.2 	145.5 	6.0 u	7.8 u	: c	: u	: u	: u	: u	: c	15.6 	24.0 	9.5 	: c	5.5 u	: u	2.9 u	19.6 	140.8 	8.6 	34.0 
THS_PER,ATYP,OC2,ED5-8,NBO_NAT,2014	271.7 	84.8 	109.7 	2266.5 	21.1 	137.3 	774.4 	1099.4 	75.9 	561.3 	9.6 	13.9 	59.5 	10.9 	122.7 	4.7 	170.0 	979.9 	217.5 	206.3 	55.0 	44.2 	195.4 	177.2 	1656.6 	164.2 	203.8 
THS_PER,ATYP,OC2,ED5-8,NRP,2014	: c	: c	: 	: 	: 	11.6 	: 	69.9 u	: 	: 	: 	: c	: c	: u	: 	: 	: 	: u	: u	: 	: 	: 	: 	: c	: u	: c	: c
THS_PER,ATYP,OC2,ED5-8,TOTAL,2014	335.1 	85.9 	118.9 	2641.5 	26.9 	154.0 	856.1 	1572.3 	88.4 	593.6 	12.3 	21.9 	65.1 	35.0 	129.5 	5.4 	228.6 	1018.8 	260.6 	207.5 	69.0 	46.3 	206.2 	248.8 	2384.5 	201.5 	412.3 
THS_PER,ATYP,OC2,ED5-8,UNK,2014	: 	: 	: 	: 	: 	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: 	: c	: c
THS_PER,ATYP,OC2,NRP,FBO,2014	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: 	: 
THS_PER,ATYP,OC2,NRP,IMG,2014	: 	: 	: 	: 	: 	: 	: 	: c	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: u	: 	: 
THS_PER,ATYP,OC2,NRP,NBO,2014	: 	: 	: 	: c	: 	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	12.2 u	: 	: 
THS_PER,ATYP,OC2,NRP,NBO_IMG,2014	: 	: 	: 	: 	: 	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: c	: 	: 
THS_PER,ATYP,OC2,NRP,NBO_IMGFOR,2014	: 	: 	: 	: 	: 	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: 	: 
THS_PER,ATYP,OC2,NRP,NBO_IMGMIX,2014	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: c	: 	: 
THS_PER,ATYP,OC2,NRP,NBO_NAT,2014	: 	: 	: 	: c	: 	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: u	: 	: 
THS_PER,ATYP,OC2,NRP,NRP,2014	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: 	: 
THS_PER,ATYP,OC2,NRP,TOTAL,2014	: 	: 	: 	: c	: 	: 	: 	: c	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	16.4 u	: 	: 
THS_PER,ATYP,OC2,NRP,UNK,2014	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: 	: 
THS_PER,ATYP,OC2,TOTAL,FBO,2014	39.8 	: c	6.5 u	300.9 	2.9 u	5.0 	68.4 	198.0 	5.0 u	31.8 	2.4 	: u	: u	21.5 	4.1 u	: u	42.5 	5.9 u	30.8 	: 	4.8 u	: u	12.4 	48.0 	509.2 	30.7 	186.7 
THS_PER,ATYP,OC2,TOTAL,IMG,2014	69.7 	: c	12.6 	446.6 	7.1 	6.6 	85.9 	450.8 	13.5 u	43.1 	2.6 	8.1 	5.7 u	24.8 	7.2 	: u	66.3 	40.3 	41.9 	: c	14.7 	2.7 u	16.3 	81.2 	811.9 	40.5 	254.8 
THS_PER,ATYP,OC2,TOTAL,NBO,2014	329.1 	91.5 	160.7 	2854.2 	30.4 	157.1 	809.6 	1477.6 	89.4 	747.3 	10.1 	24.2 	70.7 	14.8 	136.0 	6.3 	226.1 	1165.0 	239.3 	272.6 	72.3 	61.8 	235.4 	232.8 	2331.5 	192.8 	350.5 
THS_PER,ATYP,OC2,TOTAL,NBO_IMG,2014	29.9 	: c	6.1 u	145.7 	4.2 u	1.6 u	17.6 	252.8 	8.5 u	11.3 	: c	6.0 u	: u	3.3 u	3.1 u	: c	23.8 	34.3 	11.0 	: c	9.9 u	: u	3.8 u	33.2 	302.7 	9.7 	68.1 
THS_PER,ATYP,OC2,TOTAL,NBO_IMGFOR,2014	8.5 u	: 	: c	63.9 	2.2 u	: c	: 	86.9 u	: u	: c	: 	: u	: u	: u	: c	: 	5.4 u	8.3 u	: u	: c	3.8 u	: c	: 	7.8 u	127.8 	: c	25.0 
THS_PER,ATYP,OC2,TOTAL,NBO_IMGMIX,2014	21.4 	: c	5.5 u	81.8 	: u	: u	17.6 	165.8 	6.7 u	10.8 	: c	: u	: u	2.0 u	: u	: c	18.4 	26.0 	9.5 	: c	6.2 u	: u	3.8 u	25.4 	174.9 	9.1 	43.2 
THS_PER,ATYP,OC2,TOTAL,NBO_NAT,2014	299.2 	91.4 	154.5 	2708.5 	26.1 	155.6 	792.0 	1224.8 	80.9 	736.0 	9.8 	18.2 	66.7 	11.5 	132.9 	6.2 	202.3 	1130.7 	228.2 	271.4 	62.4 	60.0 	231.6 	199.5 	2028.8 	183.1 	282.3 
THS_PER,ATYP,OC2,TOTAL,NRP,2014	: c	: c	: c	: 	: c	12.5 	: 	90.3 u	: 	: 	: 	: c	: c	: u	: 	: 	: 	5.9 u	: u	: 	: 	: 	: 	: c	15.2 u	: c	: c
THS_PER,ATYP,OC2,TOTAL,TOTAL,2014	369.7 	92.5 	167.6 	3155.2 	33.4 	174.7 	877.9 	1773.6 	94.4 	779.1 	12.5 	27.4 	73.3 	36.7 	140.1 	7.2 	268.6 	1176.9 	273.5 	272.6 	77.1 	62.7 	247.9 	282.5 	2856.8 	224.9 	538.5 
THS_PER,ATYP,OC2,TOTAL,UNK,2014	: 	: 	: 	: 	: 	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: c	: c	: c
THS_PER,ATYP,OC3,ED0-2,FBO,2014	: u	: 	: 	: u	: c	: 	: u	: u	: c	8.7 	: c	: 	: 	: u	: c	: u	: u	: c	: u	: 	: c	: 	: c	: c	33.3 	1.8 u	9.6 
THS_PER,ATYP,OC3,ED0-2,IMG,2014	5.3 u	: 	: 	: u	: c	: 	2.1 u	: u	: c	9.7 	: c	: 	: 	: u	: c	: u	: u	: c	: u	: 	: c	: 	: u	: u	44.8 	2.8 u	13.8 
THS_PER,ATYP,OC3,ED0-2,NBO,2014	11.2 	: c	2.1 u	115.7 	: u	3.1 u	73.1 	60.7 u	: c	98.0 	: c	: 	: 	: u	2.6 u	2.1 u	10.8 	: u	42.7 	: u	1.1 u	: c	16.2 	18.2 	126.1 	10.1 	13.4 
THS_PER,ATYP,OC3,ED0-2,NBO_IMG,2014	: c	: 	: 	: u	: 	: 	: c	: u	: c	: c	: 	: 	: 	: c	: 	: c	: c	: 	: c	: 	: c	: 	: c	: u	11.5 u	: u	4.2 u
THS_PER,ATYP,OC3,ED0-2,NBO_IMGFOR,2014	: c	: 	: 	: u	: 	: 	: 	: u	: 	: c	: 	: 	: 	: c	: 	: 	: c	: 	: c	: 	: 	: 	: 	: c	: u	: c	: c
THS_PER,ATYP,OC3,ED0-2,NBO_IMGMIX,2014	: c	: 	: 	: c	: 	: 	: c	: u	: c	: c	: 	: 	: 	: c	: 	: c	: 	: 	: c	: 	: c	: 	: c	: u	: u	: c	2.7 u
THS_PER,ATYP,OC3,ED0-2,NBO_NAT,2014	10.4 	: c	2.1 u	98.6 	: u	3.1 u	72.1 	: u	: c	97.1 	: c	: 	: 	: u	2.6 u	2.1 u	10.6 	: u	41.2 	: u	: u	: c	15.7 	15.5 	114.6 	9.1 	9.2 
THS_PER,ATYP,OC3,ED0-2,NRP,2014	: 	: 	: 	: 	: c	: c	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: 	: 	: c	: 	: c	: 	: 
THS_PER,ATYP,OC3,ED0-2,TOTAL,2014	15.7 	: c	2.1 u	147.8 	: u	3.3 u	74.2 	90.8 u	: u	106.7 	: u	: 	: 	: u	2.9 u	2.4 u	12.2 	: u	46.3 	: u	1.2 u	: c	16.9 	20.7 	161.8 	11.9 	23.1 
THS_PER,ATYP,OC3,ED0-2,UNK,2014	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: 	: 	: 
THS_PER,ATYP,OC3,ED3_4,FBO,2014	: u	: 	3.3 u	231.2 	: u	2.0 u	10.2 	: u	9.2 u	30.8 	: c	: u	: c	3.0 u	2.8 u	: u	20.7 	: c	10.2 	: 	4.2 u	: u	3.2 u	8.6 u	77.8 	5.1 	47.1 
THS_PER,ATYP,OC3,ED3_4,IMG,2014	16.2 	: 	10.2 	348.8 	6.4 	2.7 u	11.2 	179.3 	17.4 u	44.6 	: u	7.1 	: u	4.8 	4.6 u	: u	37.4 	19.2 u	12.1 	: 	9.2 u	2.9 u	4.3 	22.8 	121.9 	7.4 	77.5 
THS_PER,ATYP,OC3,ED3_4,NBO,2014	83.9 	40.5 	148.5 	2308.1 	15.3 	45.5 	177.9 	639.4 	94.8 	534.3 	3.6 	15.3 	21.9 	6.7 	156.8 	6.0 	179.7 	476.3 	65.9 	147.8 	41.9 	92.3 	66.9 	79.4 	542.1 	46.8 	136.3 
THS_PER,ATYP,OC3,ED3_4,NBO_IMG,2014	12.2 	: 	6.8 	117.7 	5.3 	: c	: c	137.4 	8.2 u	13.8 	: c	4.2 u	: u	: u	: u	: u	16.7 	17.2 u	: u	: 	5.0 u	: u	: u	14.2 	44.1 	2.4 u	30.4 
THS_PER,ATYP,OC3,ED3_4,NBO_IMGFOR,2014	7.1 u	: 	: c	59.4 	3.0 u	: c	: 	58.9 u	: u	: c	: 	: u	: 	: u	: 	: 	7.1 u	: u	: c	: 	2.3 u	: c	: 	: u	: u	: c	10.5 
THS_PER,ATYP,OC3,ED3_4,NBO_IMGMIX,2014	5.1 u	: 	6.1 u	58.2 	2.3 u	: 	: c	78.5 u	6.3 u	12.3 	: c	: u	: u	: u	: u	: u	9.6 u	12.9 u	: u	: 	2.7 u	: u	: u	9.6 u	34.9 	1.7 u	19.9 
THS_PER,ATYP,OC3,ED3_4,NBO_NAT,2014	71.7 	40.5 	141.7 	2190.4 	10.0 	44.8 	176.9 	502.1 	86.6 	520.6 	3.5 	11.0 	20.9 	4.9 	155.0 	5.5 	163.0 	459.1 	64.1 	147.8 	36.9 	90.3 	65.7 	65.2 	498.0 	44.4 	105.9 
THS_PER,ATYP,OC3,ED3_4,NRP,2014	: 	: c	: c	: 	: 	3.9 	: 	: u	: c	: 	: 	: c	: 	: u	: c	: 	: 	: c	: c	: c	: 	: 	: c	: 	: u	: c	: c
THS_PER,ATYP,OC3,ED3_4,TOTAL,2014	88.0 	40.9 	152.5 	2539.2 	16.4 	51.4 	188.1 	710.7 	104.4 	565.2 	3.8 	18.3 	22.2 	9.9 	159.8 	6.3 	200.4 	479.3 	76.9 	148.8 	46.1 	93.2 	70.2 	88.2 	623.0 	52.6 	184.2 
THS_PER,ATYP,OC3,ED3_4,UNK,2014	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: 	: c	: 
THS_PER,ATYP,OC3,ED5-8,FBO,2014	14.1 	: c	1.2 u	137.0 	: u	1.5 u	22.3 	50.5 u	4.4 u	32.3 	1.1 u	: c	: c	2.5 u	: u	: u	17.9 	: c	: u	: 	: u	: c	2.9 u	12.2 u	88.1 	8.3 	40.2 
THS_PER,ATYP,OC3,ED5-8,IMG,2014	29.1 	: c	1.9 u	185.4 	7.3 	5.0 	26.4 	172.9 	7.8 u	43.1 	1.1 u	: u	: u	3.0 u	: u	: u	23.5 	: u	: u	: 	2.4 u	: u	3.8 u	17.3 	145.1 	11.9 	70.9 
THS_PER,ATYP,OC3,ED5-8,NBO,2014	125.1 	26.9 	44.4 	1122.0 	14.0 	64.1 	324.1 	902.1 	34.8 u	274.8 	4.4 	10.7 	25.6 	: u	38.4 	2.0 u	72.1 	246.9 	31.0 	52.3 	12.2 	37.1 	132.5 	49.6 	492.2 	60.2 	109.9 
THS_PER,ATYP,OC3,ED5-8,NBO_IMG,2014	14.9 	: 	: c	: u	5.2 u	3.5 u	4.1 u	122.4 	: u	10.7 	: 	: u	: u	: u	: u	: u	5.6 u	: u	: c	: 	1.6 u	: c	: u	: u	57.0 	3.6 u	30.6 
THS_PER,ATYP,OC3,ED5-8,NBO_IMGFOR,2014	: u	: 	: 	: u	2.3 u	: c	: c	58.5 u	: c	: c	: 	: u	: c	: u	: c	: c	: u	: c	: 	: 	: u	: 	: 	: c	22.5 	: c	11.1 
THS_PER,ATYP,OC3,ED5-8,NBO_IMGMIX,2014	10.0 	: 	: c	: u	2.8 u	1.7 u	2.4 u	63.9 u	: u	9.5 	: 	: u	: c	: u	: u	: c	: u	: u	: c	: 	1.0 u	: c	: u	: u	34.5 	3.2 u	19.6 
THS_PER,ATYP,OC3,ED5-8,NBO_NAT,2014	110.2 	26.9 	43.8 	1073.6 	8.8 	60.6 	320.1 	779.6 	31.4 u	264.1 	4.4 	8.7 	24.5 	: u	37.9 	1.7 u	66.5 	242.9 	30.7 	52.3 	10.7 	36.5 	131.5 	44.5 	435.2 	56.6 	79.2 
THS_PER,ATYP,OC3,ED5-8,NRP,2014	: c	: 	: c	: 	: c	4.3 	: 	: u	: 	: 	: 	: c	: 	: c	: 	: 	: 	: 	: c	: c	: 	: 	: c	: 	: c	: 	: c
THS_PER,ATYP,OC3,ED5-8,TOTAL,2014	139.6 	27.2 	46.1 	1259.0 	16.2 	70.4 	346.4 	978.3 	39.2 	307.2 	5.6 	11.6 	25.7 	4.4 	39.4 	2.3 u	90.0 	247.9 	38.0 	52.5 	13.1 	37.8 	135.5 	62.2 	583.0 	68.8 	151.7 
THS_PER,ATYP,OC3,ED5-8,UNK,2014	: 	: 	: 	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: 	: 	: 	: 	: c	: 	: c	: c
THS_PER,ATYP,OC3,NRP,FBO,2014	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: c
THS_PER,ATYP,OC3,NRP,IMG,2014	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: c	: c
THS_PER,ATYP,OC3,NRP,NBO,2014	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	24.0 	: 	: 
THS_PER,ATYP,OC3,NRP,NBO_IMG,2014	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: 	: 
THS_PER,ATYP,OC3,NRP,NBO_IMGFOR,2014	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: 	: 
THS_PER,ATYP,OC3,NRP,NBO_NAT,2014	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	23.3 	: 	: 
THS_PER,ATYP,OC3,NRP,NRP,2014	: 	: 	: 	: 	: 	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_PER,ATYP,OC3,NRP,TOTAL,2014	: 	: 	: c	: 	: 	: 	: 	: c	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	24.0 	: c	: c
THS_PER,ATYP,OC3,TOTAL,FBO,2014	22.8 	: c	4.5 u	400.3 	3.3 u	3.6 	33.7 	112.7 	14.0 u	71.9 	1.4 u	: u	: u	5.9 	4.1 u	: u	40.0 	: u	20.3 	: 	5.2 u	: u	6.6 	22.0 	199.2 	15.5 	99.4 
THS_PER,ATYP,OC3,TOTAL,IMG,2014	50.6 	: c	12.0 	583.4 	13.7 	7.7 	39.7 	393.7 	25.9 u	97.3 	1.5 	9.3 	: u	8.3 	6.4 	1.7 u	62.5 	25.0 	24.0 	: 	11.9 	4.1 u	9.2 	44.0 	312.6 	22.5 	164.7 
THS_PER,ATYP,OC3,TOTAL,NBO,2014	220.2 	67.6 	195.2 	3545.7 	30.5 	112.7 	575.1 	1602.2 	130.7 	907.2 	8.2 	26.0 	47.5 	8.9 	197.8 	10.1 	262.6 	725.3 	139.6 	202.0 	55.2 	129.8 	215.5 	149.1 	1184.5 	117.0 	259.6 
THS_PER,ATYP,OC3,TOTAL,NBO_IMG,2014	27.8 	: 	7.5 	183.1 	10.4 	4.1 	6.1 u	281.0 	11.9 u	25.4 	: c	6.2 	: u	2.4 u	: u	: u	22.5 	21.2 	: u	: 	6.7 u	2.5 u	2.6 u	22.0 	113.4 	7.0 	65.2 
