unit,na_item,geo\time	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 
EUR_HAB,B5N,EL53	: 	10100.00 	10700.00 	11000.00 	11900.00 	12700.00 	12600.00 	12000.00 	11100.00 	: 	: 	: 	: 	: 	: 
EUR_HAB,B5N,EL54	: 	9100.00 	9800.00 	10500.00 	11900.00 	12400.00 	12000.00 	11500.00 	10600.00 	: 	: 	: 	: 	: 	: 
EUR_HAB,B5N,EL6	: 	8600.00 	9200.00 	10300.00 	11600.00 	12500.00 	12700.00 	12000.00 	11300.00 	: 	: 	: 	: 	: 	: 
EUR_HAB,B5N,EL61	: 	8800.00 	9400.00 	10200.00 	11300.00 	12700.00 	13400.00 	12000.00 	11300.00 	: 	: 	: 	: 	: 	: 
EUR_HAB,B5N,EL62	: 	10200.00 	10900.00 	11600.00 	12800.00 	12800.00 	12700.00 	12800.00 	11800.00 	: 	: 	: 	: 	: 	: 
EUR_HAB,B5N,EL63	: 	8000.00 	8600.00 	9600.00 	10900.00 	12000.00 	12200.00 	11400.00 	10800.00 	: 	: 	: 	: 	: 	: 
EUR_HAB,B5N,EL64	: 	7900.00 	8500.00 	10400.00 	11900.00 	12600.00 	12500.00 	12300.00 	11400.00 	: 	: 	: 	: 	: 	: 
EUR_HAB,B5N,EL65	: 	8900.00 	9600.00 	10500.00 	11900.00 	12800.00 	12400.00 	12200.00 	11400.00 	: 	: 	: 	: 	: 	: 
EUR_HAB,B5N,ES	: 	14100.00 	14300.00 	15000.00 	14900.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR_HAB,B5N,ES1	: 	12500.00 	12700.00 	13300.00 	13200.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR_HAB,B5N,ES11	: 	12200.00 	12300.00 	12900.00 	12900.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR_HAB,B5N,ES12	: 	12900.00 	13100.00 	13900.00 	13700.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR_HAB,B5N,ES13	: 	13100.00 	13300.00 	14100.00 	14000.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR_HAB,B5N,ES2	: 	17200.00 	17500.00 	18200.00 	18000.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR_HAB,B5N,ES21	: 	18500.00 	18700.00 	19300.00 	19200.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR_HAB,B5N,ES22	: 	17900.00 	18300.00 	19200.00 	19000.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR_HAB,B5N,ES23	: 	14900.00 	15000.00 	15700.00 	15500.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR_HAB,B5N,ES24	: 	15400.00 	15700.00 	16300.00 	16200.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR_HAB,B5N,ES3	: 	19700.00 	19900.00 	20700.00 	20300.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR_HAB,B5N,ES30	: 	19700.00 	19900.00 	20700.00 	20300.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR_HAB,B5N,ES4	: 	12000.00 	12100.00 	12700.00 	12700.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR_HAB,B5N,ES41	: 	13400.00 	13700.00 	14200.00 	14100.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR_HAB,B5N,ES42	: 	11400.00 	11400.00 	12100.00 	12300.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR_HAB,B5N,ES43	: 	9900.00 	9800.00 	10400.00 	10500.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR_HAB,B5N,ES5	: 	14900.00 	15000.00 	15700.00 	15600.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR_HAB,B5N,ES51	: 	16800.00 	17000.00 	17600.00 	17500.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR_HAB,B5N,ES52	: 	12100.00 	12200.00 	12900.00 	12800.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR_HAB,B5N,ES53	: 	14800.00 	14900.00 	15500.00 	15400.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR_HAB,B5N,ES6	: 	10500.00 	10600.00 	11300.00 	11300.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR_HAB,B5N,ES61	: 	10400.00 	10400.00 	11100.00 	11100.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR_HAB,B5N,ES62	: 	11300.00 	11300.00 	11900.00 	12000.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR_HAB,B5N,ES63	: 	12300.00 	12200.00 	13100.00 	13300.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR_HAB,B5N,ES64	: 	11200.00 	11100.00 	12100.00 	12300.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR_HAB,B5N,ES7	: 	11900.00 	11900.00 	12700.00 	12600.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR_HAB,B5N,ES70	: 	11900.00 	11900.00 	12700.00 	12600.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR_HAB,B5N,FI	: 	22900.00 	22700.00 	22200.00 	21300.00 	20800.00 	21300.00 	20300.00 	19100.00 	18300.00 	17800.00 	17000.00 	16600.00 	16200.00 	15300.00 
EUR_HAB,B5N,FI1	: 	22900.00 	22700.00 	22200.00 	21200.00 	20800.00 	21200.00 	20300.00 	19100.00 	18300.00 	17700.00 	17000.00 	16600.00 	16100.00 	15300.00 
EUR_HAB,B5N,FI19	: 	21300.00 	21000.00 	20400.00 	19500.00 	19100.00 	19700.00 	18800.00 	17600.00 	16700.00 	16300.00 	15600.00 	15200.00 	14700.00 	13800.00 
EUR_HAB,B5N,FI1B	: 	28200.00 	28300.00 	27800.00 	26800.00 	26500.00 	26600.00 	25300.00 	24000.00 	23300.00 	22600.00 	21800.00 	21400.00 	21000.00 	20000.00 
EUR_HAB,B5N,FI1C	: 	21300.00 	21100.00 	20600.00 	19700.00 	19400.00 	19900.00 	19100.00 	18000.00 	17200.00 	16700.00 	16100.00 	15700.00 	15300.00 	14500.00 
EUR_HAB,B5N,FI1D	: 	19600.00 	19100.00 	18800.00 	17800.00 	17200.00 	17800.00 	17100.00 	16000.00 	15200.00 	14700.00 	14100.00 	13600.00 	13100.00 	12400.00 
EUR_HAB,B5N,FI2	: 	27800.00 	27200.00 	27200.00 	26100.00 	25800.00 	25700.00 	23000.00 	21600.00 	22200.00 	22600.00 	21800.00 	21000.00 	20200.00 	19200.00 
EUR_HAB,B5N,FI20	: 	27800.00 	27200.00 	27200.00 	26100.00 	25800.00 	25700.00 	23000.00 	21600.00 	22200.00 	22600.00 	21800.00 	21000.00 	20200.00 	19200.00 
EUR_HAB,B5N,FR	: 	22000.00 	21800.00 	21600.00 	21100.00 	20700.00 	21200.00 	20700.00 	19900.00 	19200.00 	18800.00 	18200.00 	17900.00 	17400.00 	16700.00 
EUR_HAB,B5N,FR1	: 	30400.00 	30300.00 	29800.00 	29200.00 	28700.00 	29300.00 	28900.00 	27500.00 	26500.00 	26400.00 	25500.00 	25300.00 	24600.00 	23600.00 
EUR_HAB,B5N,FR10	: 	30400.00 	30300.00 	29800.00 	29200.00 	28700.00 	29300.00 	28900.00 	27500.00 	26500.00 	26400.00 	25500.00 	25300.00 	24600.00 	23600.00 
EUR_HAB,B5N,FR2	: 	20200.00 	19900.00 	19800.00 	19400.00 	19100.00 	19700.00 	19100.00 	18400.00 	17800.00 	17500.00 	16900.00 	16500.00 	16100.00 	15600.00 
EUR_HAB,B5N,FR21	: 	19500.00 	19300.00 	19200.00 	18700.00 	18600.00 	19000.00 	18900.00 	17800.00 	17100.00 	17400.00 	16600.00 	16300.00 	15900.00 	15700.00 
EUR_HAB,B5N,FR22	: 	20100.00 	19900.00 	19700.00 	19400.00 	19100.00 	19900.00 	18600.00 	18400.00 	17900.00 	17500.00 	16900.00 	16400.00 	16000.00 	15600.00 
EUR_HAB,B5N,FR23	: 	20700.00 	20500.00 	20200.00 	19800.00 	19600.00 	20200.00 	19500.00 	18800.00 	18100.00 	17800.00 	17300.00 	16800.00 	16300.00 	15700.00 
EUR_HAB,B5N,FR24	: 	20900.00 	20500.00 	20500.00 	20100.00 	19800.00 	20300.00 	19700.00 	19100.00 	18400.00 	18100.00 	17600.00 	17200.00 	16800.00 	16200.00 
EUR_HAB,B5N,FR25	: 	19200.00 	19000.00 	18800.00 	18600.00 	18300.00 	18600.00 	17900.00 	17300.00 	16700.00 	16400.00 	15900.00 	15400.00 	15100.00 	14500.00 
EUR_HAB,B5N,FR26	: 	20100.00 	19800.00 	19500.00 	19200.00 	18900.00 	19300.00 	19500.00 	18200.00 	17800.00 	17500.00 	16900.00 	16400.00 	16000.00 	15700.00 
EUR_HAB,B5N,FR3	: 	18500.00 	18300.00 	18100.00 	17700.00 	17400.00 	17800.00 	17000.00 	16400.00 	15900.00 	15400.00 	15000.00 	14600.00 	14200.00 	13600.00 
EUR_HAB,B5N,FR30	: 	18500.00 	18300.00 	18100.00 	17700.00 	17400.00 	17800.00 	17000.00 	16400.00 	15900.00 	15400.00 	15000.00 	14600.00 	14200.00 	13600.00 
EUR_HAB,B5N,FR4	: 	20800.00 	20400.00 	20400.00 	19500.00 	19200.00 	19700.00 	19400.00 	18800.00 	18300.00 	18100.00 	17500.00 	17200.00 	16700.00 	15700.00 
EUR_HAB,B5N,FR41	: 	19900.00 	19500.00 	19500.00 	18600.00 	18300.00 	18700.00 	18400.00 	18100.00 	17100.00 	17000.00 	16400.00 	16100.00 	15700.00 	14700.00 
EUR_HAB,B5N,FR42	: 	22300.00 	22000.00 	21900.00 	21000.00 	20700.00 	21200.00 	20800.00 	20100.00 	20000.00 	19800.00 	19200.00 	19000.00 	18500.00 	17200.00 
EUR_HAB,B5N,FR43	: 	20100.00 	19600.00 	19900.00 	19100.00 	18700.00 	19200.00 	18900.00 	18100.00 	17800.00 	17600.00 	17100.00 	16700.00 	16300.00 	15300.00 
EUR_HAB,B5N,FR5	: 	20000.00 	19700.00 	19600.00 	19200.00 	18900.00 	19200.00 	18600.00 	18100.00 	17400.00 	16700.00 	16300.00 	15900.00 	15800.00 	15200.00 
EUR_HAB,B5N,FR51	: 	20200.00 	20000.00 	19700.00 	19500.00 	19200.00 	19400.00 	19000.00 	18400.00 	17500.00 	17000.00 	16500.00 	16200.00 	16000.00 	15400.00 
EUR_HAB,B5N,FR52	: 	20100.00 	19800.00 	19700.00 	19300.00 	19000.00 	19300.00 	18500.00 	18000.00 	17500.00 	16600.00 	16200.00 	15900.00 	15800.00 	15100.00 
EUR_HAB,B5N,FR53	: 	19400.00 	19100.00 	19000.00 	18700.00 	18300.00 	18800.00 	18200.00 	17600.00 	16900.00 	16500.00 	16000.00 	15600.00 	15300.00 	14700.00 
EUR_HAB,B5N,FR6	: 	20400.00 	20200.00 	20100.00 	19600.00 	19300.00 	19600.00 	19300.00 	18700.00 	17900.00 	17100.00 	16600.00 	16300.00 	16000.00 	15400.00 
EUR_HAB,B5N,FR61	: 	20400.00 	20300.00 	20200.00 	19800.00 	19500.00 	19900.00 	19600.00 	18900.00 	18100.00 	17400.00 	16800.00 	16500.00 	16200.00 	15500.00 
EUR_HAB,B5N,FR62	: 	20800.00 	20500.00 	20200.00 	19800.00 	19500.00 	19600.00 	19400.00 	18800.00 	17900.00 	16900.00 	16500.00 	16200.00 	15900.00 	15200.00 
EUR_HAB,B5N,FR63	: 	18900.00 	18700.00 	18700.00 	18300.00 	18000.00 	18700.00 	17900.00 	17900.00 	17400.00 	16800.00 	16300.00 	15900.00 	15500.00 	15000.00 
EUR_HAB,B5N,FR7	: 	22100.00 	21900.00 	21600.00 	21000.00 	20600.00 	21200.00 	20900.00 	20100.00 	19200.00 	18700.00 	18100.00 	17800.00 	17400.00 	16700.00 
EUR_HAB,B5N,FR71	: 	22600.00 	22400.00 	22000.00 	21500.00 	21000.00 	21600.00 	21500.00 	20600.00 	19500.00 	19100.00 	18500.00 	18200.00 	17800.00 	17000.00 
EUR_HAB,B5N,FR72	: 	19900.00 	19700.00 	19300.00 	19000.00 	18600.00 	19200.00 	18400.00 	18000.00 	17500.00 	17000.00 	16400.00 	16000.00 	15600.00 	15100.00 
EUR_HAB,B5N,FR8	: 	20200.00 	20100.00 	19900.00 	19500.00 	19100.00 	19300.00 	18600.00 	18000.00 	17400.00 	16800.00 	16300.00 	16000.00 	15600.00 	14900.00 
EUR_HAB,B5N,FR81	: 	18000.00 	18000.00 	17800.00 	17600.00 	17300.00 	17700.00 	17200.00 	16500.00 	15800.00 	15200.00 	14900.00 	14500.00 	14300.00 	13700.00 
EUR_HAB,B5N,FR82	: 	21400.00 	21200.00 	21100.00 	20500.00 	20100.00 	20300.00 	19400.00 	18900.00 	18300.00 	17700.00 	17200.00 	16800.00 	16400.00 	15700.00 
EUR_HAB,B5N,FR83	: 	19800.00 	19900.00 	18700.00 	18700.00 	18500.00 	18200.00 	17300.00 	16500.00 	15700.00 	15000.00 	14500.00 	14000.00 	13600.00 	13200.00 
EUR_HAB,B5N,FR9	: 	: 	13500.00 	13300.00 	13100.00 	12800.00 	12800.00 	12300.00 	12100.00 	11500.00 	10900.00 	10500.00 	10100.00 	9800.00 	9300.00 
EUR_HAB,B5N,FR91	: 	: 	14800.00 	14500.00 	14200.00 	13600.00 	13600.00 	11800.00 	11900.00 	11100.00 	10600.00 	10000.00 	9500.00 	9100.00 	8600.00 
EUR_HAB,B5N,FR92	: 	: 	16800.00 	16400.00 	16100.00 	15200.00 	14900.00 	15000.00 	14400.00 	13900.00 	13400.00 	12900.00 	12500.00 	12100.00 	11400.00 
EUR_HAB,B5N,FR93	: 	: 	10800.00 	10700.00 	10600.00 	10500.00 	10200.00 	9700.00 	9800.00 	9300.00 	8900.00 	9000.00 	9300.00 	9400.00 	9000.00 
EUR_HAB,B5N,FR94	: 	: 	14100.00 	13900.00 	13600.00 	13600.00 	13800.00 	13700.00 	13400.00 	12600.00 	12000.00 	11400.00 	10900.00 	10400.00 	10000.00 
EUR_HAB,B5N,FRA	: 	14200.00 	14000.00 	13600.00 	13300.00 	13000.00 	13000.00 	12500.00 	12300.00 	11600.00 	11100.00 	10700.00 	10300.00 	9900.00 	9500.00 
EUR_HAB,B5N,FRA1	: 	16600.00 	16200.00 	15700.00 	15300.00 	14700.00 	14700.00 	12800.00 	12800.00 	12000.00 	11400.00 	10800.00 	10200.00 	9800.00 	9300.00 
EUR_HAB,B5N,FRA2	: 	17100.00 	17000.00 	16400.00 	16100.00 	15200.00 	14900.00 	15000.00 	14400.00 	13900.00 	13400.00 	12900.00 	12500.00 	12100.00 	11400.00 
EUR_HAB,B5N,FRA3	: 	11400.00 	11200.00 	10700.00 	10500.00 	10500.00 	10200.00 	9700.00 	9800.00 	9300.00 	8900.00 	9000.00 	9300.00 	9400.00 	9000.00 
EUR_HAB,B5N,FRA4	: 	14600.00 	14400.00 	14100.00 	13600.00 	13600.00 	13800.00 	13700.00 	13400.00 	12600.00 	12000.00 	11400.00 	10900.00 	10400.00 	10000.00 
EUR_HAB,B5N,FRA5	: 	6100.00 	5900.00 	5900.00 	5600.00 	5300.00 	5500.00 	4800.00 	4500.00 	4300.00 	3700.00 	3400.00 	3100.00 	3100.00 	3300.00 
EUR_HAB,B5N,HR	: 	6500.00 	6500.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR_HAB,B5N,HR0	: 	6500.00 	6500.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR_HAB,B5N,HR03	: 	6100.00 	6100.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR_HAB,B5N,HR04	: 	6600.00 	6700.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR_HAB,B5N,HU	: 	5900.00 	5800.00 	5700.00 	5500.00 	5500.00 	6300.00 	6100.00 	5500.00 	5500.00 	5100.00 	4600.00 	4400.00 	3700.00 	3200.00 
EUR_HAB,B5N,HU1	: 	7100.00 	7000.00 	7700.00 	6600.00 	6800.00 	7800.00 	8700.00 	8000.00 	8500.00 	7700.00 	6800.00 	6300.00 	5400.00 	4600.00 
EUR_HAB,B5N,HU10	: 	7100.00 	7000.00 	7700.00 	6600.00 	6800.00 	7800.00 	8700.00 	8000.00 	8500.00 	7700.00 	6800.00 	6300.00 	5400.00 	4600.00 
EUR_HAB,B5N,HU2	: 	5400.00 	5400.00 	5200.00 	5400.00 	5200.00 	6100.00 	5400.00 	4800.00 	4800.00 	4500.00 	4100.00 	4000.00 	3400.00 	3000.00 
EUR_HAB,B5N,HU21	: 	5800.00 	5700.00 	5500.00 	5600.00 	5500.00 	6400.00 	5900.00 	5300.00 	5100.00 	4700.00 	4300.00 	4200.00 	3600.00 	3100.00 
EUR_HAB,B5N,HU22	: 	5700.00 	5700.00 	5500.00 	5600.00 	5400.00 	6400.00 	5600.00 	5000.00 	5100.00 	5000.00 	4400.00 	4400.00 	3700.00 	3400.00 
EUR_HAB,B5N,HU23	: 	4800.00 	4800.00 	4500.00 	4800.00 	4800.00 	5500.00 	4700.00 	4100.00 	4100.00 	3700.00 	3500.00 	3400.00 	2800.00 	2500.00 
EUR_HAB,B5N,HU3	: 	4600.00 	4600.00 	4200.00 	4500.00 	4400.00 	5000.00 	4300.00 	3800.00 	3700.00 	3400.00 	3200.00 	3100.00 	2600.00 	2200.00 
EUR_HAB,B5N,HU31	: 	4300.00 	4400.00 	4200.00 	4500.00 	4500.00 	5000.00 	4200.00 	3800.00 	3700.00 	3400.00 	3100.00 	3000.00 	2600.00 	2200.00 
EUR_HAB,B5N,HU32	: 	4500.00 	4500.00 	4100.00 	4500.00 	4400.00 	4900.00 	4100.00 	3700.00 	3500.00 	3200.00 	3000.00 	2900.00 	2500.00 	2100.00 
EUR_HAB,B5N,HU33	: 	4800.00 	4700.00 	4400.00 	4700.00 	4500.00 	5200.00 	4500.00 	3900.00 	3900.00 	3600.00 	3400.00 	3300.00 	2900.00 	2500.00 
EUR_HAB,B5N,IE	: 	18800.00 	18600.00 	18700.00 	18600.00 	20000.00 	22500.00 	22400.00 	21100.00 	20200.00 	18800.00 	17800.00 	16700.00 	: 	: 
EUR_HAB,B5N,IE0	: 	18800.00 	18600.00 	18700.00 	18600.00 	20000.00 	22500.00 	22400.00 	21100.00 	20200.00 	18800.00 	17800.00 	16700.00 	: 	: 
EUR_HAB,B5N,IE01	: 	15400.00 	15300.00 	15400.00 	15800.00 	16900.00 	18700.00 	18400.00 	17400.00 	16900.00 	16000.00 	15000.00 	13800.00 	: 	: 
EUR_HAB,B5N,IE02	: 	20000.00 	19900.00 	19900.00 	19700.00 	21100.00 	23800.00 	23800.00 	22400.00 	21400.00 	19900.00 	18900.00 	17800.00 	: 	: 
EUR_HAB,B5N,IT	18300.00 	18400.00 	18600.00 	19200.00 	18900.00 	19000.00 	20000.00 	19700.00 	19000.00 	18400.00 	18000.00 	17400.00 	17000.00 	16600.00 	15800.00 
EUR_HAB,B5N,ITC	22700.00 	22800.00 	23100.00 	23700.00 	23300.00 	23300.00 	24700.00 	24300.00 	23500.00 	22700.00 	22200.00 	21300.00 	21000.00 	20500.00 	19600.00 
EUR_HAB,B5N,ITC1	20600.00 	20800.00 	20900.00 	21500.00 	21200.00 	21100.00 	22700.00 	22500.00 	22000.00 	21100.00 	20700.00 	19700.00 	19400.00 	18900.00 	18200.00 
EUR_HAB,B5N,ITC2	20600.00 	20800.00 	21300.00 	21800.00 	21600.00 	21500.00 	22400.00 	22100.00 	21400.00 	20800.00 	20600.00 	20400.00 	20400.00 	19700.00 	19100.00 
EUR_HAB,B5N,ITC3	20200.00 	20200.00 	20300.00 	20800.00 	20400.00 	20900.00 	22000.00 	21700.00 	20600.00 	19800.00 	19300.00 	18700.00 	18500.00 	18200.00 	17200.00 
EUR_HAB,B5N,ITC4	24100.00 	24100.00 	24500.00 	25200.00 	24700.00 	24800.00 	26200.00 	25600.00 	24800.00 	23900.00 	23300.00 	22500.00 	22200.00 	21600.00 	20700.00 
EUR_HAB,B5N,ITF	12600.00 	12700.00 	12800.00 	13200.00 	12900.00 	13200.00 	13800.00 	13700.00 	13200.00 	12800.00 	12500.00 	12300.00 	12000.00 	11600.00 	11000.00 
EUR_HAB,B5N,ITF1	15900.00 	16100.00 	16100.00 	16700.00 	16000.00 	16200.00 	17100.00 	16700.00 	16000.00 	15500.00 	14900.00 	14900.00 	14700.00 	14400.00 	13600.00 
EUR_HAB,B5N,ITF2	14100.00 	14200.00 	14300.00 	14900.00 	14600.00 	14800.00 	15600.00 	15500.00 	14800.00 	13900.00 	13700.00 	13200.00 	12600.00 	12400.00 	11900.00 
EUR_HAB,B5N,ITF3	12200.00 	12300.00 	12300.00 	12800.00 	12800.00 	13000.00 	13600.00 	13500.00 	13100.00 	12800.00 	12500.00 	12300.00 	12100.00 	11800.00 	11100.00 
EUR_HAB,B5N,ITF4	12700.00 	12800.00 	12800.00 	13100.00 	12700.00 	12700.00 	13400.00 	13300.00 	12900.00 	12500.00 	12300.00 	12000.00 	11700.00 	11400.00 	10700.00 
EUR_HAB,B5N,ITF5	12300.00 	12400.00 	12500.00 	12900.00 	12800.00 	13100.00 	13800.00 	13800.00 	13300.00 	12700.00 	12500.00 	12000.00 	11600.00 	11100.00 	10800.00 
EUR_HAB,B5N,ITF6	11400.00 	11500.00 	11600.00 	12100.00 	11800.00 	12200.00 	12600.00 	12500.00 	12100.00 	11600.00 	11300.00 	10900.00 	10400.00 	10000.00 	9500.00 
EUR_HAB,B5N,ITG	12500.00 	12600.00 	12700.00 	13000.00 	13000.00 	13300.00 	13600.00 	13400.00 	13000.00 	12600.00 	12200.00 	11900.00 	11500.00 	11100.00 	10500.00 
EUR_HAB,B5N,ITG1	12100.00 	12200.00 	12300.00 	12700.00 	12700.00 	12900.00 	13300.00 	13000.00 	12700.00 	12200.00 	11900.00 	11500.00 	11100.00 	10700.00 	10200.00 
EUR_HAB,B5N,ITG2	13600.00 	13800.00 	13800.00 	14100.00 	14000.00 	14200.00 	14700.00 	14400.00 	14000.00 	13500.00 	13300.00 	13000.00 	12500.00 	12000.00 	11400.00 
EUR_HAB,B5N,ITH	21600.00 	21800.00 	22000.00 	22500.00 	22100.00 	22200.00 	23400.00 	23200.00 	22300.00 	21600.00 	21200.00 	20600.00 	20300.00 	19800.00 	19200.00 
EUR_HAB,B5N,ITH1	25300.00 	25600.00 	25800.00 	26000.00 	25600.00 	25500.00 	26100.00 	25400.00 	24500.00 	23800.00 	23700.00 	22500.00 	22400.00 	21900.00 	21200.00 
EUR_HAB,B5N,ITH2	21700.00 	21900.00 	22200.00 	22900.00 	22600.00 	22600.00 	23400.00 	22900.00 	21900.00 	21300.00 	21300.00 	21100.00 	20900.00 	20100.00 	19800.00 
EUR_HAB,B5N,ITH3	20600.00 	20700.00 	20900.00 	21600.00 	21100.00 	21100.00 	22200.00 	21900.00 	21200.00 	20500.00 	20100.00 	19500.00 	19000.00 	18600.00 	18000.00 
EUR_HAB,B5N,ITH4	20400.00 	20400.00 	20600.00 	21400.00 	21000.00 	21000.00 	22100.00 	22000.00 	21100.00 	20200.00 	20000.00 	19300.00 	19000.00 	18500.00 	17800.00 
EUR_HAB,B5N,ITH5	22600.00 	22800.00 	23000.00 	23400.00 	23000.00 	23400.00 	24900.00 	24900.00 	23800.00 	22900.00 	22400.00 	22000.00 	21800.00 	21300.00 	20600.00 
EUR_HAB,B5N,ITI	19100.00 	19300.00 	19600.00 	20500.00 	20400.00 	20500.00 	21300.00 	21100.00 	20300.00 	19800.00 	19500.00 	18800.00 	18300.00 	17700.00 	16800.00 
EUR_HAB,B5N,ITI1	19500.00 	19600.00 	19600.00 	20200.00 	20000.00 	20300.00 	21300.00 	21000.00 	20300.00 	19700.00 	19500.00 	18900.00 	18400.00 	17900.00 	17200.00 
EUR_HAB,B5N,ITI2	17700.00 	17900.00 	18100.00 	18900.00 	18500.00 	18500.00 	19500.00 	19200.00 	18600.00 	18200.00 	17800.00 	17000.00 	16700.00 	16500.00 	15900.00 
EUR_HAB,B5N,ITI3	18300.00 	18400.00 	18400.00 	18900.00 	18700.00 	18600.00 	19500.00 	19200.00 	18600.00 	17900.00 	17500.00 	16900.00 	16500.00 	15900.00 	15100.00 
EUR_HAB,B5N,ITI4	19300.00 	19600.00 	20200.00 	21400.00 	21400.00 	21400.00 	22200.00 	22000.00 	21100.00 	20700.00 	20300.00 	19500.00 	18900.00 	18200.00 	17200.00 
EUR_HAB,B5N,LT	: 	7200.00 	6900.00 	6400.00 	5800.00 	5600.00 	6500.00 	5600.00 	5100.00 	4300.00 	3900.00 	: 	: 	: 	: 
EUR_HAB,B5N,LT0	: 	7200.00 	6900.00 	6400.00 	5800.00 	5600.00 	6500.00 	5600.00 	5100.00 	4300.00 	3900.00 	: 	: 	: 	: 
EUR_HAB,B5N,LT00	: 	7200.00 	6900.00 	6400.00 	5800.00 	5600.00 	6500.00 	5600.00 	5100.00 	4300.00 	3900.00 	: 	: 	: 	: 
EUR_HAB,B5N,LV	: 	6100.00 	5600.00 	5200.00 	4900.00 	5300.00 	6800.00 	6000.00 	4500.00 	3500.00 	3000.00 	2700.00 	2500.00 	2300.00 	2100.00 
EUR_HAB,B5N,LV0	: 	6100.00 	5600.00 	5200.00 	4900.00 	5300.00 	6800.00 	6000.00 	4500.00 	3500.00 	3000.00 	2700.00 	2500.00 	2300.00 	2100.00 
EUR_HAB,B5N,LV00	: 	6100.00 	5600.00 	5200.00 	4900.00 	5300.00 	6800.00 	6000.00 	4500.00 	3500.00 	3000.00 	2700.00 	2500.00 	2300.00 	2100.00 
EUR_HAB,B5N,NL	: 	23400.00 	23100.00 	22800.00 	22200.00 	22400.00 	22700.00 	21900.00 	20900.00 	20300.00 	19900.00 	19700.00 	19500.00 	18800.00 	18200.00 
EUR_HAB,B5N,NL1	: 	20000.00 	19700.00 	19600.00 	19000.00 	19300.00 	19600.00 	18600.00 	18000.00 	17500.00 	17200.00 	17000.00 	16800.00 	16300.00 	15800.00 
EUR_HAB,B5N,NL11	: 	19500.00 	19300.00 	19200.00 	18500.00 	18600.00 	18900.00 	18100.00 	17500.00 	16800.00 	16500.00 	16300.00 	16100.00 	15600.00 	15000.00 
EUR_HAB,B5N,NL12	: 	20000.00 	19700.00 	19500.00 	18900.00 	19500.00 	19800.00 	18700.00 	18200.00 	17800.00 	17400.00 	17300.00 	17100.00 	16600.00 	16100.00 
EUR_HAB,B5N,NL13	: 	20600.00 	20300.00 	20200.00 	19800.00 	19700.00 	20300.00 	19000.00 	18200.00 	18000.00 	17600.00 	17400.00 	17300.00 	16700.00 	16200.00 
EUR_HAB,B5N,NL2	: 	22400.00 	22200.00 	21700.00 	21100.00 	21200.00 	21500.00 	20800.00 	19800.00 	19300.00 	18900.00 	18800.00 	18700.00 	18000.00 	17400.00 
EUR_HAB,B5N,NL21	: 	21000.00 	20700.00 	20600.00 	19900.00 	20200.00 	20400.00 	19400.00 	18600.00 	18300.00 	18000.00 	17800.00 	17700.00 	17100.00 	16500.00 
EUR_HAB,B5N,NL22	: 	23100.00 	22800.00 	22100.00 	21500.00 	21600.00 	22000.00 	21500.00 	20400.00 	19800.00 	19400.00 	19200.00 	19000.00 	18400.00 	17700.00 
