nace_r2,sizeclas,isco08,indic_em,geo\time	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 
R,TOTAL,OC9,JOBOCC,HU22	464 p	: 	: 	: 	: 	: 	: 	: 
R,TOTAL,OC9,JOBOCC,HU23	456 p	: 	: 	: 	: 	: 	: 	: 
R,TOTAL,OC9,JOBOCC,HU3	1713 p	: 	: 	: 	: 	: 	: 	: 
R,TOTAL,OC9,JOBOCC,HU31	418 p	: 	: 	: 	: 	: 	: 	: 
R,TOTAL,OC9,JOBOCC,HU32	597 p	: 	: 	: 	: 	: 	: 	: 
R,TOTAL,OC9,JOBOCC,HU33	698 p	: 	: 	: 	: 	: 	: 	: 
R,TOTAL,OC9,JOBOCC,LV	: 	3738 	3330 	3594 	3260 	3538 	3441 	: 
R,TOTAL,OC9,JOBOCC,LV0	3404 	3738 	: 	: 	3260 	3538 	3441 	: 
R,TOTAL,OC9,JOBOCC,LV00	: 	: 	: 	: 	3260 	3538 	3441 	: 
R,TOTAL,OC9,JOBRATE,EL11	: 	: 	: 	: 	: 	0 	0 	: 
R,TOTAL,OC9,JOBRATE,EL12	: 	: 	: 	: 	: 	0 	0 	: 
R,TOTAL,OC9,JOBRATE,EL13	: 	: 	: 	: 	: 	0 	0 	: 
R,TOTAL,OC9,JOBRATE,EL14	: 	: 	: 	: 	: 	0 	0 	: 
R,TOTAL,OC9,JOBRATE,EL21	: 	: 	: 	: 	: 	0 	0 	: 
R,TOTAL,OC9,JOBRATE,EL22	: 	: 	: 	: 	: 	0 	0 	: 
R,TOTAL,OC9,JOBRATE,EL23	: 	: 	: 	: 	: 	49.1 	0 	: 
R,TOTAL,OC9,JOBRATE,EL24	: 	: 	: 	: 	: 	0 	0 	: 
R,TOTAL,OC9,JOBRATE,EL25	: 	: 	: 	: 	: 	0 	0 	: 
R,TOTAL,OC9,JOBRATE,EL30	: 	: 	: 	: 	87.2 	38.5 	18.4 	: 
R,TOTAL,OC9,JOBRATE,EL41	: 	: 	: 	: 	: 	0 	0 	: 
R,TOTAL,OC9,JOBRATE,EL42	: 	: 	: 	: 	: 	53 	10.6 	: 
R,TOTAL,OC9,JOBRATE,EL43	: 	: 	: 	: 	: 	0 	0 	: 
R,TOTAL,OC9,JOBRATE,HU	1.7 p	1.1 p	1.3 p	1 p	1.5 p	1.1 p	1.5 p	: 
R,TOTAL,OC9,JOBRATE,HU1	1.5 p	: 	: 	: 	: 	: 	: 	: 
R,TOTAL,OC9,JOBRATE,HU10	1.5 p	: 	: 	: 	: 	: 	: 	: 
R,TOTAL,OC9,JOBRATE,HU2	1.2 p	: 	: 	: 	: 	: 	: 	: 
R,TOTAL,OC9,JOBRATE,HU21	0.2 p	: 	: 	: 	: 	: 	: 	: 
R,TOTAL,OC9,JOBRATE,HU22	2.9 p	: 	: 	: 	: 	: 	: 	: 
R,TOTAL,OC9,JOBRATE,HU23	0.2 p	: 	: 	: 	: 	: 	: 	: 
R,TOTAL,OC9,JOBRATE,HU3	2.3 p	: 	: 	: 	: 	: 	: 	: 
R,TOTAL,OC9,JOBRATE,HU31	3.2 p	: 	: 	: 	: 	: 	: 	: 
R,TOTAL,OC9,JOBRATE,HU32	2.1 p	: 	: 	: 	: 	: 	: 	: 
R,TOTAL,OC9,JOBRATE,HU33	2.1 p	: 	: 	: 	: 	: 	: 	: 
R,TOTAL,OC9,JOBRATE,LV	: 	0.1 	0.1 	0.2 	0.2 	0.1 	0.4 	: 
R,TOTAL,OC9,JOBRATE,LV0	0.2 	0.1 	: 	: 	0.2 	0.1 	0.4 	: 
R,TOTAL,OC9,JOBRATE,LV00	: 	: 	: 	: 	0.2 	0.1 	0.4 	: 
R,TOTAL,OC9,JOBVAC,EL11	: 	: 	: 	: 	: 	0 	0 	: 
R,TOTAL,OC9,JOBVAC,EL12	: 	: 	: 	: 	: 	0 	0 	: 
R,TOTAL,OC9,JOBVAC,EL13	: 	: 	: 	: 	: 	0 	0 	: 
R,TOTAL,OC9,JOBVAC,EL14	: 	: 	: 	: 	: 	0 	0 	: 
R,TOTAL,OC9,JOBVAC,EL21	: 	: 	: 	: 	: 	0 	0 	: 
R,TOTAL,OC9,JOBVAC,EL22	: 	: 	: 	: 	: 	0 	0 	: 
R,TOTAL,OC9,JOBVAC,EL23	: 	: 	: 	: 	: 	104 	0 	: 
R,TOTAL,OC9,JOBVAC,EL24	: 	: 	: 	: 	: 	0 	0 	: 
R,TOTAL,OC9,JOBVAC,EL25	: 	: 	: 	: 	: 	0 	0 	: 
R,TOTAL,OC9,JOBVAC,EL30	: 	: 	: 	: 	1344 	455 	236 	: 
R,TOTAL,OC9,JOBVAC,EL41	: 	: 	: 	: 	: 	0 	0 	: 
R,TOTAL,OC9,JOBVAC,EL42	: 	: 	: 	: 	: 	210 	39 	: 
R,TOTAL,OC9,JOBVAC,EL43	: 	: 	: 	: 	: 	0 	0 	: 
R,TOTAL,OC9,JOBVAC,HU	86 p	50 p	: c	: c	76 p	55 p	83 p	: 
R,TOTAL,OC9,JOBVAC,HU1	29 p	: 	: 	: 	: 	: 	: 	: 
R,TOTAL,OC9,JOBVAC,HU10	29 p	: 	: 	: 	: 	: 	: 	: 
R,TOTAL,OC9,JOBVAC,HU2	16 p	: 	: 	: 	: 	: 	: 	: 
R,TOTAL,OC9,JOBVAC,HU21	1 p	: 	: 	: 	: 	: 	: 	: 
R,TOTAL,OC9,JOBVAC,HU22	14 p	: 	: 	: 	: 	: 	: 	: 
R,TOTAL,OC9,JOBVAC,HU23	1 p	: 	: 	: 	: 	: 	: 	: 
R,TOTAL,OC9,JOBVAC,HU3	41 p	: 	: 	: 	: 	: 	: 	: 
R,TOTAL,OC9,JOBVAC,HU31	14 p	: 	: 	: 	: 	: 	: 	: 
R,TOTAL,OC9,JOBVAC,HU32	13 p	: 	: 	: 	: 	: 	: 	: 
R,TOTAL,OC9,JOBVAC,HU33	15 p	: 	: 	: 	: 	: 	: 	: 
R,TOTAL,OC9,JOBVAC,LV	: 	5 	5 	6 	5 	4 	13 	: 
R,TOTAL,OC9,JOBVAC,LV0	8 	5 	: 	: 	5 	4 	13 	: 
R,TOTAL,OC9,JOBVAC,LV00	: 	: 	: 	: 	5 	4 	13 	: 
R,TOTAL,TOTAL,CH_Y_Y,AT	-0.1 	0.7 	-0.9 	0.4 	-0.1 	-0.1 	: 	: 
R,TOTAL,TOTAL,CH_Y_Y,BE	0.6 	-0.6 	0.6 	: 	: 	: 	: 	: 
R,TOTAL,TOTAL,CH_Y_Y,BE1	-0.5 	-0.5 	0 	: 	: 	: 	: 	: 
R,TOTAL,TOTAL,CH_Y_Y,BE2	1.6 	-1.2 	1.4 	: 	: 	: 	: 	: 
R,TOTAL,TOTAL,CH_Y_Y,BE3	0.3 	0 	0.1 	: 	: 	: 	: 	: 
R,TOTAL,TOTAL,CH_Y_Y,BG	0.3 p	0 p	-0.1 	-0.1 	-0.1 	-0.1 	: 	: 
R,TOTAL,TOTAL,CH_Y_Y,BG3	0.1 p	0.1 p	-0.2 	0.1 	0 	-0.2 	: 	: 
R,TOTAL,TOTAL,CH_Y_Y,BG31	-0.3 p	0.5 p	-0.4 	0.6 	0 	-0.6 	: 	: 
R,TOTAL,TOTAL,CH_Y_Y,BG32	0.2 p	-0.1 p	0 	0.1 	-0.3 	0.1 	: 	: 
R,TOTAL,TOTAL,CH_Y_Y,BG33	0 p	0.1 p	-0.1 	0.2 	0.1 	-0.2 	: 	: 
R,TOTAL,TOTAL,CH_Y_Y,BG34	0.1 p	0.1 p	-0.2 	-0.3 	0.3 	-0.3 	: 	: 
R,TOTAL,TOTAL,CH_Y_Y,BG4	0.3 p	0 p	-0.1 	-0.2 	-0.3 	0.1 	: 	: 
R,TOTAL,TOTAL,CH_Y_Y,BG41	0.4 p	0.1 p	0.1 	-0.3 	-0.4 	0.5 	: 	: 
R,TOTAL,TOTAL,CH_Y_Y,BG42	-0.1 p	-0.3 p	-0.4 	0.1 	-0.1 	-1.1 	: 	: 
R,TOTAL,TOTAL,CH_Y_Y,CH	: 	: c	: 	: c	: c	: c	: c	: 
R,TOTAL,TOTAL,CH_Y_Y,CY	-0.5 	1.6 	-0.9 	0.3 	0.1 	-3.5 	: 	: 
R,TOTAL,TOTAL,CH_Y_Y,CZ	0.6 	0.1 	0 	0.2 	0 	-0.1 	-0.5 	: 
R,TOTAL,TOTAL,CH_Y_Y,CZ0	0.6 	0.1 	0 	0.2 	0 	-0.1 	-0.5 	: 
R,TOTAL,TOTAL,CH_Y_Y,CZ01	0.5 	-0.2 	0.2 	0.1 	0.1 	-0.6 	0 	: 
R,TOTAL,TOTAL,CH_Y_Y,CZ02	0.6 	0.1 	0.1 	-0.1 	0 	-0.3 	-0.5 	: 
R,TOTAL,TOTAL,CH_Y_Y,CZ03	0.7 	0.4 	-0.6 	0.9 	0.2 	-0.4 	-0.7 	: 
R,TOTAL,TOTAL,CH_Y_Y,CZ04	0.6 	0.2 	0 	0.1 	-0.3 	0.2 	-0.5 	: 
R,TOTAL,TOTAL,CH_Y_Y,CZ05	0.4 	0.4 	-0.1 	0.4 	-0.1 	0.2 	-0.5 	: 
R,TOTAL,TOTAL,CH_Y_Y,CZ06	0.5 	0.3 	0.1 	0.1 	0.1 	-0.1 	-0.6 	: 
R,TOTAL,TOTAL,CH_Y_Y,CZ07	0.8 	0.2 	0 	-0.2 	0.1 	0.2 	-0.6 	: 
R,TOTAL,TOTAL,CH_Y_Y,CZ08	0.7 	0.1 	-0.2 	0 	0.2 	-0.1 	-0.2 	: 
R,TOTAL,TOTAL,CH_Y_Y,DE	0.3 	0.3 	-0.7 	0.4 	0.9 	: c	: 	: 
R,TOTAL,TOTAL,CH_Y_Y,EE	0 	0.3 	-0.3 	0 	-0.1 	-0.1 	-1.8 	: 
R,TOTAL,TOTAL,CH_Y_Y,EL	: c	-1.8 	: c	-6.7 	2.5 	3.7 	: 	: 
R,TOTAL,TOTAL,CH_Y_Y,EL11	: 	: 	: 	: 	: 	0 	: 	: 
R,TOTAL,TOTAL,CH_Y_Y,EL12	: 	: 	: 	: 	0.1 	-1.2 	: 	: 
R,TOTAL,TOTAL,CH_Y_Y,EL13	: 	: 	: 	: 	-3.1 	-7.9 	: 	: 
R,TOTAL,TOTAL,CH_Y_Y,EL14	: 	: 	: 	: 	: 	0 	: 	: 
R,TOTAL,TOTAL,CH_Y_Y,EL21	: 	: 	: 	: 	: 	0 	: 	: 
R,TOTAL,TOTAL,CH_Y_Y,EL22	: 	: 	: 	: 	: 	0 	: 	: 
R,TOTAL,TOTAL,CH_Y_Y,EL23	: 	: 	: 	: 	: 	18.3 	: 	: 
R,TOTAL,TOTAL,CH_Y_Y,EL24	: 	: 	: 	: 	: 	0 	: 	: 
R,TOTAL,TOTAL,CH_Y_Y,EL25	: 	: 	: 	: 	: 	0 	: 	: 
R,TOTAL,TOTAL,CH_Y_Y,EL30	: 	: 	: 	: 	21.3 	6.9 	: 	: 
R,TOTAL,TOTAL,CH_Y_Y,EL41	: 	: 	: 	: 	: 	0 	: 	: 
R,TOTAL,TOTAL,CH_Y_Y,EL42	: 	: 	: 	: 	: 	19 	: 	: 
R,TOTAL,TOTAL,CH_Y_Y,EL43	: 	: 	: 	: 	: 	0 	: 	: 
R,TOTAL,TOTAL,CH_Y_Y,ES	0.1 p	-0.1 	-0.1 	0.1 	-0.2 	0 	: 	: 
R,TOTAL,TOTAL,CH_Y_Y,FI	1.4 	-0.9 	-1.6 b	0.6 	0.9 	-0.3 	: 	: 
R,TOTAL,TOTAL,CH_Y_Y,FI13	: 	: 	: 	: 	-1.4 	-1.3 	: 	: 
R,TOTAL,TOTAL,CH_Y_Y,FI18	: 	: 	: 	: 	-0.3 	0.4 	: 	: 
R,TOTAL,TOTAL,CH_Y_Y,FI19	0.1 	-0.9 	-4 b	1.3 	4.7 	-1.4 	: 	: 
R,TOTAL,TOTAL,CH_Y_Y,FI1A	: 	: 	: 	: 	1.6 	-3.1 	: 	: 
R,TOTAL,TOTAL,CH_Y_Y,FI1B	0.4 	-0.3 	-1.2 b	: 	: 	: 	: 	: 
R,TOTAL,TOTAL,CH_Y_Y,FI1C	2.1 	-0.9 	-1.7 b	: 	: 	: 	: 	: 
R,TOTAL,TOTAL,CH_Y_Y,FI1D	4.9 	-2 	-1.1 b	: 	: 	: 	: 	: 
R,TOTAL,TOTAL,CH_Y_Y,FI2	: 	: 	: 	: 	2.2 	-0.6 	: 	: 
R,TOTAL,TOTAL,CH_Y_Y,FI20	: c	: c	: 	: 	: 	: 	: 	: 
R,TOTAL,TOTAL,CH_Y_Y,FR	: 	: c	: c	: c	: c	: c	: c	: 
R,TOTAL,TOTAL,CH_Y_Y,HR	0 p	0.2 	-0.5 	: 	: 	: 	: 	: 
R,TOTAL,TOTAL,CH_Y_Y,HU	0.1 p	-0.1 p	-0.1 p	-0.1 p	0.1 p	-0.1 p	: 	: 
R,TOTAL,TOTAL,CH_Y_Y,IE	0.4 p	0 	0.1 	-0.1 	-0.2 	0.2 	-0.2 	: 
R,TOTAL,TOTAL,CH_Y_Y,LT	0.1 	-0.1 	0.3 	0.1 	0.1 	-0.2 	-1 	: 
R,TOTAL,TOTAL,CH_Y_Y,LT0	: 	: 	: 	: 	0.1 	-0.2 	-1 	: 
R,TOTAL,TOTAL,CH_Y_Y,LT00	: 	: 	: 	: 	0.1 	-0.2 	-1 	: 
R,TOTAL,TOTAL,CH_Y_Y,LU	-0.2 	0.5 	-0.4 	0.2 	0.3 	0.1 	-0.4 	: 
R,TOTAL,TOTAL,CH_Y_Y,LV	: 	0 	0 	0 	0 	-0.1 	-0.4 	: 
R,TOTAL,TOTAL,CH_Y_Y,LV0	0.2 	0 	: 	: 	0 	-0.1 	-0.4 	: 
R,TOTAL,TOTAL,CH_Y_Y,LV00	: 	: 	: 	: 	0 	-0.1 	-0.4 	: 
R,TOTAL,TOTAL,CH_Y_Y,MK	-0.6 	0.2 	-1 	: 	: 	: 	: 	: 
R,TOTAL,TOTAL,CH_Y_Y,MT	: 	: 	: 	: 	: 	: 	: c	: 
R,TOTAL,TOTAL,CH_Y_Y,NL	0.1 p	0.3 	-0.4 	-0.3 	-0.1 	-0.2 	-0.8 	: 
R,TOTAL,TOTAL,CH_Y_Y,NO	-0.7 p	-0.3 	0.6 	-0.1 	-0.6 	0.1 	: c	: 
R,TOTAL,TOTAL,CH_Y_Y,PL	0 	0.1 	-0.1 	0 	-0.1 	-0.1 	-0.3 	: 
R,TOTAL,TOTAL,CH_Y_Y,PL1	0 	0 	0.1 	0 	-0.3 	-0.1 	-0.1 	: 
R,TOTAL,TOTAL,CH_Y_Y,PL11	-0.3 	-0.1 	0.4 	-0.3 	0.2 	-0.2 	-0.3 	: 
R,TOTAL,TOTAL,CH_Y_Y,PL12	0.1 	0 	-0.1 	0.2 	-0.5 	0 	-0.2 	: 
R,TOTAL,TOTAL,CH_Y_Y,PL2	0.1 	0.1 	-0.1 	-0.1 	0.1 	0 	-0.3 	: 
R,TOTAL,TOTAL,CH_Y_Y,PL21	0 	0.1 	0 	0 	0 	0 	-0.1 	: 
R,TOTAL,TOTAL,CH_Y_Y,PL22	0.1 	0.1 	-0.1 	-0.2 	0.1 	0.1 	-0.6 	: 
R,TOTAL,TOTAL,CH_Y_Y,PL3	0 	0 	-0.1 	-0.1 	0 	-0.1 	-0.1 	: 
R,TOTAL,TOTAL,CH_Y_Y,PL31	0.2 	-0.2 	-0.2 	0.2 	0.2 	-0.4 	0 	: 
R,TOTAL,TOTAL,CH_Y_Y,PL32	-0.1 	0 	-0.1 	-0.1 	0.2 	0 	-0.3 	: 
R,TOTAL,TOTAL,CH_Y_Y,PL33	-0.1 	0.1 	0 	-0.1 	-0.2 	-0.2 	0.1 	: 
R,TOTAL,TOTAL,CH_Y_Y,PL34	-0.1 	0 	-0.2 	-0.4 	-0.5 	0.3 	0.1 	: 
R,TOTAL,TOTAL,CH_Y_Y,PL4	-0.1 	0.2 	0 	-0.2 	0 	0 	-0.9 	: 
R,TOTAL,TOTAL,CH_Y_Y,PL41	-0.1 	0.4 	-0.1 	-0.1 	-0.1 	0 	-1 	: 
R,TOTAL,TOTAL,CH_Y_Y,PL42	0 	-0.2 	0.2 	0.1 	-0.3 	-0.1 	-0.5 	: 
R,TOTAL,TOTAL,CH_Y_Y,PL43	-0.2 	0.2 	0.1 	-1 	0.8 	-0.1 	-0.8 	: 
R,TOTAL,TOTAL,CH_Y_Y,PL5	-0.1 	0 	0.1 	-0.2 	-0.1 	-0.3 	-0.3 	: 
R,TOTAL,TOTAL,CH_Y_Y,PL51	-0.1 	0 	0.1 	-0.3 	-0.1 	-0.3 	-0.2 	: 
R,TOTAL,TOTAL,CH_Y_Y,PL52	0.1 	0 	-0.2 	0.1 	0 	-0.2 	-0.4 	: 
R,TOTAL,TOTAL,CH_Y_Y,PL6	0.1 	0.1 	-0.3 	0.2 	0 	-0.7 	0.3 	: 
R,TOTAL,TOTAL,CH_Y_Y,PL61	0.3 	0.1 	0 	-0.1 	-0.1 	0 	-0.1 	: 
R,TOTAL,TOTAL,CH_Y_Y,PL62	0.2 	-0.2 	-0.5 	0.3 	0.2 	-0.4 	-0.3 	: 
R,TOTAL,TOTAL,CH_Y_Y,PL63	-0.2 	0.3 	-0.3 	0.2 	0 	-1.3 	0.9 	: 
R,TOTAL,TOTAL,CH_Y_Y,PT	0.3 	0.3 	-0.2 	0.1 	-0.1 	-0.2 b	-0.3 	: 
R,TOTAL,TOTAL,CH_Y_Y,RO	0.7 	-0.2 	0.8 	0.1 	-0.1 	0 	-1.4 	: 
R,TOTAL,TOTAL,CH_Y_Y,RO1	0.4 	0.4 	0.2 	-0.1 	-0.2 	0.3 	-0.6 	: 
R,TOTAL,TOTAL,CH_Y_Y,RO11	0.3 	0.2 	0.4 	0.1 	0.1 	-0.1 	-0.7 	: 
R,TOTAL,TOTAL,CH_Y_Y,RO12	0.7 	0.4 	0 	-0.2 	-0.4 	0.5 	-0.4 	: 
R,TOTAL,TOTAL,CH_Y_Y,RO2	0.4 	0.8 	0.4 	-0.3 	0 	0.4 	-1.7 	: 
R,TOTAL,TOTAL,CH_Y_Y,RO21	0.3 	0.6 	0.3 	-0.3 	0.2 	0.7 	-1.4 	: 
R,TOTAL,TOTAL,CH_Y_Y,RO22	0.4 	1.1 	0.5 	-0.1 	-0.3 	0 	-2 	: 
R,TOTAL,TOTAL,CH_Y_Y,RO3	1.2 	-0.9 	1.4 	0.2 	0 	-0.5 	-1.6 	: 
R,TOTAL,TOTAL,CH_Y_Y,RO31	0.9 	0.3 	0.2 	-0.1 	0.2 	-0.5 	-2.5 	: 
R,TOTAL,TOTAL,CH_Y_Y,RO32	1.2 	-1.2 	1.7 	0.3 	-0.1 	-0.5 	-1.5 	: 
R,TOTAL,TOTAL,CH_Y_Y,RO4	0.3 	0 	0 	0.4 	0.3 	0.5 	-0.9 	: 
R,TOTAL,TOTAL,CH_Y_Y,RO41	0.5 	0.3 	-0.4 	0 	-0.3 	0.7 	-1.8 	: 
R,TOTAL,TOTAL,CH_Y_Y,RO42	-0.1 	-0.3 	0.7 	0.4 	1.1 	0.3 	-0.5 	: 
R,TOTAL,TOTAL,CH_Y_Y,SE	0.5 	-0.2 	-0.3 	1 	-0.8 	0.1 	: 	: 
R,TOTAL,TOTAL,CH_Y_Y,SI	0 	0.3 p	0.1 p	0 	-0.1 	0.1 	-0.2 	: 
R,TOTAL,TOTAL,CH_Y_Y,SK	0 	-0.2 	-0.2 	0.2 	-0.2 	0 	-0.3 	: 
R,TOTAL,TOTAL,CH_Y_Y,SK01	-0.1 	0.1 	-0.3 	0.1 	-1.4 	0.5 	-0.9 	: 
R,TOTAL,TOTAL,CH_Y_Y,SK02	-0.1 	0 	-0.1 	0.2 	-0.2 	-0.1 	-0.2 	: 
R,TOTAL,TOTAL,CH_Y_Y,SK03	0.2 	-0.6 	0 	0.2 	0.7 	0 	-0.2 	: 
R,TOTAL,TOTAL,CH_Y_Y,SK04	-0.1 	-0.3 	-0.3 	0.7 	-0.2 	-0.1 	0 	: 
R,TOTAL,TOTAL,CH_Y_Y,UK	0.2 	0.4 	0 	0 	0.1 	-0.1 	-0.1 	: 
R,TOTAL,TOTAL,JOBOCC,AT	: c	: c	: c	: c	: c	: c	: c	: 
R,TOTAL,TOTAL,JOBOCC,BE	29480 	27916 	27910 	30727 b	: 	: 	: 	: 
R,TOTAL,TOTAL,JOBOCC,BE1	6813 	6383 	6787 	6913 b	: 	: 	: 	: 
R,TOTAL,TOTAL,JOBOCC,BE2	12790 	12818 	11635 	13453 b	: 	: 	: 	: 
R,TOTAL,TOTAL,JOBOCC,BE3	9878 	8715 	9488 	10362 b	: 	: 	: 	: 
R,TOTAL,TOTAL,JOBOCC,BG	32348 p	33574 p	34307 	32293 	31859 	34231 	32307 	: 
R,TOTAL,TOTAL,JOBOCC,BG3	13915 p	15678 p	15653 	13030 	13097 	16542 	13293 	: 
R,TOTAL,TOTAL,JOBOCC,BG31	1852 p	1989 p	2057 	2269 	2065 	2396 	2087 	: 
R,TOTAL,TOTAL,JOBOCC,BG32	3212 p	3891 p	3170 	3078 	3049 	3401 	3282 	: 
R,TOTAL,TOTAL,JOBOCC,BG33	4114 p	4714 p	4782 	4145 	4461 	4571 	4023 	: 
R,TOTAL,TOTAL,JOBOCC,BG34	4737 p	5084 p	5644 	3538 	3522 	6174 	3901 	: 
R,TOTAL,TOTAL,JOBOCC,BG4	18433 p	17896 p	18654 	19263 	18762 	17689 	19014 	: 
R,TOTAL,TOTAL,JOBOCC,BG41	13892 p	13422 p	14239 	14921 	14591 	13648 	14452 	: 
R,TOTAL,TOTAL,JOBOCC,BG42	4541 p	4474 p	4415 	4342 	4171 	4041 	4562 	: 
R,TOTAL,TOTAL,JOBOCC,CH	: 	: c	: 	: c	: c	: c	: c	: c
R,TOTAL,TOTAL,JOBOCC,CY	4691 	5181 	4454 	4681 	5076 	5062 	4257 	: 
R,TOTAL,TOTAL,JOBOCC,CZ	61003 	64367 	64274 	60344 	61995 	66421 	66607 	64573 
R,TOTAL,TOTAL,JOBOCC,CZ0	61003 	64367 	64274 	60344 	61995 	66421 	66607 	64573 
R,TOTAL,TOTAL,JOBOCC,CZ01	12765 	12171 	13417 	11922 	11591 	14534 	12129 	14585 
R,TOTAL,TOTAL,JOBOCC,CZ02	5784 	7164 	8417 	7609 	7136 	6258 	6146 	5438 
R,TOTAL,TOTAL,JOBOCC,CZ03	6440 	6542 	5723 	4746 	8427 	10180 	8629 	7851 
R,TOTAL,TOTAL,JOBOCC,CZ04	6680 	6526 	4670 	8577 	7400 	4618 	6738 	6891 
R,TOTAL,TOTAL,JOBOCC,CZ05	8321 	7972 	7371 	6470 	7468 	8448 	9217 	8853 
R,TOTAL,TOTAL,JOBOCC,CZ06	9116 	9648 	10334 	9902 	9684 	9917 	9427 	7444 
R,TOTAL,TOTAL,JOBOCC,CZ07	6107 	6633 	6234 	5007 	4455 	5438 	7254 	5131 
R,TOTAL,TOTAL,JOBOCC,CZ08	5791 	7712 	8109 	6112 	5834 	7029 	7069 	8381 
R,TOTAL,TOTAL,JOBOCC,DE	440722 	402768 	396287 	360769 	360507 	: c	: 	: 
R,TOTAL,TOTAL,JOBOCC,EE	10614 	10213 	10375 	10328 	10188 	10257 	11708 	12741 
R,TOTAL,TOTAL,JOBOCC,EL	: c	11936 	: c	10325 	11995 	12252 	14231 	: 
R,TOTAL,TOTAL,JOBOCC,EL11	: 	: 	: 	: 	278 	597 	462 	: 
R,TOTAL,TOTAL,JOBOCC,EL12	: 	: 	: 	: 	2343 	2472 	2111 	: 
R,TOTAL,TOTAL,JOBOCC,EL13	: 	: 	: 	: 	245 	139 	359 	: 
R,TOTAL,TOTAL,JOBOCC,EL14	: 	: 	: 	: 	873 	545 	571 	: 
R,TOTAL,TOTAL,JOBOCC,EL21	: 	: 	: 	: 	353 	438 	273 	: 
R,TOTAL,TOTAL,JOBOCC,EL22	: 	: 	: 	: 	408 	288 	99 	: 
R,TOTAL,TOTAL,JOBOCC,EL23	: 	: 	: 	: 	427 	548 	684 	: 
R,TOTAL,TOTAL,JOBOCC,EL24	: 	: 	: 	: 	533 	303 	437 	: 
R,TOTAL,TOTAL,JOBOCC,EL25	: 	: 	: 	: 	1198 	1299 	1081 	: 
R,TOTAL,TOTAL,JOBOCC,EL30	: 	: 	: 	: 	4944 	5285 	6147 	: 
R,TOTAL,TOTAL,JOBOCC,EL41	: 	: 	: 	: 	: 	249 	484 	: 
R,TOTAL,TOTAL,JOBOCC,EL42	: 	: 	: 	: 	354 	312 	553 	: 
R,TOTAL,TOTAL,JOBOCC,EL43	: 	: 	: 	: 	562 	446 	485 	: 
R,TOTAL,TOTAL,JOBOCC,ES	193564 p	186199 	183940 	206998 	200333 	191730 	190409 	: 
R,TOTAL,TOTAL,JOBOCC,FI	38218 	37284 	38143 b	36458 	37333 	48715 	39025 	: 
R,TOTAL,TOTAL,JOBOCC,FI13	: 	: 	: 	: 	2128 	2038 	1948 	: 
R,TOTAL,TOTAL,JOBOCC,FI18	: 	: 	: 	: 	23281 	28080 	25961 	: 
R,TOTAL,TOTAL,JOBOCC,FI19	10473 	10692 	8524 b	5635 	6001 	13399 	9184 	: 
R,TOTAL,TOTAL,JOBOCC,FI1A	: 	: 	: 	: 	5036 	4735 	1779 	: 
R,TOTAL,TOTAL,JOBOCC,FI1B	14225 	12830 	12741 b	14108 	: 	: 	: 	: 
R,TOTAL,TOTAL,JOBOCC,FI1C	6260 	6225 	7255 b	8340 	: 	: 	: 	: 
R,TOTAL,TOTAL,JOBOCC,FI1D	7097 	7178 	9622 b	7783 	: 	: 	: 	: 
R,TOTAL,TOTAL,JOBOCC,FI2	: 	: 	: 	: 	887 	464 	153 	: 
R,TOTAL,TOTAL,JOBOCC,FI20	: c	: c	: 	592 	: 	: 	: 	: 
R,TOTAL,TOTAL,JOBOCC,FR	: 	: c	: c	: c	: c	: c	: c	: c
R,TOTAL,TOTAL,JOBOCC,HR	23837 p	22535 	23555 	22066 	: 	: 	: 	: 
R,TOTAL,TOTAL,JOBOCC,HU	40421 p	: c	28994 p	28731 p	: c	: c	: c	: 
R,TOTAL,TOTAL,JOBOCC,HU1	23349 p	: 	: 	: 	: 	: 	: 	: 
R,TOTAL,TOTAL,JOBOCC,HU10	23349 p	: 	: 	: 	: 	: 	: 	: 
R,TOTAL,TOTAL,JOBOCC,HU2	7758 p	: 	: 	: 	: 	: 	: 	: 
R,TOTAL,TOTAL,JOBOCC,HU21	2396 p	: 	: 	: 	: 	: 	: 	: 
R,TOTAL,TOTAL,JOBOCC,HU22	2878 p	: 	: 	: 	: 	: 	: 	: 
R,TOTAL,TOTAL,JOBOCC,HU23	2486 p	: 	: 	: 	: 	: 	: 	: 
R,TOTAL,TOTAL,JOBOCC,HU3	9315 p	: 	: 	: 	: 	: 	: 	: 
R,TOTAL,TOTAL,JOBOCC,HU31	2301 p	: 	: 	: 	: 	: 	: 	: 
R,TOTAL,TOTAL,JOBOCC,HU32	3536 p	: 	: 	: 	: 	: 	: 	: 
R,TOTAL,TOTAL,JOBOCC,HU33	3481 p	: 	: 	: 	: 	: 	: 	: 
R,TOTAL,TOTAL,JOBOCC,IE	: c	: c	: c	: c	: c	: c	: c	: c
R,TOTAL,TOTAL,JOBOCC,LT	26699 	25631 	24662 	24156 	23115 	22622 	23509 	24227 
R,TOTAL,TOTAL,JOBOCC,LT0	: 	: 	: 	: 	23115 	22622 	23509 	24227 
R,TOTAL,TOTAL,JOBOCC,LT00	: 	: 	: 	: 	23115 	22622 	23509 	24227 
R,TOTAL,TOTAL,JOBOCC,LU	2078 	1994 	1875 	1783 	1711 	1620 	1555 	1511 
