"","Cluster","Prob(1)","Prob(2)","Prob(3)","Prob(4)","Prob(5)","Prob(6)","Prob(7)","Prob(8)","Prob(9)","Prob(10)","Prob(11)","Prob(12)","Prob(13)","Prob(14)","Prob(15)","Prob(16)","Prob(17)","Prob(18)","Prob(19)","Prob(20)","Prob(21)","Prob(22)","Prob(23)","Prob(24)","Prob(25)"
"HU22",6,3.10915789137525e-33,8.91770956513829e-44,9.12807383580965e-43,7.80927055433213e-15,3.39288609561445e-15,0.999475382405311,3.79513787203693e-23,1.50508157688206e-16,5.55785478549437e-34,3.27935965940257e-20,2.14245988093757e-76,1.30449803833719e-36,4.18336427804047e-32,2.11584539499274e-10,5.94523729458077e-66,2.07847686858806e-64,5.50927188226307e-31,7.1062276402977e-62,1.42048227996624e-29,2.96792496625636e-09,0.000524614415142012,3.07124940504847e-68,2.58479766151222e-14,4.30587923003776e-61,1.86980844967853e-108
"HU23",6,1.05709057531237e-39,5.94087182907407e-56,2.40849906815568e-52,3.03951594620158e-20,2.07891384307089e-14,0.99998522490033,6.62853806368829e-21,8.97173335176306e-24,5.84863997590306e-48,6.64634445918559e-25,9.94638477902336e-82,1.04978029623511e-33,7.92990180247606e-27,1.00068501468814e-08,5.317777958803e-66,3.12201598498068e-64,3.48932018409883e-24,5.19445924242125e-71,1.6315982471422e-28,1.24215651333696e-05,2.34352766326238e-06,1.34511108610226e-69,2.32356016747101e-15,1.44066308232982e-70,1.19343883433732e-119
"HU31",6,8.38166656633647e-45,6.02949998891613e-59,2.85995009555814e-57,3.14935297666498e-24,8.1127272898833e-15,0.999932144659346,4.43935243497345e-25,1.21190375022024e-27,9.42138757270132e-53,2.18274435410875e-28,1.01181073642453e-87,6.30860565440414e-38,3.75003553457648e-22,2.80049442901688e-07,7.49618316479305e-69,3.01744938274051e-68,3.17377197757181e-22,1.50099930820836e-74,3.04769360254036e-32,5.97542315385665e-05,7.82105966383409e-06,8.66020746208772e-76,1.79521379241681e-18,4.89790374473436e-78,9.74894294035461e-127
"HU32",6,1.18848332445142e-41,2.1570407232773e-57,1.0694714932619e-56,2.07022354690318e-23,3.77379449186496e-15,0.999629826207023,1.62044069673194e-21,1.45944205938665e-24,1.60082875777006e-50,3.4691653243084e-25,5.36167386923263e-81,5.10701014680655e-33,2.28023173250905e-23,1.7489441425099e-09,8.67705011796271e-67,5.34456088024327e-64,5.76954421696376e-22,6.51062365038438e-72,6.0005409345944e-29,0.000337018481569505,3.31535624588408e-05,1.95002770081184e-70,7.4673715486478e-16,1.86001276114475e-72,5.91527048392275e-123
"HU33",6,8.60484000834237e-42,6.98722526677026e-55,2.81837251421021e-54,1.84411699942394e-20,1.90129528622464e-15,0.999984342028029,4.87652978634756e-24,5.28052689004528e-22,3.39749147791881e-47,2.79317875628084e-25,5.42932263530004e-83,2.00882273804185e-37,1.36467972374009e-26,2.39506886472923e-09,6.53633542360353e-71,1.78249455446944e-68,1.26656626123336e-25,1.8807828409836e-70,1.65607427097001e-31,5.21837135150259e-07,1.51337397653185e-05,7.93464177353788e-78,9.09488346057267e-18,5.64769176831312e-72,8.06348593612739e-124
"IE01",5,7.59147149515526e-10,4.28539986493987e-26,3.0946790192115e-15,0.000273778899489212,0.616531552763867,1.49637031670215e-05,3.38849359758695e-06,3.91185185525647e-18,6.50835111676195e-17,1.22381837105843e-05,1.78005783427277e-55,1.97133846186871e-18,1.66533769387438e-13,0.0126253318696301,7.11830727732686e-24,9.08573849967347e-26,8.51331594436762e-12,9.52768770107884e-34,2.56492426044168e-07,6.13987076409979e-07,0.142323003843342,8.46824839537108e-32,0.228214870995864,4.01016319150603e-37,1.84014473980901e-63
"IE02",9,1.27210445240119e-06,3.71096444030832e-10,2.53892910400098e-12,1.76387514194923e-13,3.88499170691711e-16,1.5693662365214e-23,1.06139127136085e-21,2.29847291275658e-18,0.999885444386868,0.000113082893873055,6.77981797060619e-45,5.79148936643905e-30,1.31640808858624e-24,1.92688375863462e-23,9.65562425168971e-26,3.32016214915808e-25,2.12219091515844e-29,4.21491564301782e-19,1.81690756778972e-17,5.69289769988606e-26,2.00108735313762e-07,8.44866258173021e-32,1.32259239077059e-10,6.86243982627393e-25,5.27656966174071e-45
"ITC1",10,9.03874925878407e-08,1.02300295575407e-17,1.34923816821225e-14,0.00125132720746528,4.84470411569732e-09,3.98177941489871e-33,8.27493940505298e-12,2.36585403958874e-14,8.0018832389555e-09,0.998747641046429,1.86800081549555e-37,3.18068789572437e-26,1.06411202577174e-15,1.05044421874452e-23,2.72909158428359e-25,2.54679147145836e-17,3.05995999878378e-15,8.82521292512352e-07,4.59824163739589e-08,1.50834405779295e-35,1.5458327544978e-16,2.02920173757383e-66,5.96431423813827e-17,2.87362836235691e-19,3.65599690310245e-54
"ITC2",4,0.2882980307916,0.000345289862226564,2.78732005807138e-05,0.710786135615125,0.000363916208012502,5.08462430913323e-27,1.16479073109395e-13,9.80960622243236e-12,0.000157301942412198,2.08657913228692e-05,3.69666137923124e-33,2.54170649296957e-23,3.41964689134566e-18,1.86710436679547e-16,1.36790519215981e-14,4.55729457681437e-18,2.62472075098549e-13,1.87028223283609e-07,3.99542641633598e-07,3.11834025948258e-32,1.72378008093667e-18,2.2468932308173e-52,7.64519903917616e-12,7.68946964755251e-15,7.207816897031e-39
"ITC3",4,0.00408861864331064,1.8537288163759e-13,5.45809961249997e-08,0.81625446566243,0.15351893010396,1.01266396230421e-29,8.31886543513366e-08,1.80516751252059e-16,4.90687309008165e-11,0.0017770395068349,3.29092527368903e-35,5.29835366603576e-20,1.02755209571764e-10,2.92742132345816e-15,1.78890345590451e-11,3.01680664946063e-11,4.97819894749568e-06,7.55100727054864e-07,0.0243550748110181,2.69300812933058e-31,6.33954691519791e-19,3.61882799785237e-55,3.05100708874838e-12,9.36163654031487e-18,7.19914660766532e-44
"ITC4",18,6.53948025552512e-15,5.0261462155932e-23,1.68111887461439e-21,1.00998394822537e-20,7.84270282900426e-30,7.61411287937543e-59,5.52584840145171e-28,2.93715937483672e-29,0.000147406262717068,0.0617275735876549,5.3279772964375e-43,1.28064060224347e-43,8.22952121054094e-25,1.3009715471187e-49,5.05667828332489e-34,6.33626043649731e-17,1.91376803000858e-35,0.938125020149622,1.19566930018985e-21,3.00974124826323e-57,6.09209087519869e-24,1.68389784535594e-71,1.49868745165302e-32,1.80883260389085e-21,1.35156253043134e-51
"ITF1",5,2.2876568232463e-14,9.78790432741371e-21,9.74196485043182e-27,2.26766041087552e-05,0.901495469034713,9.97153169033653e-14,4.05363257938771e-10,1.56749938206557e-09,1.05950284413013e-22,2.2482178704244e-07,5.06136344854482e-41,1.26223498029114e-19,3.47658847615451e-05,2.15978579722605e-08,9.64611674488334e-30,2.5802944716249e-28,0.0984467894603606,4.88617358026849e-23,4.67069565050053e-08,8.20150355734812e-17,3.85190103541778e-09,1.44999178523124e-68,6.45687293199269e-11,6.14257925064304e-32,5.53896222276723e-73
"ITF2",5,4.29271137923653e-20,1.37116330786417e-30,3.87126390710743e-29,2.77831045807319e-10,0.951199256387681,3.30749015578392e-12,1.28639858937925e-12,4.00219954997397e-21,3.17855614366384e-32,6.3797562675279e-15,6.97272950354976e-56,4.36285337813039e-23,3.92737855669602e-05,0.000565635638242084,6.75610844057584e-29,2.42486531311117e-32,0.0481958338028584,1.12266326576732e-35,1.96150725671095e-11,1.7502867989726e-13,7.39956422719977e-11,1.64071591382838e-61,9.43376287293813e-12,3.36855375781369e-45,1.2794227482294e-78
"ITF3",13,1.25431962465786e-31,1.58587669718634e-43,3.25524883099521e-43,1.93810345905911e-21,1.0855869970891e-10,1.98407748117916e-15,4.40736404278161e-20,5.94598134915396e-28,5.91266439396716e-35,1.16441665253115e-12,6.33298665479333e-69,9.23038721695936e-34,0.956656099545054,6.56303848699514e-12,8.71014117796363e-46,5.40603328058319e-39,8.84722869990748e-10,8.93314227309107e-41,3.35174106602969e-21,3.49027224736762e-13,0.0433438994535857,1.09328030934815e-70,1.82943620697921e-18,1.12296287223783e-58,8.82678591681054e-99
"ITF4",13,6.06523067532494e-25,9.90367273122086e-36,3.41453441482866e-37,2.78664484388529e-13,0.000108815179599675,2.31555846734439e-10,6.79914468221047e-14,1.12876219627052e-18,1.33446021355867e-30,2.50063108836427e-09,6.56136220707766e-59,1.71502942473914e-26,0.890224037266252,3.13144532795656e-07,8.56127640008793e-41,1.11022409786747e-35,8.25463095051726e-05,1.5999073955696e-35,7.53969913943075e-15,1.85540932183165e-10,0.109584285181767,1.3630501362445e-69,2.61369913420426e-13,2.26421260147111e-49,5.1433792336402e-92
"ITF5",5,5.94342193705634e-23,2.23435494808557e-30,2.32436559537774e-37,1.48543893844327e-10,0.618087412072222,0.000520103447506771,2.55534695580874e-12,1.72891953931829e-12,1.38950320991044e-33,1.89372651828681e-13,1.39499352467304e-52,7.638333854756e-21,0.000440165572036852,0.0101845685469818,7.48926821098786e-39,1.79319599288681e-39,0.370666147142059,1.39104034705196e-39,7.0385182860301e-13,7.38715169777788e-07,0.000100863589122019,2.0191708834724e-68,7.61181017598378e-10,1.77596907518806e-46,1.59657380535581e-90
"ITF6",17,1.03686718972243e-26,2.50721086150153e-35,2.41128367326258e-41,2.19297297474395e-12,0.058354273869429,0.000360873505141832,2.75425704288343e-13,1.70820203555547e-14,5.94445572262681e-36,5.2033368682399e-13,2.22341957449846e-57,1.4914995984718e-23,0.464142243003907,0.00610109978049953,2.25795387258483e-43,2.42652661861983e-41,0.448652519429044,2.69920585484644e-41,9.63731316843954e-15,4.18430158768807e-06,0.0223848060983676,8.82957238224962e-74,9.00848898127253e-12,2.17228024396999e-51,4.23419091020693e-98
"ITG1",13,2.38888357003827e-29,4.72543817050133e-44,3.45041307145805e-37,3.63371823007621e-20,1.61220785739516e-08,1.65324623571955e-16,1.12876985878228e-18,4.88655121043546e-33,8.96524372101474e-35,8.06687092863796e-14,1.58309873773701e-72,2.02439624605268e-33,0.999486564931614,4.25023464905909e-09,1.63589085519153e-38,5.0862368059447e-35,5.84131413173442e-09,4.74654917932596e-41,2.64331835302304e-19,2.24380176739474e-13,0.000513408854453804,4.18516017226043e-62,3.98386443205421e-17,2.68971160644885e-59,9.11617957945569e-92
"ITG2",5,7.0736352181917e-15,6.68043699483985e-31,3.25571658747827e-27,1.41947542152516e-10,0.256081029028733,1.91353530899158e-13,8.12647494301377e-06,1.2541313529122e-20,5.40884256636638e-29,7.7243047258923e-09,7.54567737662458e-48,7.21830113750385e-15,0.000185337634199514,2.70685370619497e-07,3.0769008225755e-22,1.34011860631092e-21,0.743686005258655,1.56689267515834e-31,3.84773997021629e-05,2.96048060267465e-11,1.31188837529512e-08,1.51783566912024e-46,7.32503450581064e-07,5.02843770293597e-38,1.01930586377405e-70
"ITH1",1,0.976623262356759,2.54634344498393e-11,5.51929561139797e-09,8.14107298989437e-08,1.51772881926937e-23,4.15242769714408e-50,2.03242038124525e-16,9.08022493760853e-16,2.90109601074768e-05,7.2566835271147e-09,2.62504352260938e-23,2.62237536134473e-24,2.30789855579523e-51,1.58293938197002e-45,1.4749862864102e-21,3.29600877043057e-17,1.49084230931186e-37,1.98691907359411e-08,1.08862654618174e-10,1.02672546650625e-55,1.45478626102621e-39,4.26330014368781e-49,3.53971615009592e-20,0.0233476124929072,4.62357307232895e-30
"ITH2",1,0.475827365675198,4.22611713158591e-05,1.81099695806601e-14,0.456021390631272,4.5012516597523e-08,1.99428237725028e-30,3.68275163205222e-09,0.0542683788212952,1.87637644622059e-07,0.0126379570836001,4.34919944009489e-17,1.55405122716149e-15,4.10108509267793e-24,3.5627074607539e-26,4.39537722435385e-21,3.37074863646796e-17,2.30666566058723e-13,0.000117133773065571,0.0010495432526669,4.71463041730692e-36,5.46043160635303e-23,1.68680610838282e-62,1.34886967709395e-12,3.57332570738686e-05,3.84608898612326e-44
"ITH3",10,6.76346079233981e-10,8.35213380473484e-17,1.37409053152624e-19,1.94372880624412e-06,1.19055039907443e-13,3.28550299624714e-31,2.91221456706228e-15,1.6338856414666e-10,2.57040997422901e-07,0.999997797378802,2.66249345530141e-36,4.74300999967577e-28,1.30838180280498e-20,1.01761122457427e-27,9.90912515210625e-34,1.25096923378571e-23,2.87658009985318e-21,1.00881940309883e-09,2.68362419032668e-12,5.43997549855216e-35,3.46899232491012e-14,3.10403645007913e-68,1.46625404329846e-17,1.37963334912961e-19,2.86870287255927e-59
"ITH4",4,0.00205001454245893,1.44743246614535e-13,9.91104086734392e-16,0.87853713375731,2.69018900767218e-05,6.3180996685677e-27,2.63613064680924e-05,1.81158925686018e-06,2.34272406858708e-12,0.0362018362563975,7.2911983127249e-25,3.14356446729617e-14,1.90974289356042e-19,3.36730953603339e-21,1.1793176135431e-20,6.71123803395423e-16,8.4953565929405e-10,8.45382492544846e-10,0.0831559388355813,1.93666214823222e-30,1.26391469007294e-19,3.37089158527405e-59,1.19665916147938e-10,5.34578327137914e-12,1.66470573285043e-50
"ITH5",10,0.000480759710752089,8.95130005624875e-14,5.95878913194757e-10,6.32647176154977e-06,9.65314428194589e-12,7.90542905846486e-41,3.40068580445181e-13,2.71121144645713e-18,3.05181681777714e-05,0.806748575564531,3.91986650476384e-33,4.06943061330173e-26,2.54265438530833e-18,4.12131097657047e-29,1.37980693315881e-17,1.09891666526962e-10,1.1294441619279e-17,0.192733519868329,2.99500500319237e-07,9.82630402664288e-42,2.51322103589336e-21,5.82399834340472e-58,4.77509056765562e-18,9.48327465669081e-14,1.72875382977415e-41
"ITI1",10,1.49760154438992e-06,2.9287758512935e-16,2.50165420711618e-15,0.000306178382107858,1.60213429898876e-08,5.44416325281447e-29,1.83730259016138e-10,2.12998914961467e-12,7.04035856928199e-09,0.999691811060055,5.63046346010369e-35,1.38557607472995e-22,2.37854346692618e-16,2.60007691584009e-22,2.85649734935742e-24,1.95876822343512e-17,1.22681537748835e-14,1.99849174107537e-09,4.87710077472671e-07,3.12797493818499e-31,1.50860396776943e-14,4.12127420004536e-59,1.31228794344814e-13,1.83489689379059e-18,3.78333213785391e-53
"ITI2",5,1.59722941048858e-07,6.77637513764215e-18,2.10071591603652e-19,0.371690262402088,0.60583359120177,1.54189676706558e-19,6.60463462986646e-05,3.96799769515724e-08,3.30379613387705e-18,0.000288384546292018,1.83570705181625e-32,1.49789360287736e-14,1.19907168337395e-11,7.01049788445915e-13,2.24622290777985e-22,8.73386013509568e-20,0.00132263134314798,2.84082308552085e-16,0.0207988816996577,1.58151836496114e-22,8.01420380463315e-15,1.27297932497508e-61,3.04511244853391e-09,4.1939178711799e-21,3.32032905788677e-60
"ITI3",4,1.02567008916176e-06,4.91453336302651e-16,5.62117700480074e-18,0.85459777482687,0.122727845287516,1.51128114761228e-19,9.2083172831645e-06,3.2595002431168e-07,9.39641313962189e-15,0.0189173617293803,2.0042088880196e-32,6.23033781169274e-16,1.61226621061456e-11,1.64794471744286e-13,3.75204146237988e-23,1.21586198168045e-19,2.3764930298731e-05,3.91574513624549e-14,0.00372268988057523,8.75077932107471e-23,9.00273717352168e-13,3.93722568837452e-61,3.39072622476231e-09,4.72391136031168e-20,7.10886202034902e-59
"ITI4",10,2.14272257144468e-10,1.62711427946134e-14,9.78250358678197e-20,8.31413982216911e-12,2.24631742225889e-09,2.7064075899978e-30,6.59286530647134e-17,1.12717771543401e-17,8.76254385810989e-09,0.992375095021738,9.90178382768156e-39,8.35300287076983e-28,0.00762356810348045,1.70782218885099e-21,4.46757307742353e-23,2.71089096541603e-16,5.88928514650447e-10,1.31360673534377e-06,4.05642095035082e-11,2.98037772199089e-29,1.14070892467429e-08,8.15193225444417e-61,1.44447258568259e-16,5.56194175550951e-25,1.52039670976236e-55
"LT00",21,1.29178769070286e-18,2.71717435791737e-35,9.31278828997922e-28,3.63112089311698e-09,2.50359778421478e-08,6.38192633008949e-06,1.55497249798633e-10,6.19678529948978e-17,2.72260162264035e-22,2.47305677953844e-07,7.31881242916584e-61,7.22676398682671e-24,1.14372001592946e-19,2.46229471285474e-09,2.05622971174061e-41,4.39938276240325e-37,9.98445998137323e-20,9.40713987353397e-42,2.05398620407825e-14,2.04117959587541e-08,0.9999909388906,9.35457952017309e-46,2.38018068431576e-06,3.37121445674986e-44,5.37738090673333e-82
"LV00",6,5.62408734859394e-31,3.3157861573255e-49,4.83768114295707e-45,4.0452371550231e-20,8.99765445502936e-16,0.914117982345623,1.44139528114303e-16,5.81701507116328e-22,1.77710881091463e-37,1.15578264276528e-17,1.65334636952153e-72,6.09212926121376e-27,2.31178801241247e-28,5.13493522317476e-12,5.48620982342267e-57,2.59846551578152e-53,7.01798497692622e-27,2.55413079546144e-64,1.28537557249499e-23,0.00326515054714296,0.0826168568806309,1.60462195597185e-46,1.02214676765853e-08,3.27046852161343e-60,1.618720215253e-103
"NL11",1,0.999447166311626,6.66030092553834e-13,2.464927680262e-25,5.15382246661925e-24,1.06364443489663e-30,4.16347018138034e-33,4.26796726798585e-13,2.20915081558736e-12,1.60482523714465e-09,6.18818312811277e-08,7.70420553294603e-13,7.52701924176733e-07,1.00487200500396e-53,1.55073084284515e-48,5.7772108139475e-23,3.15570769452288e-17,9.91692635498162e-40,3.16892914254461e-27,5.06011851241459e-10,1.99250456444279e-32,2.51975927198628e-25,0.000255523185017889,2.94482754562219e-05,0.000267045529235332,3.81466936220062e-33
"NL12",22,1.5869133822553e-07,1.61216979468655e-46,2.68954142598146e-27,2.61814859034915e-19,1.07230228558816e-33,4.29157084196711e-36,0.424891665418738,3.85061186857083e-25,2.96778980068912e-26,9.63516357674812e-12,1.53359571240777e-34,2.09492122028207e-05,2.05285391879391e-74,9.39355583678245e-51,2.50790867495623e-32,1.91454066357906e-20,5.37164426079552e-51,2.03114248796042e-48,6.52756451512028e-07,1.51409922546008e-34,3.58130839498296e-35,0.575072278768477,1.42951431570069e-05,2.34736543972111e-16,2.91871165726471e-50
"NL13",22,8.5485730440057e-18,2.77218921795958e-59,2.60625871332578e-33,4.29673381328655e-32,1.61081598244609e-41,4.77581422313495e-48,5.77683957108409e-12,1.0644799922069e-45,7.86607470614287e-39,1.53727914452798e-24,1.04635337115091e-52,3.74090746364205e-17,1.4257338734737e-78,1.19741368166205e-56,4.38962417738261e-33,1.52344595751315e-25,1.50684400777177e-57,3.8520980130906e-60,1.61431726930838e-16,2.01210470872692e-43,8.35647339070308e-46,0.999999999994221,1.73671470866534e-15,2.63458921957211e-32,8.71432838637623e-55
"NL21",22,1.1643689105692e-12,1.32773097930529e-50,1.52840316187013e-31,3.15169200512237e-28,5.97488969951819e-43,2.58826932331892e-45,4.19303363540795e-10,5.1315358399176e-34,4.72727130831958e-29,7.12766460686093e-18,4.84615240557394e-41,1.02849590334949e-13,1.00600983987346e-82,2.9911597967324e-60,8.45324426996663e-37,3.08940612257197e-25,2.62592358181503e-61,3.04587746545807e-53,5.44063308880976e-15,4.80441524780835e-43,1.41534623282462e-41,0.999999999577344,2.07989205722808e-12,1.58868131437945e-21,7.2921119717648e-51
"NL22",22,2.98279420379119e-10,2.7645193426489e-48,6.05863287991751e-29,3.65113697275242e-28,1.04437763824587e-42,1.76461032107958e-50,2.91891006770313e-09,3.0091919129252e-35,1.61772241247705e-26,1.86906095019361e-15,5.99074338628447e-37,4.60414138210212e-13,3.51596326825584e-79,1.57717317297664e-62,1.57338781916663e-31,1.15772567113366e-18,6.34285874375924e-59,4.07534331435256e-46,1.09829585571068e-12,1.15246170671965e-46,5.84574938102814e-43,0.999999996781072,1.7817899789594e-13,2.47695487960768e-17,1.2134953339849e-44
"NL23",22,1.83937011736102e-07,5.96801029077122e-44,1.27161609737215e-27,2.52009629496254e-23,7.2576131199004e-32,2.48108294030276e-41,0.0068711067542245,1.42530080584269e-30,2.19161130696429e-29,3.3937044675736e-14,7.5175617250506e-32,7.02524101574736e-05,2.84568466815011e-65,2.60242061759083e-50,6.0406954659546e-23,4.12270565807852e-14,5.44547165109132e-43,5.58169868152368e-44,1.60393227059399e-05,7.3859096061549e-37,1.46523875898375e-38,0.993042327587095,8.9988730036496e-08,1.17785308551712e-16,1.78399386396421e-44
"NL31",22,1.24839362188666e-07,8.29491876819436e-35,4.07200827990715e-29,1.82883028037961e-33,3.42024560074993e-51,5.42296670127248e-58,7.90459806079148e-19,8.68562628699062e-31,1.467753765161e-18,1.0505517854806e-17,3.2890861400302e-25,8.93914497391537e-17,3.92707645901833e-89,2.71110642309178e-74,3.9604593515762e-33,9.52479396655351e-22,1.36629119319673e-68,5.12416521589972e-40,1.19249969894722e-18,1.29198247174794e-56,1.24069779305715e-48,0.999999762611149,1.61585411330399e-17,1.12549488537534e-07,2.75552207512948e-33
"NL32",22,0.000893994619016412,1.99029115503376e-28,5.48905307753814e-25,1.12672614730081e-30,2.19421038512954e-49,2.73246590198791e-57,1.1474993951062e-17,1.46200573212798e-26,1.62080601336097e-10,1.77861323212828e-11,1.86133348962306e-20,2.68461215437318e-16,2.48938978868429e-83,1.9001004644469e-73,8.92681935093637e-31,4.42771105553366e-17,1.72264802186011e-66,4.84452229689787e-31,1.2656742487656e-16,1.03038601866713e-55,3.95531901427003e-43,0.976017144534371,6.04466828615209e-16,0.0230888606667443,2.4787173299942e-28
"NL33",22,6.14349497512387e-06,1.04629056173775e-36,1.17483012120121e-25,1.35338030154612e-27,1.26360847957583e-42,3.38816383303599e-50,1.71333665420733e-11,4.00514613170695e-29,1.38500354862045e-15,2.92691109997212e-09,9.42411548864408e-29,8.89336140412017e-14,6.98797077467001e-73,1.22405398142571e-63,1.23834908473801e-29,5.08411388971529e-15,6.85893312730227e-58,7.16377884593214e-35,1.01908537208892e-12,1.50638722951627e-46,1.60168394506856e-36,0.999993853163445,1.45865280426782e-12,3.9496229505854e-10,2.67631300214687e-37
"NL34",22,2.79721617306569e-10,5.39680517282218e-52,1.67354042222249e-26,1.68841110569556e-24,6.15102260021068e-41,4.26980702057994e-49,7.0079846189468e-07,4.14960417211998e-36,9.36159047503815e-30,3.25963743006573e-18,7.17671718959539e-41,1.99791614553795e-12,5.27402664336501e-85,5.97527698223968e-60,9.75984879565648e-32,4.02398191364254e-21,2.68147020136373e-60,5.38743210080051e-51,1.18011328144854e-11,5.85804527012306e-47,7.90706700316767e-47,0.999999298907097,9.20059188360192e-13,8.45629118283312e-19,9.61079432783098e-46
"NL41",22,6.04690108339549e-12,6.522474641025e-45,6.23326119274155e-30,4.89856269503036e-33,4.4292648019592e-51,5.60964398063578e-55,4.16732042580385e-18,4.87502567715803e-36,1.39144789291535e-21,1.00222236440337e-17,9.39375649567531e-39,7.55140887165603e-21,5.28024576188672e-89,8.46392097603658e-71,1.56795513063212e-38,1.99288934054849e-25,2.27396779744629e-71,4.06649797469676e-47,9.8071988973747e-21,4.74346538515584e-53,1.09297432527022e-44,0.999999999993953,1.15935049552801e-17,3.22908555828314e-17,8.54187872240426e-43
"NL42",22,2.24900831477405e-05,8.75937379705781e-40,3.10222244347763e-22,1.37479632916985e-18,3.60551519585705e-33,4.2983833796702e-37,0.000162163922609194,4.96626610132527e-25,1.45915340480795e-19,3.82409360404447e-10,8.23534452171462e-35,2.41378952301081e-09,2.95683243675084e-71,8.14232175014329e-50,1.0036784699728e-29,2.44140697849563e-19,1.21559764085141e-51,1.68248879329251e-42,1.55262655445073e-08,3.85651375126523e-36,8.15263083936982e-33,0.999812974297162,2.3533746044868e-06,1.20903928677884e-14,5.3113624402929e-44
"PL11",21,3.69952045889811e-23,2.19228349346088e-39,3.3760993842484e-32,9.87243522716703e-06,2.37583863421001e-10,0.0953040579986182,3.78729693565688e-12,7.1598337216142e-11,4.13113383678485e-24,6.29438771315861e-09,1.21852004864519e-65,4.24044083181509e-28,9.15595345540784e-29,9.11308066216861e-10,2.6589152978999e-56,8.98095613975907e-50,1.02538111932305e-26,2.35742188421937e-48,5.87898392688938e-19,6.06824005084651e-09,0.904686039899412,1.4136316235535e-60,1.60798371434416e-08,1.31196368565484e-47,9.5723245670719e-96
"PL12",10,8.15567667287959e-14,2.94267767502022e-22,2.53771208512245e-25,2.30497132162702e-10,1.99988407708326e-16,6.8196858213198e-16,2.43259490164262e-16,2.78714192969745e-09,1.29596377298254e-07,0.792310323016845,8.62352757032421e-47,6.19685512451143e-28,3.77765997926023e-25,4.10286575907417e-23,1.10089867308746e-44,2.0361586583199e-34,4.38377205764609e-29,4.6781217378475e-26,1.68024319402659e-17,5.37288412845182e-20,0.207689544251507,1.09643215033636e-51,1.17548734318606e-10,6.47377309255643e-30,5.24953368698879e-71
"PL21",21,8.75251152692068e-31,7.5036787074093e-42,5.53783394636444e-45,1.75602581568761e-13,5.16176135074686e-13,0.00345143251798845,7.7625295855087e-18,1.28806941794524e-11,8.15880618729447e-32,1.2029952071446e-12,2.12893601490881e-65,5.12667645570079e-31,9.73326267521145e-22,2.51496606158004e-12,4.66268865484206e-63,4.40372788071757e-55,1.61879165518617e-22,6.6151283905263e-51,1.25169276603634e-23,4.15841008972262e-09,0.99654856330621,1.3519489850693e-74,1.00848197440406e-13,4.60607660200374e-54,3.35723675710391e-108
"PL22",21,7.06319769008434e-23,8.17334175628615e-35,9.49714517455943e-33,4.19106702233005e-08,6.87314359695266e-11,2.93461951837593e-09,5.92231191664913e-15,9.66984469119182e-12,6.14865592754398e-21,6.10243684416931e-06,1.71208693294958e-60,8.59014957438582e-31,3.74251354367327e-19,2.08621993877159e-13,6.22821484036605e-53,9.84474944413712e-44,4.99671777823839e-22,5.07094273914771e-37,6.68931592449082e-19,1.93793757661703e-14,0.999993852638585,1.57414645996174e-69,6.456375435226e-13,2.37733568455123e-44,3.06828196218211e-92
"PL31",21,7.49846066881738e-35,6.44620648969105e-48,4.37369003047763e-49,2.08801056917807e-16,1.30786963568757e-09,0.956467312905924,2.47333081246924e-17,8.9824124172046e-18,8.29473232148854e-42,5.27501449628901e-18,1.53489044074451e-71,9.25947414007242e-30,1.45730195018036e-15,1.48240400037221e-06,7.24845049983232e-60,8.36849661446165e-56,3.07136809194678e-15,3.12638031077717e-58,4.05389712615785e-23,0.000110537521050642,0.043420665861032,7.67444733737488e-74,1.18359836973417e-13,1.21074333151495e-62,6.58453621434278e-114
"PL32",6,1.16289399010779e-43,7.4860867461799e-52,6.06066648138274e-56,5.43283266782697e-21,6.09964066941822e-13,0.990587042522364,8.70502676412497e-27,2.02680119242208e-21,5.82411308586597e-47,1.09171825687049e-24,2.74118824983157e-83,1.59785880300117e-40,1.90009173126816e-16,1.89928119968813e-06,6.82431301799596e-71,1.20418917522972e-68,1.61580742055816e-19,1.03318009827349e-65,1.18589210894851e-32,1.02229792630912e-06,0.00941003589789988,2.83713319101238e-88,2.80701154036622e-20,3.57813132931051e-74,5.98538829208529e-127
"PL33",6,4.98051921800295e-34,1.12703886606779e-50,1.11185603069111e-45,4.30143466844876e-14,2.92230923464538e-13,0.999960962289894,2.56563544287788e-17,9.98300393175362e-18,7.32874405754074e-40,2.30690332320368e-19,1.32901462670583e-75,1.69069001156846e-31,7.47653424889613e-30,1.35097789031184e-09,1.54534732217674e-64,1.37832769987171e-60,3.31996187665187e-26,8.73302997553278e-64,3.56491972791087e-25,2.85255302716134e-07,3.87511029916754e-05,1.8259375683603e-68,4.97918168980094e-13,6.97178083393126e-62,1.09788279993915e-112
"PL34",6,1.02769471972993e-38,1.40536374079211e-49,5.18645800182997e-51,9.2543964734077e-18,1.39117626388669e-10,0.999858996427989,6.65987630087479e-22,4.56768979595758e-20,3.25297005558429e-45,5.21945244132014e-23,7.7868811104298e-78,7.16338526116861e-35,4.3016541245702e-18,1.18130258494109e-05,5.15367825803513e-64,9.25601971541241e-63,1.36763710408136e-17,3.73233551742342e-63,1.31978070507702e-27,2.38044364763765e-06,0.000126809963396485,4.07494727995161e-80,8.71898493956051e-17,3.17522748085936e-68,9.102398249147e-119
