"sex";"unit";"nace_r2";"age";"geo";"X2014"
"T";"THS";"M_N";"Y15-24";"UKL2";4.7
"T";"THS";"M_N";"Y15-24";"UKM";19.4
"T";"THS";"M_N";"Y15-24";"UKM2";5
"T";"THS";"M_N";"Y15-24";"UKM3";10.1
"T";"THS";"M_N";"Y15-24";"UKM5";NA
"T";"THS";"M_N";"Y15-24";"UKM6";NA
"T";"THS";"M_N";"Y15-24";"UKN";7.3
"T";"THS";"M_N";"Y15-24";"UKN0";7.3
"T";"THS";"M_N";"Y25-64";"AT";318.4
"T";"THS";"M_N";"Y25-64";"AT1";162
"T";"THS";"M_N";"Y25-64";"AT11";8.5
"T";"THS";"M_N";"Y25-64";"AT12";63.3
"T";"THS";"M_N";"Y25-64";"AT13";90.2
"T";"THS";"M_N";"Y25-64";"AT2";54
"T";"THS";"M_N";"Y25-64";"AT21";15.8
"T";"THS";"M_N";"Y25-64";"AT22";38.2
"T";"THS";"M_N";"Y25-64";"AT3";102.4
"T";"THS";"M_N";"Y25-64";"AT31";45.6
"T";"THS";"M_N";"Y25-64";"AT32";20.5
"T";"THS";"M_N";"Y25-64";"AT33";23.4
"T";"THS";"M_N";"Y25-64";"AT34";12.9
"T";"THS";"M_N";"Y25-64";"BE";460.1
"T";"THS";"M_N";"Y25-64";"BE1";70.2
"T";"THS";"M_N";"Y25-64";"BE10";70.2
"T";"THS";"M_N";"Y25-64";"BE2";269.5
"T";"THS";"M_N";"Y25-64";"BE21";84.8
"T";"THS";"M_N";"Y25-64";"BE22";30.2
"T";"THS";"M_N";"Y25-64";"BE23";57.4
"T";"THS";"M_N";"Y25-64";"BE24";56.7
"T";"THS";"M_N";"Y25-64";"BE25";40.3
"T";"THS";"M_N";"Y25-64";"BE3";120.4
"T";"THS";"M_N";"Y25-64";"BE31";20.8
"T";"THS";"M_N";"Y25-64";"BE32";37.2
"T";"THS";"M_N";"Y25-64";"BE33";34.9
"T";"THS";"M_N";"Y25-64";"BE34";11.1
"T";"THS";"M_N";"Y25-64";"BE35";16.4
"T";"THS";"M_N";"Y25-64";"BG";188.6
"T";"THS";"M_N";"Y25-64";"BG3";71.7
"T";"THS";"M_N";"Y25-64";"BG31";14.5
"T";"THS";"M_N";"Y25-64";"BG32";12.5
"T";"THS";"M_N";"Y25-64";"BG33";25.8
"T";"THS";"M_N";"Y25-64";"BG34";18.8
"T";"THS";"M_N";"Y25-64";"BG4";116.9
"T";"THS";"M_N";"Y25-64";"BG41";93.1
"T";"THS";"M_N";"Y25-64";"BG42";23.9
"T";"THS";"M_N";"Y25-64";"CY";31
"T";"THS";"M_N";"Y25-64";"CY0";31
"T";"THS";"M_N";"Y25-64";"CY00";31
"T";"THS";"M_N";"Y25-64";"CZ";324
"T";"THS";"M_N";"Y25-64";"CZ0";324
"T";"THS";"M_N";"Y25-64";"CZ01";78.6
"T";"THS";"M_N";"Y25-64";"CZ02";49.5
"T";"THS";"M_N";"Y25-64";"CZ03";27.7
"T";"THS";"M_N";"Y25-64";"CZ04";30.4
"T";"THS";"M_N";"Y25-64";"CZ05";31.8
"T";"THS";"M_N";"Y25-64";"CZ06";49.3
"T";"THS";"M_N";"Y25-64";"CZ07";24.9
"T";"THS";"M_N";"Y25-64";"CZ08";31.8
"T";"THS";"M_N";"Y25-64";"DE";3631.4
"T";"THS";"M_N";"Y25-64";"DE1";428.2
"T";"THS";"M_N";"Y25-64";"DE11";175.7
"T";"THS";"M_N";"Y25-64";"DE12";111.9
"T";"THS";"M_N";"Y25-64";"DE13";79.8
"T";"THS";"M_N";"Y25-64";"DE14";60.8
"T";"THS";"M_N";"Y25-64";"DE2";555.4
"T";"THS";"M_N";"Y25-64";"DE21";277.5
"T";"THS";"M_N";"Y25-64";"DE22";35.4
"T";"THS";"M_N";"Y25-64";"DE23";30.7
"T";"THS";"M_N";"Y25-64";"DE24";36.8
"T";"THS";"M_N";"Y25-64";"DE25";72.9
"T";"THS";"M_N";"Y25-64";"DE26";41
"T";"THS";"M_N";"Y25-64";"DE27";61.2
"T";"THS";"M_N";"Y25-64";"DE3";239.8
"T";"THS";"M_N";"Y25-64";"DE30";239.8
"T";"THS";"M_N";"Y25-64";"DE4";127.1
"T";"THS";"M_N";"Y25-64";"DE40";127.1
"T";"THS";"M_N";"Y25-64";"DE5";35.1
"T";"THS";"M_N";"Y25-64";"DE50";35.1
"T";"THS";"M_N";"Y25-64";"DE6";138.6
"T";"THS";"M_N";"Y25-64";"DE60";138.6
"T";"THS";"M_N";"Y25-64";"DE7";299.6
"T";"THS";"M_N";"Y25-64";"DE71";221.3
"T";"THS";"M_N";"Y25-64";"DE72";36.4
"T";"THS";"M_N";"Y25-64";"DE73";41.8
"T";"THS";"M_N";"Y25-64";"DE8";79.6
"T";"THS";"M_N";"Y25-64";"DE80";79.6
"T";"THS";"M_N";"Y25-64";"DE9";298.1
"T";"THS";"M_N";"Y25-64";"DE91";62.3
"T";"THS";"M_N";"Y25-64";"DE92";95.3
"T";"THS";"M_N";"Y25-64";"DE93";59.8
"T";"THS";"M_N";"Y25-64";"DE94";80.7
"T";"THS";"M_N";"Y25-64";"DEA";758.5
"T";"THS";"M_N";"Y25-64";"DEA1";248.6
"T";"THS";"M_N";"Y25-64";"DEA2";215.3
"T";"THS";"M_N";"Y25-64";"DEA3";93
"T";"THS";"M_N";"Y25-64";"DEA4";64.8
"T";"THS";"M_N";"Y25-64";"DEA5";136.9
"T";"THS";"M_N";"Y25-64";"DEB";143.6
"T";"THS";"M_N";"Y25-64";"DEB1";51.2
"T";"THS";"M_N";"Y25-64";"DEB2";16.6
"T";"THS";"M_N";"Y25-64";"DEB3";75.8
"T";"THS";"M_N";"Y25-64";"DEC";36
"T";"THS";"M_N";"Y25-64";"DEC0";36
"T";"THS";"M_N";"Y25-64";"DED";187.1
"T";"THS";"M_N";"Y25-64";"DED2";75.6
"T";"THS";"M_N";"Y25-64";"DED4";53.9
"T";"THS";"M_N";"Y25-64";"DED5";57.6
"T";"THS";"M_N";"Y25-64";"DEE";95.2
"T";"THS";"M_N";"Y25-64";"DEE0";95.2
"T";"THS";"M_N";"Y25-64";"DEF";128.1
"T";"THS";"M_N";"Y25-64";"DEF0";128.1
"T";"THS";"M_N";"Y25-64";"DEG";81.3
"T";"THS";"M_N";"Y25-64";"DEG0";81.3
"T";"THS";"M_N";"Y25-64";"DK";202.8
"T";"THS";"M_N";"Y25-64";"DK0";202.8
"T";"THS";"M_N";"Y25-64";"DK01";87
"T";"THS";"M_N";"Y25-64";"DK02";26.8
"T";"THS";"M_N";"Y25-64";"DK03";34.2
"T";"THS";"M_N";"Y25-64";"DK04";40.2
"T";"THS";"M_N";"Y25-64";"DK05";14.7
"T";"THS";"M_N";"Y25-64";"EE";39.9
"T";"THS";"M_N";"Y25-64";"EE0";39.9
"T";"THS";"M_N";"Y25-64";"EE00";39.9
"T";"THS";"M_N";"Y25-64";"EL";268
"T";"THS";"M_N";"Y25-64";"EL3";147.3
"T";"THS";"M_N";"Y25-64";"EL30";147.3
"T";"THS";"M_N";"Y25-64";"EL4";23.5
"T";"THS";"M_N";"Y25-64";"EL41";4.2
"T";"THS";"M_N";"Y25-64";"EL42";8.5
"T";"THS";"M_N";"Y25-64";"EL43";10.7
"T";"THS";"M_N";"Y25-64";"EL5";57.4
"T";"THS";"M_N";"Y25-64";"EL51";7.9
"T";"THS";"M_N";"Y25-64";"EL52";39.7
"T";"THS";"M_N";"Y25-64";"EL53";4.3
"T";"THS";"M_N";"Y25-64";"EL54";5.5
"T";"THS";"M_N";"Y25-64";"EL6";39.8
"T";"THS";"M_N";"Y25-64";"EL61";10.1
"T";"THS";"M_N";"Y25-64";"EL62";4.7
"T";"THS";"M_N";"Y25-64";"EL63";9.2
"T";"THS";"M_N";"Y25-64";"EL64";6.5
"T";"THS";"M_N";"Y25-64";"EL65";9.2
"T";"THS";"M_N";"Y25-64";"ES";1679.9
"T";"THS";"M_N";"Y25-64";"ES1";135.4
"T";"THS";"M_N";"Y25-64";"ES11";81
"T";"THS";"M_N";"Y25-64";"ES12";33
"T";"THS";"M_N";"Y25-64";"ES13";21.4
"T";"THS";"M_N";"Y25-64";"ES2";160.4
"T";"THS";"M_N";"Y25-64";"ES21";88.7
"T";"THS";"M_N";"Y25-64";"ES22";18.9
"T";"THS";"M_N";"Y25-64";"ES23";9.1
"T";"THS";"M_N";"Y25-64";"ES24";43.6
"T";"THS";"M_N";"Y25-64";"ES3";375.8
"T";"THS";"M_N";"Y25-64";"ES30";375.8
"T";"THS";"M_N";"Y25-64";"ES4";143.1
"T";"THS";"M_N";"Y25-64";"ES41";69.7
"T";"THS";"M_N";"Y25-64";"ES42";52.5
"T";"THS";"M_N";"Y25-64";"ES43";21
"T";"THS";"M_N";"Y25-64";"ES5";517.8
"T";"THS";"M_N";"Y25-64";"ES51";313.9
"T";"THS";"M_N";"Y25-64";"ES52";159.7
"T";"THS";"M_N";"Y25-64";"ES53";44.2
"T";"THS";"M_N";"Y25-64";"ES6";281.7
"T";"THS";"M_N";"Y25-64";"ES61";240.4
"T";"THS";"M_N";"Y25-64";"ES62";35.9
"T";"THS";"M_N";"Y25-64";"ES63";2.6
"T";"THS";"M_N";"Y25-64";"ES64";2.9
"T";"THS";"M_N";"Y25-64";"ES7";65.6
"T";"THS";"M_N";"Y25-64";"ES70";65.6
"T";"THS";"M_N";"Y25-64";"FI";234.5
"T";"THS";"M_N";"Y25-64";"FI1";233.6
"T";"THS";"M_N";"Y25-64";"FI19";49.1
"T";"THS";"M_N";"Y25-64";"FI1B";98.9
"T";"THS";"M_N";"Y25-64";"FI1C";42.7
"T";"THS";"M_N";"Y25-64";"FI1D";42.9
"T";"THS";"M_N";"Y25-64";"FI2";NA
"T";"THS";"M_N";"Y25-64";"FI20";NA
"T";"THS";"M_N";"Y25-64";"FR";2295
"T";"THS";"M_N";"Y25-64";"FR1";643.7
"T";"THS";"M_N";"Y25-64";"FR10";643.7
"T";"THS";"M_N";"Y25-64";"FR2";283
"T";"THS";"M_N";"Y25-64";"FR21";33.2
"T";"THS";"M_N";"Y25-64";"FR22";53
"T";"THS";"M_N";"Y25-64";"FR23";43
"T";"THS";"M_N";"Y25-64";"FR24";81.6
"T";"THS";"M_N";"Y25-64";"FR25";39.7
"T";"THS";"M_N";"Y25-64";"FR26";32.5
"T";"THS";"M_N";"Y25-64";"FR3";117.6
"T";"THS";"M_N";"Y25-64";"FR30";117.6
"T";"THS";"M_N";"Y25-64";"FR4";149.7
"T";"THS";"M_N";"Y25-64";"FR41";65.6
"T";"THS";"M_N";"Y25-64";"FR42";59.3
"T";"THS";"M_N";"Y25-64";"FR43";24.8
"T";"THS";"M_N";"Y25-64";"FR5";271.2
"T";"THS";"M_N";"Y25-64";"FR51";121.9
"T";"THS";"M_N";"Y25-64";"FR52";97.8
"T";"THS";"M_N";"Y25-64";"FR53";51.5
"T";"THS";"M_N";"Y25-64";"FR6";246.9
"T";"THS";"M_N";"Y25-64";"FR61";110.6
"T";"THS";"M_N";"Y25-64";"FR62";125.2
"T";"THS";"M_N";"Y25-64";"FR63";11.1
"T";"THS";"M_N";"Y25-64";"FR7";273.2
"T";"THS";"M_N";"Y25-64";"FR71";243
"T";"THS";"M_N";"Y25-64";"FR72";30.2
"T";"THS";"M_N";"Y25-64";"FR8";272.9
"T";"THS";"M_N";"Y25-64";"FR81";84.8
"T";"THS";"M_N";"Y25-64";"FR82";183
"T";"THS";"M_N";"Y25-64";"FR83";5.2
"T";"THS";"M_N";"Y25-64";"FRA";36.8
"T";"THS";"M_N";"Y25-64";"FRA1";7.9
"T";"THS";"M_N";"Y25-64";"FRA2";8.2
"T";"THS";"M_N";"Y25-64";"FRA3";4.1
"T";"THS";"M_N";"Y25-64";"FRA4";15.2
"T";"THS";"M_N";"Y25-64";"FRA5";NA
"T";"THS";"M_N";"Y25-64";"HR";87.9
"T";"THS";"M_N";"Y25-64";"HR0";87.9
"T";"THS";"M_N";"Y25-64";"HR03";32.6
"T";"THS";"M_N";"Y25-64";"HR04";55.3
"T";"THS";"M_N";"Y25-64";"HU";280.8
"T";"THS";"M_N";"Y25-64";"HU1";155.9
"T";"THS";"M_N";"Y25-64";"HU10";155.9
"T";"THS";"M_N";"Y25-64";"HU2";58.5
"T";"THS";"M_N";"Y25-64";"HU21";20.8
"T";"THS";"M_N";"Y25-64";"HU22";20.7
"T";"THS";"M_N";"Y25-64";"HU23";17
"T";"THS";"M_N";"Y25-64";"HU3";66.4
"T";"THS";"M_N";"Y25-64";"HU31";20.1
"T";"THS";"M_N";"Y25-64";"HU32";23.4
"T";"THS";"M_N";"Y25-64";"HU33";22.9
"T";"THS";"M_N";"Y25-64";"IE";164.3
"T";"THS";"M_N";"Y25-64";"IE0";164.3
"T";"THS";"M_N";"Y25-64";"IE01";33
"T";"THS";"M_N";"Y25-64";"IE02";131.3
"T";"THS";"M_N";"Y25-64";"IT";2168.6
"T";"THS";"M_N";"Y25-64";"ITC";680.9
"T";"THS";"M_N";"Y25-64";"ITC1";166.9
"T";"THS";"M_N";"Y25-64";"ITC2";5
"T";"THS";"M_N";"Y25-64";"ITC3";60.3
"T";"THS";"M_N";"Y25-64";"ITC4";448.7
"T";"THS";"M_N";"Y25-64";"ITF";385.9
"T";"THS";"M_N";"Y25-64";"ITF1";44.2
"T";"THS";"M_N";"Y25-64";"ITF2";9
"T";"THS";"M_N";"Y25-64";"ITF3";147.2
"T";"THS";"M_N";"Y25-64";"ITF4";118.8
"T";"THS";"M_N";"Y25-64";"ITF5";14.4
"T";"THS";"M_N";"Y25-64";"ITF6";52.3
"T";"THS";"M_N";"Y25-64";"ITG";171.8
"T";"THS";"M_N";"Y25-64";"ITG1";123.6
"T";"THS";"M_N";"Y25-64";"ITG2";48.2
"T";"THS";"M_N";"Y25-64";"ITH";427.1
"T";"THS";"M_N";"Y25-64";"ITH1";16.5
"T";"THS";"M_N";"Y25-64";"ITH2";23.6
"T";"THS";"M_N";"Y25-64";"ITH3";169.2
"T";"THS";"M_N";"Y25-64";"ITH4";44.1
"T";"THS";"M_N";"Y25-64";"ITH5";173.7
"T";"THS";"M_N";"Y25-64";"ITI";503
"T";"THS";"M_N";"Y25-64";"ITI1";137.2
"T";"THS";"M_N";"Y25-64";"ITI2";34
"T";"THS";"M_N";"Y25-64";"ITI3";50
"T";"THS";"M_N";"Y25-64";"ITI4";281.7
"T";"THS";"M_N";"Y25-64";"LT";82.7
"T";"THS";"M_N";"Y25-64";"LT0";82.7
"T";"THS";"M_N";"Y25-64";"LT00";82.7
"T";"THS";"M_N";"Y25-64";"LU";25.1
"T";"THS";"M_N";"Y25-64";"LU0";25.1
"T";"THS";"M_N";"Y25-64";"LU00";25.1
"T";"THS";"M_N";"Y25-64";"LV";55
"T";"THS";"M_N";"Y25-64";"LV0";55
"T";"THS";"M_N";"Y25-64";"LV00";55
"T";"THS";"M_N";"Y25-64";"MT";12.9
"T";"THS";"M_N";"Y25-64";"MT0";12.9
"T";"THS";"M_N";"Y25-64";"MT00";12.9
"T";"THS";"M_N";"Y25-64";"NL";837.5
"T";"THS";"M_N";"Y25-64";"NL1";67.9
"T";"THS";"M_N";"Y25-64";"NL11";23.9
"T";"THS";"M_N";"Y25-64";"NL12";24.3
"T";"THS";"M_N";"Y25-64";"NL13";19.8
"T";"THS";"M_N";"Y25-64";"NL2";167.8
"T";"THS";"M_N";"Y25-64";"NL21";49.7
"T";"THS";"M_N";"Y25-64";"NL22";96.4
"T";"THS";"M_N";"Y25-64";"NL23";21.7
"T";"THS";"M_N";"Y25-64";"NL3";443
"T";"THS";"M_N";"Y25-64";"NL31";68.8
"T";"THS";"M_N";"Y25-64";"NL32";171.4
"T";"THS";"M_N";"Y25-64";"NL33";190.5
"T";"THS";"M_N";"Y25-64";"NL34";12.3
"T";"THS";"M_N";"Y25-64";"NL4";158.8
"T";"THS";"M_N";"Y25-64";"NL41";116.1
"T";"THS";"M_N";"Y25-64";"NL42";42.7
"T";"THS";"M_N";"Y25-64";"PL";907.2
"T";"THS";"M_N";"Y25-64";"PL1";288.5
"T";"THS";"M_N";"Y25-64";"PL11";74.9
"T";"THS";"M_N";"Y25-64";"PL12";213.6
"T";"THS";"M_N";"Y25-64";"PL2";184.7
"T";"THS";"M_N";"Y25-64";"PL21";78.6
"T";"THS";"M_N";"Y25-64";"PL22";106.1
"T";"THS";"M_N";"Y25-64";"PL3";104.6
"T";"THS";"M_N";"Y25-64";"PL31";33
"T";"THS";"M_N";"Y25-64";"PL32";30.6
"T";"THS";"M_N";"Y25-64";"PL33";22.4
"T";"THS";"M_N";"Y25-64";"PL34";18.6
"T";"THS";"M_N";"Y25-64";"PL4";120.3
"T";"THS";"M_N";"Y25-64";"PL41";70.5
"T";"THS";"M_N";"Y25-64";"PL42";31
"T";"THS";"M_N";"Y25-64";"PL43";18.8
"T";"THS";"M_N";"Y25-64";"PL5";100.2
"T";"THS";"M_N";"Y25-64";"PL51";83.7
"T";"THS";"M_N";"Y25-64";"PL52";16.5
"T";"THS";"M_N";"Y25-64";"PL6";108.9
"T";"THS";"M_N";"Y25-64";"PL61";30.4
"T";"THS";"M_N";"Y25-64";"PL62";25.7
"T";"THS";"M_N";"Y25-64";"PL63";52.8
"T";"THS";"M_N";"Y25-64";"PT";310.4
"T";"THS";"M_N";"Y25-64";"PT1";299.6
"T";"THS";"M_N";"Y25-64";"PT11";99.4
"T";"THS";"M_N";"Y25-64";"PT15";16.4
"T";"THS";"M_N";"Y25-64";"PT16";36.3
"T";"THS";"M_N";"Y25-64";"PT17";131.5
"T";"THS";"M_N";"Y25-64";"PT18";15.8
"T";"THS";"M_N";"Y25-64";"PT2";NA
"T";"THS";"M_N";"Y25-64";"PT20";NA
"T";"THS";"M_N";"Y25-64";"PT3";6.8
"T";"THS";"M_N";"Y25-64";"PT30";6.8
"T";"THS";"M_N";"Y25-64";"RO";357.8
"T";"THS";"M_N";"Y25-64";"RO1";63.2
"T";"THS";"M_N";"Y25-64";"RO11";35.5
"T";"THS";"M_N";"Y25-64";"RO12";27.7
"T";"THS";"M_N";"Y25-64";"RO2";60
"T";"THS";"M_N";"Y25-64";"RO21";30.1
"T";"THS";"M_N";"Y25-64";"RO22";29.8
"T";"THS";"M_N";"Y25-64";"RO3";181.4
"T";"THS";"M_N";"Y25-64";"RO31";62
"T";"THS";"M_N";"Y25-64";"RO32";119.4
"T";"THS";"M_N";"Y25-64";"RO4";53.3
"T";"THS";"M_N";"Y25-64";"RO41";26.7
"T";"THS";"M_N";"Y25-64";"RO42";26.6
"T";"THS";"M_N";"Y25-64";"SE";532.1
"T";"THS";"M_N";"Y25-64";"SE1";268.8
"T";"THS";"M_N";"Y25-64";"SE11";195.1
"T";"THS";"M_N";"Y25-64";"SE12";73.6
"T";"THS";"M_N";"Y25-64";"SE2";205.5
"T";"THS";"M_N";"Y25-64";"SE21";26.4
"T";"THS";"M_N";"Y25-64";"SE22";70
"T";"THS";"M_N";"Y25-64";"SE23";109.1
"T";"THS";"M_N";"Y25-64";"SE3";57.8
"T";"THS";"M_N";"Y25-64";"SE31";27.5
"T";"THS";"M_N";"Y25-64";"SE32";13.7
"T";"THS";"M_N";"Y25-64";"SE33";16.6
"T";"THS";"M_N";"Y25-64";"SI";63.8
"T";"THS";"M_N";"Y25-64";"SI0";63.8
"T";"THS";"M_N";"Y25-64";"SI03";29.4
"T";"THS";"M_N";"Y25-64";"SI04";34.4
"T";"THS";"M_N";"Y25-64";"SK";128.4
"T";"THS";"M_N";"Y25-64";"SK0";128.4
"T";"THS";"M_N";"Y25-64";"SK01";34
"T";"THS";"M_N";"Y25-64";"SK02";34.5
"T";"THS";"M_N";"Y25-64";"SK03";23.1
"T";"THS";"M_N";"Y25-64";"SK04";36.8
"T";"THS";"M_N";"Y25-64";"UK";3090
"T";"THS";"M_N";"Y25-64";"UKC";87.9
"T";"THS";"M_N";"Y25-64";"UKC1";36
"T";"THS";"M_N";"Y25-64";"UKC2";51.9
"T";"THS";"M_N";"Y25-64";"UKD";289.3
"T";"THS";"M_N";"Y25-64";"UKD1";17.9
"T";"THS";"M_N";"Y25-64";"UKD3";120.1
"T";"THS";"M_N";"Y25-64";"UKD4";51
"T";"THS";"M_N";"Y25-64";"UKD6";50.2
"T";"THS";"M_N";"Y25-64";"UKD7";50.1
"T";"THS";"M_N";"Y25-64";"UKE";200.2
"T";"THS";"M_N";"Y25-64";"UKE1";25.9
"T";"THS";"M_N";"Y25-64";"UKE2";36.4
"T";"THS";"M_N";"Y25-64";"UKE3";44.7
"T";"THS";"M_N";"Y25-64";"UKE4";93.1
"T";"THS";"M_N";"Y25-64";"UKF";196.6
"T";"THS";"M_N";"Y25-64";"UKF1";85.8
"T";"THS";"M_N";"Y25-64";"UKF2";80.6
"T";"THS";"M_N";"Y25-64";"UKF3";30.2
"T";"THS";"M_N";"Y25-64";"UKG";220.8
"T";"THS";"M_N";"Y25-64";"UKG1";62.8
"T";"THS";"M_N";"Y25-64";"UKG2";56.6
"T";"THS";"M_N";"Y25-64";"UKG3";101.4
"T";"THS";"M_N";"Y25-64";"UKH";305.5
"T";"THS";"M_N";"Y25-64";"UKH1";113.3
"T";"THS";"M_N";"Y25-64";"UKH2";127.9
"T";"THS";"M_N";"Y25-64";"UKH3";64.3
"T";"THS";"M_N";"Y25-64";"UKI";652.2
"T";"THS";"M_N";"Y25-64";"UKI3";113.3
"T";"THS";"M_N";"Y25-64";"UKI4";198.5
"T";"THS";"M_N";"Y25-64";"UKI5";102.2
"T";"THS";"M_N";"Y25-64";"UKI6";96
"T";"THS";"M_N";"Y25-64";"UKI7";142.2
"T";"THS";"M_N";"Y25-64";"UKJ";494.8
"T";"THS";"M_N";"Y25-64";"UKJ1";156
"T";"THS";"M_N";"Y25-64";"UKJ2";158.2
"T";"THS";"M_N";"Y25-64";"UKJ3";97
"T";"THS";"M_N";"Y25-64";"UKJ4";83.6
"T";"THS";"M_N";"Y25-64";"UKK";257.6
"T";"THS";"M_N";"Y25-64";"UKK1";131.7
"T";"THS";"M_N";"Y25-64";"UKK2";49.9
"T";"THS";"M_N";"Y25-64";"UKK3";28.3
"T";"THS";"M_N";"Y25-64";"UKK4";47.6
"T";"THS";"M_N";"Y25-64";"UKL";97.7
"T";"THS";"M_N";"Y25-64";"UKL1";53.3
"T";"THS";"M_N";"Y25-64";"UKL2";44.4
"T";"THS";"M_N";"Y25-64";"UKM";232.9
"T";"THS";"M_N";"Y25-64";"UKM2";99
"T";"THS";"M_N";"Y25-64";"UKM3";87.1
"T";"THS";"M_N";"Y25-64";"UKM5";29.4
"T";"THS";"M_N";"Y25-64";"UKM6";17.4
"T";"THS";"M_N";"Y25-64";"UKN";54.7
"T";"THS";"M_N";"Y25-64";"UKN0";54.7
"T";"THS";"O-Q";"Y15-24";"AT";71.3
"T";"THS";"O-Q";"Y15-24";"AT1";33.5
"T";"THS";"O-Q";"Y15-24";"AT11";NA
"T";"THS";"O-Q";"Y15-24";"AT12";14.4
"T";"THS";"O-Q";"Y15-24";"AT13";16.7
"T";"THS";"O-Q";"Y15-24";"AT2";14.1
"T";"THS";"O-Q";"Y15-24";"AT21";4.4
"T";"THS";"O-Q";"Y15-24";"AT22";9.7
"T";"THS";"O-Q";"Y15-24";"AT3";23.8
"T";"THS";"O-Q";"Y15-24";"AT31";9.9
"T";"THS";"O-Q";"Y15-24";"AT32";3.8
"T";"THS";"O-Q";"Y15-24";"AT33";6.8
"T";"THS";"O-Q";"Y15-24";"AT34";3.3
"T";"THS";"O-Q";"Y15-24";"BE";73.8
"T";"THS";"O-Q";"Y15-24";"BE1";5.3
"T";"THS";"O-Q";"Y15-24";"BE10";5.3
"T";"THS";"O-Q";"Y15-24";"BE2";46.3
"T";"THS";"O-Q";"Y15-24";"BE21";11.5
"T";"THS";"O-Q";"Y15-24";"BE22";7.5
"T";"THS";"O-Q";"Y15-24";"BE23";11.4
"T";"THS";"O-Q";"Y15-24";"BE24";6.6
"T";"THS";"O-Q";"Y15-24";"BE25";9.2
"T";"THS";"O-Q";"Y15-24";"BE3";22.2
"T";"THS";"O-Q";"Y15-24";"BE31";2.2
"T";"THS";"O-Q";"Y15-24";"BE32";7.5
"T";"THS";"O-Q";"Y15-24";"BE33";7.2
"T";"THS";"O-Q";"Y15-24";"BE34";2.1
"T";"THS";"O-Q";"Y15-24";"BE35";3.3
"T";"THS";"O-Q";"Y15-24";"BG";7.1
"T";"THS";"O-Q";"Y15-24";"BG3";NA
"T";"THS";"O-Q";"Y15-24";"BG31";NA
"T";"THS";"O-Q";"Y15-24";"BG32";NA
"T";"THS";"O-Q";"Y15-24";"BG33";NA
"T";"THS";"O-Q";"Y15-24";"BG34";NA
"T";"THS";"O-Q";"Y15-24";"BG4";NA
"T";"THS";"O-Q";"Y15-24";"BG41";NA
"T";"THS";"O-Q";"Y15-24";"BG42";NA
"T";"THS";"O-Q";"Y15-24";"CY";2.6
"T";"THS";"O-Q";"Y15-24";"CY0";2.6
"T";"THS";"O-Q";"Y15-24";"CY00";2.6
"T";"THS";"O-Q";"Y15-24";"CZ";28.3
"T";"THS";"O-Q";"Y15-24";"CZ0";28.3
"T";"THS";"O-Q";"Y15-24";"CZ01";3.1
"T";"THS";"O-Q";"Y15-24";"CZ02";3.9
"T";"THS";"O-Q";"Y15-24";"CZ03";3.2
"T";"THS";"O-Q";"Y15-24";"CZ04";3.4
"T";"THS";"O-Q";"Y15-24";"CZ05";3.7
"T";"THS";"O-Q";"Y15-24";"CZ06";3.7
"T";"THS";"O-Q";"Y15-24";"CZ07";4
"T";"THS";"O-Q";"Y15-24";"CZ08";3.3
"T";"THS";"O-Q";"Y15-24";"DE";916.7
"T";"THS";"O-Q";"Y15-24";"DE1";142.8
"T";"THS";"O-Q";"Y15-24";"DE11";50.7
"T";"THS";"O-Q";"Y15-24";"DE12";39.5
"T";"THS";"O-Q";"Y15-24";"DE13";27.7
"T";"THS";"O-Q";"Y15-24";"DE14";24.9
"T";"THS";"O-Q";"Y15-24";"DE2";152.6
"T";"THS";"O-Q";"Y15-24";"DE21";50.4
"T";"THS";"O-Q";"Y15-24";"DE22";15.2
"T";"THS";"O-Q";"Y15-24";"DE23";14.8
"T";"THS";"O-Q";"Y15-24";"DE24";12.8
"T";"THS";"O-Q";"Y15-24";"DE25";21.1
"T";"THS";"O-Q";"Y15-24";"DE26";17.1
"T";"THS";"O-Q";"Y15-24";"DE27";21.2
"T";"THS";"O-Q";"Y15-24";"DE3";29.4
"T";"THS";"O-Q";"Y15-24";"DE30";29.4
"T";"THS";"O-Q";"Y15-24";"DE4";17.3
"T";"THS";"O-Q";"Y15-24";"DE40";17.3
"T";"THS";"O-Q";"Y15-24";"DE5";5
"T";"THS";"O-Q";"Y15-24";"DE50";5
"T";"THS";"O-Q";"Y15-24";"DE6";20.4
"T";"THS";"O-Q";"Y15-24";"DE60";20.4
"T";"THS";"O-Q";"Y15-24";"DE7";68
"T";"THS";"O-Q";"Y15-24";"DE71";39.6
"T";"THS";"O-Q";"Y15-24";"DE72";14.4
"T";"THS";"O-Q";"Y15-24";"DE73";13.9
"T";"THS";"O-Q";"Y15-24";"DE8";16.1
"T";"THS";"O-Q";"Y15-24";"DE80";16.1
"T";"THS";"O-Q";"Y15-24";"DE9";93.8
"T";"THS";"O-Q";"Y15-24";"DE91";17.5
"T";"THS";"O-Q";"Y15-24";"DE92";24.8
"T";"THS";"O-Q";"Y15-24";"DE93";19.7
"T";"THS";"O-Q";"Y15-24";"DE94";31.8
"T";"THS";"O-Q";"Y15-24";"DEA";203.9
"T";"THS";"O-Q";"Y15-24";"DEA1";55.6
"T";"THS";"O-Q";"Y15-24";"DEA2";49.4
"T";"THS";"O-Q";"Y15-24";"DEA3";33.5
