"sex";"age";"unit";"isco08";"isced11";"mgstatus";"geo";"X2014"
"T";"TOTAL";"THS_PER";"OC0";"ED0-2";"TOTAL";"HR";NA
"T";"TOTAL";"THS_PER";"OC0";"ED3_4";"IMG";"HR";NA
"T";"TOTAL";"THS_PER";"OC0";"ED3_4";"TOTAL";"HR";7.5
"T";"TOTAL";"THS_PER";"OC0";"ED5-8";"IMG";"HR";NA
"T";"TOTAL";"THS_PER";"OC0";"ED5-8";"TOTAL";"HR";NA
"T";"TOTAL";"THS_PER";"OC0";"TOTAL";"IMG";"HR";NA
"T";"TOTAL";"THS_PER";"OC0";"TOTAL";"TOTAL";"HR";12.3
"T";"TOTAL";"THS_PER";"OC1";"ED0-2";"IMG";"HR";NA
"T";"TOTAL";"THS_PER";"OC1";"ED0-2";"TOTAL";"HR";NA
"T";"TOTAL";"THS_PER";"OC1";"ED3_4";"IMG";"HR";NA
"T";"TOTAL";"THS_PER";"OC1";"ED3_4";"TOTAL";"HR";NA
"T";"TOTAL";"THS_PER";"OC1";"ED5-8";"IMG";"HR";NA
"T";"TOTAL";"THS_PER";"OC1";"ED5-8";"TOTAL";"HR";17.2
"T";"TOTAL";"THS_PER";"OC1";"TOTAL";"IMG";"HR";NA
"T";"TOTAL";"THS_PER";"OC1";"TOTAL";"TOTAL";"HR";19.4
"T";"TOTAL";"THS_PER";"OC2";"ED0-2";"IMG";"HR";NA
"T";"TOTAL";"THS_PER";"OC2";"ED0-2";"TOTAL";"HR";NA
"T";"TOTAL";"THS_PER";"OC2";"ED3_4";"IMG";"HR";NA
"T";"TOTAL";"THS_PER";"OC2";"ED3_4";"TOTAL";"HR";10.4
"T";"TOTAL";"THS_PER";"OC2";"ED5-8";"IMG";"HR";34.7
"T";"TOTAL";"THS_PER";"OC2";"ED5-8";"TOTAL";"HR";238.7
"T";"TOTAL";"THS_PER";"OC2";"TOTAL";"IMG";"HR";37
"T";"TOTAL";"THS_PER";"OC2";"TOTAL";"TOTAL";"HR";249.1
"T";"TOTAL";"THS_PER";"OC3";"ED0-2";"IMG";"HR";NA
"T";"TOTAL";"THS_PER";"OC3";"ED0-2";"TOTAL";"HR";NA
"T";"TOTAL";"THS_PER";"OC3";"ED3_4";"IMG";"HR";24.6
"T";"TOTAL";"THS_PER";"OC3";"ED3_4";"TOTAL";"HR";150.6
"T";"TOTAL";"THS_PER";"OC3";"ED5-8";"IMG";"HR";11
"T";"TOTAL";"THS_PER";"OC3";"ED5-8";"TOTAL";"HR";69.3
"T";"TOTAL";"THS_PER";"OC3";"TOTAL";"IMG";"HR";36.3
"T";"TOTAL";"THS_PER";"OC3";"TOTAL";"TOTAL";"HR";223.1
"T";"TOTAL";"THS_PER";"OC4";"ED0-2";"IMG";"HR";NA
"T";"TOTAL";"THS_PER";"OC4";"ED0-2";"TOTAL";"HR";4.7
"T";"TOTAL";"THS_PER";"OC4";"ED3_4";"IMG";"HR";17.2
"T";"TOTAL";"THS_PER";"OC4";"ED3_4";"TOTAL";"HR";123.8
"T";"TOTAL";"THS_PER";"OC4";"ED5-8";"IMG";"HR";5
"T";"TOTAL";"THS_PER";"OC4";"ED5-8";"TOTAL";"HR";20.2
"T";"TOTAL";"THS_PER";"OC4";"TOTAL";"IMG";"HR";23.7
"T";"TOTAL";"THS_PER";"OC4";"TOTAL";"TOTAL";"HR";148.6
"T";"TOTAL";"THS_PER";"OC5";"ED0-2";"IMG";"HR";NA
"T";"TOTAL";"THS_PER";"OC5";"ED0-2";"TOTAL";"HR";13.6
"T";"TOTAL";"THS_PER";"OC5";"ED3_4";"IMG";"HR";36.5
"T";"TOTAL";"THS_PER";"OC5";"ED3_4";"TOTAL";"HR";215.3
"T";"TOTAL";"THS_PER";"OC5";"ED5-8";"IMG";"HR";NA
"T";"TOTAL";"THS_PER";"OC5";"ED5-8";"TOTAL";"HR";14.8
"T";"TOTAL";"THS_PER";"OC5";"TOTAL";"IMG";"HR";42.1
"T";"TOTAL";"THS_PER";"OC5";"TOTAL";"TOTAL";"HR";243.7
"T";"TOTAL";"THS_PER";"OC6";"ED0-2";"IMG";"HR";NA
"T";"TOTAL";"THS_PER";"OC6";"ED0-2";"TOTAL";"HR";NA
"T";"TOTAL";"THS_PER";"OC6";"ED3_4";"IMG";"HR";NA
"T";"TOTAL";"THS_PER";"OC6";"ED3_4";"TOTAL";"HR";NA
"T";"TOTAL";"THS_PER";"OC6";"ED5-8";"IMG";"HR";NA
"T";"TOTAL";"THS_PER";"OC6";"ED5-8";"TOTAL";"HR";NA
"T";"TOTAL";"THS_PER";"OC6";"TOTAL";"IMG";"HR";NA
"T";"TOTAL";"THS_PER";"OC6";"TOTAL";"TOTAL";"HR";5.7
"T";"TOTAL";"THS_PER";"OC7";"ED0-2";"IMG";"HR";5.4
"T";"TOTAL";"THS_PER";"OC7";"ED0-2";"TOTAL";"HR";15.7
"T";"TOTAL";"THS_PER";"OC7";"ED3_4";"IMG";"HR";27.2
"T";"TOTAL";"THS_PER";"OC7";"ED3_4";"TOTAL";"HR";161.2
"T";"TOTAL";"THS_PER";"OC7";"ED5-8";"IMG";"HR";NA
"T";"TOTAL";"THS_PER";"OC7";"ED5-8";"TOTAL";"HR";5.4
"T";"TOTAL";"THS_PER";"OC7";"TOTAL";"IMG";"HR";33
"T";"TOTAL";"THS_PER";"OC7";"TOTAL";"TOTAL";"HR";182.3
"T";"TOTAL";"THS_PER";"OC8";"ED0-2";"IMG";"HR";5.9
"T";"TOTAL";"THS_PER";"OC8";"ED0-2";"TOTAL";"HR";19.3
"T";"TOTAL";"THS_PER";"OC8";"ED3_4";"IMG";"HR";17.1
"T";"TOTAL";"THS_PER";"OC8";"ED3_4";"TOTAL";"HR";103.8
"T";"TOTAL";"THS_PER";"OC8";"ED5-8";"IMG";"HR";NA
"T";"TOTAL";"THS_PER";"OC8";"ED5-8";"TOTAL";"HR";NA
"T";"TOTAL";"THS_PER";"OC8";"TOTAL";"IMG";"HR";23
"T";"TOTAL";"THS_PER";"OC8";"TOTAL";"TOTAL";"HR";124.8
"T";"TOTAL";"THS_PER";"OC9";"ED0-2";"IMG";"HR";9.7
"T";"TOTAL";"THS_PER";"OC9";"ED0-2";"TOTAL";"HR";45.6
"T";"TOTAL";"THS_PER";"OC9";"ED3_4";"IMG";"HR";11.6
"T";"TOTAL";"THS_PER";"OC9";"ED3_4";"TOTAL";"HR";52.8
"T";"TOTAL";"THS_PER";"OC9";"ED5-8";"IMG";"HR";NA
"T";"TOTAL";"THS_PER";"OC9";"ED5-8";"TOTAL";"HR";NA
"T";"TOTAL";"THS_PER";"OC9";"TOTAL";"IMG";"HR";22.4
"T";"TOTAL";"THS_PER";"OC9";"TOTAL";"TOTAL";"HR";102
"T";"TOTAL";"THS_PER";"TOTAL";"ED0-2";"IMG";"HR";26.8
"T";"TOTAL";"THS_PER";"TOTAL";"ED0-2";"TOTAL";"HR";105
"T";"TOTAL";"THS_PER";"TOTAL";"ED3_4";"IMG";"HR";138.2
"T";"TOTAL";"THS_PER";"TOTAL";"ED3_4";"TOTAL";"HR";832.2
"T";"TOTAL";"THS_PER";"TOTAL";"ED5-8";"IMG";"HR";61
"T";"TOTAL";"THS_PER";"TOTAL";"ED5-8";"TOTAL";"HR";375.7
"T";"TOTAL";"THS_PER";"TOTAL";"TOTAL";"IMG";"HR";225.9
"T";"TOTAL";"THS_PER";"TOTAL";"TOTAL";"TOTAL";"HR";1312.9
"T";"TOTAL";"THS_PER";"OC0";"ED0-2";"IMG";"HU";NA
"T";"TOTAL";"THS_PER";"OC0";"ED0-2";"TOTAL";"HU";NA
"T";"TOTAL";"THS_PER";"OC0";"ED3_4";"IMG";"HU";NA
"T";"TOTAL";"THS_PER";"OC0";"ED3_4";"TOTAL";"HU";12.7
"T";"TOTAL";"THS_PER";"OC0";"ED5-8";"IMG";"HU";NA
"T";"TOTAL";"THS_PER";"OC0";"ED5-8";"TOTAL";"HU";5.8
"T";"TOTAL";"THS_PER";"OC0";"TOTAL";"IMG";"HU";NA
"T";"TOTAL";"THS_PER";"OC0";"TOTAL";"TOTAL";"HU";18.6
"T";"TOTAL";"THS_PER";"OC1";"ED0-2";"IMG";"HU";NA
"T";"TOTAL";"THS_PER";"OC1";"ED0-2";"TOTAL";"HU";NA
"T";"TOTAL";"THS_PER";"OC1";"ED3_4";"IMG";"HU";NA
"T";"TOTAL";"THS_PER";"OC1";"ED3_4";"TOTAL";"HU";58.5
"T";"TOTAL";"THS_PER";"OC1";"ED5-8";"IMG";"HU";5.8
"T";"TOTAL";"THS_PER";"OC1";"ED5-8";"TOTAL";"HU";104.2
"T";"TOTAL";"THS_PER";"OC1";"TOTAL";"IMG";"HU";6.7
"T";"TOTAL";"THS_PER";"OC1";"TOTAL";"TOTAL";"HU";163.4
"T";"TOTAL";"THS_PER";"OC2";"ED0-2";"IMG";"HU";NA
"T";"TOTAL";"THS_PER";"OC2";"ED0-2";"TOTAL";"HU";NA
"T";"TOTAL";"THS_PER";"OC2";"ED3_4";"IMG";"HU";NA
"T";"TOTAL";"THS_PER";"OC2";"ED3_4";"TOTAL";"HU";23.8
"T";"TOTAL";"THS_PER";"OC2";"ED5-8";"IMG";"HU";22.4
"T";"TOTAL";"THS_PER";"OC2";"ED5-8";"TOTAL";"HU";526.1
"T";"TOTAL";"THS_PER";"OC2";"TOTAL";"IMG";"HU";23.1
"T";"TOTAL";"THS_PER";"OC2";"TOTAL";"TOTAL";"HU";550.5
"T";"TOTAL";"THS_PER";"OC3";"ED0-2";"IMG";"HU";NA
"T";"TOTAL";"THS_PER";"OC3";"ED0-2";"TOTAL";"HU";5.2
"T";"TOTAL";"THS_PER";"OC3";"ED3_4";"IMG";"HU";11.2
"T";"TOTAL";"THS_PER";"OC3";"ED3_4";"TOTAL";"HU";367.9
"T";"TOTAL";"THS_PER";"OC3";"ED5-8";"IMG";"HU";4.7
"T";"TOTAL";"THS_PER";"OC3";"ED5-8";"TOTAL";"HU";177.9
"T";"TOTAL";"THS_PER";"OC3";"TOTAL";"IMG";"HU";16.6
"T";"TOTAL";"THS_PER";"OC3";"TOTAL";"TOTAL";"HU";551
"T";"TOTAL";"THS_PER";"OC4";"ED0-2";"IMG";"HU";NA
"T";"TOTAL";"THS_PER";"OC4";"ED0-2";"TOTAL";"HU";10
"T";"TOTAL";"THS_PER";"OC4";"ED3_4";"IMG";"HU";6.8
"T";"TOTAL";"THS_PER";"OC4";"ED3_4";"TOTAL";"HU";231.7
"T";"TOTAL";"THS_PER";"OC4";"ED5-8";"IMG";"HU";3.2
"T";"TOTAL";"THS_PER";"OC4";"ED5-8";"TOTAL";"HU";56.5
"T";"TOTAL";"THS_PER";"OC4";"TOTAL";"IMG";"HU";10.2
"T";"TOTAL";"THS_PER";"OC4";"TOTAL";"TOTAL";"HU";298.2
"T";"TOTAL";"THS_PER";"OC5";"ED0-2";"IMG";"HU";3.1
"T";"TOTAL";"THS_PER";"OC5";"ED0-2";"TOTAL";"HU";50.3
"T";"TOTAL";"THS_PER";"OC5";"ED3_4";"IMG";"HU";14.2
"T";"TOTAL";"THS_PER";"OC5";"ED3_4";"TOTAL";"HU";430.2
"T";"TOTAL";"THS_PER";"OC5";"ED5-8";"IMG";"HU";NA
"T";"TOTAL";"THS_PER";"OC5";"ED5-8";"TOTAL";"HU";34.3
"T";"TOTAL";"THS_PER";"OC5";"TOTAL";"IMG";"HU";19
"T";"TOTAL";"THS_PER";"OC5";"TOTAL";"TOTAL";"HU";514.8
"T";"TOTAL";"THS_PER";"OC6";"ED0-2";"IMG";"HU";NA
"T";"TOTAL";"THS_PER";"OC6";"ED0-2";"TOTAL";"HU";11.2
"T";"TOTAL";"THS_PER";"OC6";"ED3_4";"IMG";"HU";NA
"T";"TOTAL";"THS_PER";"OC6";"ED3_4";"TOTAL";"HU";27.9
"T";"TOTAL";"THS_PER";"OC6";"ED5-8";"IMG";"HU";NA
"T";"TOTAL";"THS_PER";"OC6";"ED5-8";"TOTAL";"HU";NA
"T";"TOTAL";"THS_PER";"OC6";"TOTAL";"IMG";"HU";NA
"T";"TOTAL";"THS_PER";"OC6";"TOTAL";"TOTAL";"HU";39.9
"T";"TOTAL";"THS_PER";"OC7";"ED0-2";"IMG";"HU";NA
"T";"TOTAL";"THS_PER";"OC7";"ED0-2";"TOTAL";"HU";35.6
"T";"TOTAL";"THS_PER";"OC7";"ED3_4";"IMG";"HU";14.3
"T";"TOTAL";"THS_PER";"OC7";"ED3_4";"TOTAL";"HU";482.6
"T";"TOTAL";"THS_PER";"OC7";"ED5-8";"IMG";"HU";NA
"T";"TOTAL";"THS_PER";"OC7";"ED5-8";"TOTAL";"HU";9
"T";"TOTAL";"THS_PER";"OC7";"TOTAL";"IMG";"HU";17.3
"T";"TOTAL";"THS_PER";"OC7";"TOTAL";"TOTAL";"HU";527.1
"T";"TOTAL";"THS_PER";"OC8";"ED0-2";"IMG";"HU";NA
"T";"TOTAL";"THS_PER";"OC8";"ED0-2";"TOTAL";"HU";121.5
"T";"TOTAL";"THS_PER";"OC8";"ED3_4";"IMG";"HU";10.5
"T";"TOTAL";"THS_PER";"OC8";"ED3_4";"TOTAL";"HU";396.7
"T";"TOTAL";"THS_PER";"OC8";"ED5-8";"IMG";"HU";NA
"T";"TOTAL";"THS_PER";"OC8";"ED5-8";"TOTAL";"HU";10.2
"T";"TOTAL";"THS_PER";"OC8";"TOTAL";"IMG";"HU";12.2
"T";"TOTAL";"THS_PER";"OC8";"TOTAL";"TOTAL";"HU";528.4
"T";"TOTAL";"THS_PER";"OC9";"ED0-2";"IMG";"HU";4.7
"T";"TOTAL";"THS_PER";"OC9";"ED0-2";"TOTAL";"HU";189.5
"T";"TOTAL";"THS_PER";"OC9";"ED3_4";"IMG";"HU";8.8
"T";"TOTAL";"THS_PER";"OC9";"ED3_4";"TOTAL";"HU";208.2
"T";"TOTAL";"THS_PER";"OC9";"ED5-8";"IMG";"HU";NA
"T";"TOTAL";"THS_PER";"OC9";"ED5-8";"TOTAL";"HU";5.7
"T";"TOTAL";"THS_PER";"OC9";"TOTAL";"IMG";"HU";13.5
"T";"TOTAL";"THS_PER";"OC9";"TOTAL";"TOTAL";"HU";403.3
"T";"TOTAL";"THS_PER";"TOTAL";"ED0-2";"IMG";"HU";11.7
"T";"TOTAL";"THS_PER";"TOTAL";"ED0-2";"TOTAL";"HU";424.8
"T";"TOTAL";"THS_PER";"TOTAL";"ED3_4";"IMG";"HU";68.2
"T";"TOTAL";"THS_PER";"TOTAL";"ED3_4";"TOTAL";"HU";2240.2
"T";"TOTAL";"THS_PER";"TOTAL";"ED5-8";"IMG";"HU";39.8
"T";"TOTAL";"THS_PER";"TOTAL";"ED5-8";"TOTAL";"HU";930.3
"T";"TOTAL";"THS_PER";"TOTAL";"TOTAL";"IMG";"HU";119.7
"T";"TOTAL";"THS_PER";"TOTAL";"TOTAL";"TOTAL";"HU";3595.3
"T";"TOTAL";"THS_PER";"OC0";"ED0-2";"IMG";"IT";4.1
"T";"TOTAL";"THS_PER";"OC0";"ED0-2";"TOTAL";"IT";49
"T";"TOTAL";"THS_PER";"OC0";"ED3_4";"IMG";"IT";7.5
"T";"TOTAL";"THS_PER";"OC0";"ED3_4";"TOTAL";"IT";156.6
"T";"TOTAL";"THS_PER";"OC0";"ED5-8";"IMG";"IT";NA
"T";"TOTAL";"THS_PER";"OC0";"ED5-8";"TOTAL";"IT";28
"T";"TOTAL";"THS_PER";"OC0";"TOTAL";"IMG";"IT";11.7
"T";"TOTAL";"THS_PER";"OC0";"TOTAL";"TOTAL";"IT";233.5
"T";"TOTAL";"THS_PER";"OC1";"ED0-2";"IMG";"IT";NA
"T";"TOTAL";"THS_PER";"OC1";"ED0-2";"TOTAL";"IT";9.5
"T";"TOTAL";"THS_PER";"OC1";"ED3_4";"IMG";"IT";6.1
"T";"TOTAL";"THS_PER";"OC1";"ED3_4";"TOTAL";"IT";63.9
"T";"TOTAL";"THS_PER";"OC1";"ED5-8";"IMG";"IT";10
"T";"TOTAL";"THS_PER";"OC1";"ED5-8";"TOTAL";"IT";141.3
"T";"TOTAL";"THS_PER";"OC1";"TOTAL";"IMG";"IT";17.5
"T";"TOTAL";"THS_PER";"OC1";"TOTAL";"TOTAL";"IT";214.7
"T";"TOTAL";"THS_PER";"OC2";"ED0-2";"IMG";"IT";NA
"T";"TOTAL";"THS_PER";"OC2";"ED0-2";"TOTAL";"IT";12.7
"T";"TOTAL";"THS_PER";"OC2";"ED3_4";"IMG";"IT";29.3
"T";"TOTAL";"THS_PER";"OC2";"ED3_4";"TOTAL";"IT";649.2
"T";"TOTAL";"THS_PER";"OC2";"ED5-8";"IMG";"IT";90.4
"T";"TOTAL";"THS_PER";"OC2";"ED5-8";"TOTAL";"IT";1536
"T";"TOTAL";"THS_PER";"OC2";"TOTAL";"IMG";"IT";120.5
"T";"TOTAL";"THS_PER";"OC2";"TOTAL";"TOTAL";"IT";2197.9
"T";"TOTAL";"THS_PER";"OC3";"ED0-2";"IMG";"IT";22.8
"T";"TOTAL";"THS_PER";"OC3";"ED0-2";"TOTAL";"IT";262.1
"T";"TOTAL";"THS_PER";"OC3";"ED3_4";"IMG";"IT";122.3
"T";"TOTAL";"THS_PER";"OC3";"ED3_4";"TOTAL";"IT";1841.9
"T";"TOTAL";"THS_PER";"OC3";"ED5-8";"IMG";"IT";82.6
"T";"TOTAL";"THS_PER";"OC3";"ED5-8";"TOTAL";"IT";833
"T";"TOTAL";"THS_PER";"OC3";"TOTAL";"IMG";"IT";227.7
"T";"TOTAL";"THS_PER";"OC3";"TOTAL";"TOTAL";"IT";2936.9
"T";"TOTAL";"THS_PER";"OC4";"ED0-2";"IMG";"IT";25.9
"T";"TOTAL";"THS_PER";"OC4";"ED0-2";"TOTAL";"IT";368.1
"T";"TOTAL";"THS_PER";"OC4";"ED3_4";"IMG";"IT";116.1
"T";"TOTAL";"THS_PER";"OC4";"ED3_4";"TOTAL";"IT";1784
"T";"TOTAL";"THS_PER";"OC4";"ED5-8";"IMG";"IT";31.2
"T";"TOTAL";"THS_PER";"OC4";"ED5-8";"TOTAL";"IT";387.7
"T";"TOTAL";"THS_PER";"OC4";"TOTAL";"IMG";"IT";173.2
"T";"TOTAL";"THS_PER";"OC4";"TOTAL";"TOTAL";"IT";2539.8
"T";"TOTAL";"THS_PER";"OC5";"ED0-2";"IMG";"IT";215.5
"T";"TOTAL";"THS_PER";"OC5";"ED0-2";"TOTAL";"IT";1003.4
"T";"TOTAL";"THS_PER";"OC5";"ED3_4";"IMG";"IT";309.6
"T";"TOTAL";"THS_PER";"OC5";"ED3_4";"TOTAL";"IT";1539.7
"T";"TOTAL";"THS_PER";"OC5";"ED5-8";"IMG";"IT";88
"T";"TOTAL";"THS_PER";"OC5";"ED5-8";"TOTAL";"IT";196.3
"T";"TOTAL";"THS_PER";"OC5";"TOTAL";"IMG";"IT";613.1
"T";"TOTAL";"THS_PER";"OC5";"TOTAL";"TOTAL";"IT";2739.5
"T";"TOTAL";"THS_PER";"OC6";"ED0-2";"IMG";"IT";26.7
"T";"TOTAL";"THS_PER";"OC6";"ED0-2";"TOTAL";"IT";76.6
"T";"TOTAL";"THS_PER";"OC6";"ED3_4";"IMG";"IT";18.2
"T";"TOTAL";"THS_PER";"OC6";"ED3_4";"TOTAL";"IT";51.2
"T";"TOTAL";"THS_PER";"OC6";"ED5-8";"IMG";"IT";4.3
"T";"TOTAL";"THS_PER";"OC6";"ED5-8";"TOTAL";"IT";5
"T";"TOTAL";"THS_PER";"OC6";"TOTAL";"IMG";"IT";49.2
"T";"TOTAL";"THS_PER";"OC6";"TOTAL";"TOTAL";"IT";132.7
"T";"TOTAL";"THS_PER";"OC7";"ED0-2";"IMG";"IT";233.3
"T";"TOTAL";"THS_PER";"OC7";"ED0-2";"TOTAL";"IT";1238.1
"T";"TOTAL";"THS_PER";"OC7";"ED3_4";"IMG";"IT";246.3
"T";"TOTAL";"THS_PER";"OC7";"ED3_4";"TOTAL";"IT";876.7
"T";"TOTAL";"THS_PER";"OC7";"ED5-8";"IMG";"IT";12.3
"T";"TOTAL";"THS_PER";"OC7";"ED5-8";"TOTAL";"IT";18.7
"T";"TOTAL";"THS_PER";"OC7";"TOTAL";"IMG";"IT";491.9
"T";"TOTAL";"THS_PER";"OC7";"TOTAL";"TOTAL";"IT";2133.4
"T";"TOTAL";"THS_PER";"OC8";"ED0-2";"IMG";"IT";115.7
"T";"TOTAL";"THS_PER";"OC8";"ED0-2";"TOTAL";"IT";801.7
"T";"TOTAL";"THS_PER";"OC8";"ED3_4";"IMG";"IT";108.8
"T";"TOTAL";"THS_PER";"OC8";"ED3_4";"TOTAL";"IT";581.6
"T";"TOTAL";"THS_PER";"OC8";"ED5-8";"IMG";"IT";11.6
"T";"TOTAL";"THS_PER";"OC8";"ED5-8";"TOTAL";"IT";19.7
"T";"TOTAL";"THS_PER";"OC8";"TOTAL";"IMG";"IT";236.1
"T";"TOTAL";"THS_PER";"OC8";"TOTAL";"TOTAL";"IT";1403
"T";"TOTAL";"THS_PER";"OC9";"ED0-2";"IMG";"IT";427
"T";"TOTAL";"THS_PER";"OC9";"ED0-2";"TOTAL";"IT";1318.8
"T";"TOTAL";"THS_PER";"OC9";"ED3_4";"IMG";"IT";377.9
"T";"TOTAL";"THS_PER";"OC9";"ED3_4";"TOTAL";"IT";783.1
"T";"TOTAL";"THS_PER";"OC9";"ED5-8";"IMG";"IT";72.8
"T";"TOTAL";"THS_PER";"OC9";"ED5-8";"TOTAL";"IT";81.1
"T";"TOTAL";"THS_PER";"OC9";"TOTAL";"IMG";"IT";877.7
"T";"TOTAL";"THS_PER";"OC9";"TOTAL";"TOTAL";"IT";2183
"T";"TOTAL";"THS_PER";"TOTAL";"ED0-2";"IMG";"IT";1073.2
"T";"TOTAL";"THS_PER";"TOTAL";"ED0-2";"TOTAL";"IT";5140
"T";"TOTAL";"THS_PER";"TOTAL";"ED3_4";"IMG";"IT";1342
"T";"TOTAL";"THS_PER";"TOTAL";"ED3_4";"TOTAL";"IT";8327.9
"T";"TOTAL";"THS_PER";"TOTAL";"ED5-8";"IMG";"IT";403.3
"T";"TOTAL";"THS_PER";"TOTAL";"ED5-8";"TOTAL";"IT";3246.7
"T";"TOTAL";"THS_PER";"TOTAL";"TOTAL";"IMG";"IT";2818.6
"T";"TOTAL";"THS_PER";"TOTAL";"TOTAL";"TOTAL";"IT";16714.5
"T";"TOTAL";"THS_PER";"OC0";"ED0-2";"IMG";"LT";NA
"T";"TOTAL";"THS_PER";"OC0";"ED0-2";"TOTAL";"LT";NA
"T";"TOTAL";"THS_PER";"OC0";"ED3_4";"IMG";"LT";NA
"T";"TOTAL";"THS_PER";"OC0";"ED3_4";"TOTAL";"LT";NA
"T";"TOTAL";"THS_PER";"OC0";"ED5-8";"IMG";"LT";NA
"T";"TOTAL";"THS_PER";"OC0";"ED5-8";"TOTAL";"LT";NA
"T";"TOTAL";"THS_PER";"OC0";"TOTAL";"IMG";"LT";NA
"T";"TOTAL";"THS_PER";"OC0";"TOTAL";"TOTAL";"LT";5.4
"T";"TOTAL";"THS_PER";"OC1";"ED0-2";"IMG";"LT";NA
"T";"TOTAL";"THS_PER";"OC1";"ED0-2";"TOTAL";"LT";NA
"T";"TOTAL";"THS_PER";"OC1";"ED3_4";"IMG";"LT";NA
"T";"TOTAL";"THS_PER";"OC1";"ED3_4";"TOTAL";"LT";14.8
"T";"TOTAL";"THS_PER";"OC1";"ED5-8";"IMG";"LT";5.4
"T";"TOTAL";"THS_PER";"OC1";"ED5-8";"TOTAL";"LT";76.1
"T";"TOTAL";"THS_PER";"OC1";"TOTAL";"IMG";"LT";6.6
"T";"TOTAL";"THS_PER";"OC1";"TOTAL";"TOTAL";"LT";90.9
"T";"TOTAL";"THS_PER";"OC2";"ED0-2";"IMG";"LT";NA
"T";"TOTAL";"THS_PER";"OC2";"ED0-2";"TOTAL";"LT";NA
"T";"TOTAL";"THS_PER";"OC2";"ED3_4";"IMG";"LT";NA
"T";"TOTAL";"THS_PER";"OC2";"ED3_4";"TOTAL";"LT";19.9
"T";"TOTAL";"THS_PER";"OC2";"ED5-8";"IMG";"LT";22.3
"T";"TOTAL";"THS_PER";"OC2";"ED5-8";"TOTAL";"LT";268.4
"T";"TOTAL";"THS_PER";"OC2";"TOTAL";"IMG";"LT";23.6
"T";"TOTAL";"THS_PER";"OC2";"TOTAL";"TOTAL";"LT";288.4
"T";"TOTAL";"THS_PER";"OC3";"ED0-2";"IMG";"LT";NA
"T";"TOTAL";"THS_PER";"OC3";"ED0-2";"TOTAL";"LT";NA
"T";"TOTAL";"THS_PER";"OC3";"ED3_4";"IMG";"LT";6.6
"T";"TOTAL";"THS_PER";"OC3";"ED3_4";"TOTAL";"LT";61.6
"T";"TOTAL";"THS_PER";"OC3";"ED5-8";"IMG";"LT";5.5
"T";"TOTAL";"THS_PER";"OC3";"ED5-8";"TOTAL";"LT";66.3
"T";"TOTAL";"THS_PER";"OC3";"TOTAL";"IMG";"LT";12
"T";"TOTAL";"THS_PER";"OC3";"TOTAL";"TOTAL";"LT";127.9
"T";"TOTAL";"THS_PER";"OC4";"ED0-2";"IMG";"LT";NA
"T";"TOTAL";"THS_PER";"OC4";"ED0-2";"TOTAL";"LT";NA
"T";"TOTAL";"THS_PER";"OC4";"ED3_4";"IMG";"LT";NA
"T";"TOTAL";"THS_PER";"OC4";"ED3_4";"TOTAL";"LT";29.6
"T";"TOTAL";"THS_PER";"OC4";"ED5-8";"IMG";"LT";NA
"T";"TOTAL";"THS_PER";"OC4";"ED5-8";"TOTAL";"LT";14.9
"T";"TOTAL";"THS_PER";"OC4";"TOTAL";"IMG";"LT";NA
"T";"TOTAL";"THS_PER";"OC4";"TOTAL";"TOTAL";"LT";45.3
"T";"TOTAL";"THS_PER";"OC5";"ED0-2";"IMG";"LT";NA
"T";"TOTAL";"THS_PER";"OC5";"ED0-2";"TOTAL";"LT";NA
"T";"TOTAL";"THS_PER";"OC5";"ED3_4";"IMG";"LT";8.9
"T";"TOTAL";"THS_PER";"OC5";"ED3_4";"TOTAL";"LT";117.7
"T";"TOTAL";"THS_PER";"OC5";"ED5-8";"IMG";"LT";4.7
"T";"TOTAL";"THS_PER";"OC5";"ED5-8";"TOTAL";"LT";30.2
"T";"TOTAL";"THS_PER";"OC5";"TOTAL";"IMG";"LT";13.8
"T";"TOTAL";"THS_PER";"OC5";"TOTAL";"TOTAL";"LT";150.9
"T";"TOTAL";"THS_PER";"OC6";"ED0-2";"IMG";"LT";NA
"T";"TOTAL";"THS_PER";"OC6";"ED0-2";"TOTAL";"LT";NA
"T";"TOTAL";"THS_PER";"OC6";"ED3_4";"IMG";"LT";NA
"T";"TOTAL";"THS_PER";"OC6";"ED3_4";"TOTAL";"LT";13.3
"T";"TOTAL";"THS_PER";"OC6";"ED5-8";"IMG";"LT";NA
"T";"TOTAL";"THS_PER";"OC6";"ED5-8";"TOTAL";"LT";NA
"T";"TOTAL";"THS_PER";"OC6";"TOTAL";"IMG";"LT";NA
"T";"TOTAL";"THS_PER";"OC6";"TOTAL";"TOTAL";"LT";17.8
"T";"TOTAL";"THS_PER";"OC7";"ED0-2";"IMG";"LT";NA
"T";"TOTAL";"THS_PER";"OC7";"ED0-2";"TOTAL";"LT";10.4
"T";"TOTAL";"THS_PER";"OC7";"ED3_4";"IMG";"LT";17.2
"T";"TOTAL";"THS_PER";"OC7";"ED3_4";"TOTAL";"LT";134.4
"T";"TOTAL";"THS_PER";"OC7";"ED5-8";"IMG";"LT";NA
"T";"TOTAL";"THS_PER";"OC7";"ED5-8";"TOTAL";"LT";13
"T";"TOTAL";"THS_PER";"OC7";"TOTAL";"IMG";"LT";20.1
